FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26163591501,Wayne County,Michigan,4214,3394,534,11,259,0,0,16,1510,1427,1137,290,79.68,20.32,863,47,4,0,12,11,127300,No,5915.0
26163591502,Wayne County,Michigan,2586,1534,261,11,780,0,0,0,1160,965,511,454,52.95,47.05,580,35,4,0,10,8,172800,No,5915.0
26163591600,Wayne County,Michigan,1819,1534,186,0,51,0,0,48,598,546,536,10,98.17,1.83,500,75,1,0,8,8,191900,No,5916.0
26163591700,Wayne County,Michigan,5868,5146,260,0,257,0,107,98,2139,2049,1639,410,79.99,20.01,1613,90,4,1,14,23,197400,No,5917.0
26163591800,Wayne County,Michigan,5852,4399,426,0,481,0,225,321,2138,2012,1262,750,62.72,37.28,1294,77,6,0,19,22,176600,No,5918.0
26163591900,Wayne County,Michigan,5102,4599,234,12,152,0,105,0,1988,1879,1558,321,82.92,17.08,1598,32,10,0,17,5,156200,No,5919.0
26163592000,Wayne County,Michigan,3911,3092,372,0,216,80,102,49,1456,1238,1224,14,98.87,1.13,1202,102,8,0,15,9,215800,No,5920.0
26163593000,Wayne County,Michigan,5698,5038,252,21,247,0,54,86,2278,2035,1501,534,73.76,26.24,1401,24,6,0,16,5,147800,No,5930.0
26163593200,Wayne County,Michigan,3657,3255,172,0,120,0,26,84,1788,1555,1162,393,74.73,25.27,1146,20,1,0,8,15,157600,No,5932.0
26163593300,Wayne County,Michigan,3507,3418,10,0,0,0,60,19,1253,1205,1078,127,89.46,10.54,987,23,3,0,6,12,167700,No,5933.0
26163594000,Wayne County,Michigan,2632,2427,60,0,0,0,38,107,1441,1269,696,573,54.85,45.15,701,3,4,0,5,1,108500,No,5940.0
26163594100,Wayne County,Michigan,4191,4132,36,0,0,0,0,23,1845,1687,1569,118,93.01,6.99,1564,1,8,0,12,2,187500,No,5941.0
26163594200,Wayne County,Michigan,2501,2478,0,16,0,0,7,0,1059,1059,1005,54,94.9,5.1,968,0,2,0,5,3,156600,No,5942.0
26163594300,Wayne County,Michigan,3284,3151,8,25,14,0,61,25,1360,1293,1194,99,92.34,7.66,1187,0,5,0,6,4,151300,No,5943.0
26163594400,Wayne County,Michigan,2712,2526,104,17,0,0,0,65,1283,1065,823,242,77.28,22.72,800,10,6,0,11,3,124700,No,5944.0
26163594500,Wayne County,Michigan,3731,3446,227,0,58,0,0,0,1370,1287,923,364,71.72,28.28,961,4,2,1,4,2,166900,No,5945.0
26163595000,Wayne County,Michigan,4048,3589,0,20,43,51,12,333,1726,1569,1179,390,75.14,24.86,1183,4,6,0,12,4,113800,No,5950.0
26163595100,Wayne County,Michigan,5714,5288,162,67,132,0,0,65,2174,2075,1345,730,64.82,35.18,1287,15,1,0,10,4,181400,No,5951.0
26163595200,Wayne County,Michigan,2878,2718,0,0,94,0,17,49,1277,1176,657,519,55.87,44.13,682,3,1,0,4,0,194800,No,5952.0
26163596100,Wayne County,Michigan,3646,3570,23,0,13,0,0,40,1580,1498,1456,42,97.2,2.8,1361,3,4,0,7,0,261100,No,5961.0
26163596200,Wayne County,Michigan,4254,3989,0,0,165,0,59,41,1710,1667,1470,197,88.18,11.82,1398,4,3,0,9,3,282800,No,5962.0
26163596300,Wayne County,Michigan,2604,2450,24,0,91,0,0,39,989,943,839,104,88.97,11.03,887,4,1,0,6,4,309800,No,5963.0
26163597000,Wayne County,Michigan,4601,4315,28,0,9,0,178,71,2248,1895,1540,355,81.27,18.73,1443,15,6,1,3,1,159700,No,5970.0
26163598000,Wayne County,Michigan,3323,3252,11,26,0,0,0,34,1369,1240,877,363,70.73,29.27,910,3,8,0,7,0,152300,No,5980.0
26163599000,Wayne County,Michigan,5335,4831,245,0,169,0,56,34,2008,1938,1549,389,79.93,20.07,1507,37,10,1,27,8,125400,No,5990.0
26163599100,Wayne County,Michigan,4331,4063,127,0,0,0,13,128,1678,1591,1127,464,70.84,29.16,1166,15,5,0,8,4,144800,No,5991.0
26125981000,Oakland County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9810.0
26099982000,Macomb County,Michigan,17,17,0,0,0,0,0,0,9,9,9,0,100,0,1,0,0,0,0,0,,No,9820.0
26099982100,Macomb County,Michigan,88,88,0,0,0,0,0,0,394,31,0,31,0,100,0,0,0,0,0,0,,No,9821.0
26099982200,Macomb County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9822.0
26099982300,Macomb County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9823.0
26163985000,Wayne County,Michigan,67,0,67,0,0,0,0,0,40,22,12,10,54.55,45.45,0,2,0,0,0,1,,No,9850.0
26163985100,Wayne County,Michigan,65,0,65,0,0,0,0,0,160,65,36,29,55.38,44.62,0,4,0,0,0,0,,No,9851.0
26163985200,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9852.0
26163985300,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,No,9853.0
26163985400,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,,No,9854.0
26163985500,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,,No,9855.0
26163985600,Wayne County,Michigan,16,16,0,0,0,0,0,0,8,8,8,0,100,0,0,0,0,0,0,0,,No,9856.0
26163985700,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9857.0
26163985900,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9859.0
26099990100,Macomb County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9901.0
26099990100,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9901.0
26163990100,Macomb County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9901.0
26163990100,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9901.0
26163990200,Wayne County,Michigan,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,,No,9902.0
