FIPS,COUNTY,STATE,Total Population:,Total Population: White Alone,Total Population: Black or African American Alone,Total Population: American Indian and Alaska Native Alone,Total Population: Asian Alone,Total Population: Native Hawaiian and Other Pacific Islander Alone,Total Population: Some Other Race Alone,Total Population: Two or More Races,Housing Units,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,% Occupied Housing Units: Owner Occupied,% Occupied Housing Units: Renter Occupied,Owner occupied >> White,Owner occupied >> Black,Owner occupied >> American Indian,Owner occupied >> Native Hawaiian and Other Pacific Islander,Owner occupied >> Two or more races,Owner occupied >> Other race,Median Value,In city of Detroit?,Tract_numeric
26163503900,Wayne County,Michigan,3422,0,3367,0,0,0,0,55,1186,911,585,326,64.22,35.78,14,421,1,0,8,0,67500,Yes,5039.0
26163504000,Wayne County,Michigan,1864,27,1791,0,0,0,0,46,721,572,366,206,63.99,36.01,14,269,3,0,5,0,87500,Yes,5040.0
26163504100,Wayne County,Michigan,2416,0,2416,0,0,0,0,0,977,622,255,367,41,59,9,267,2,0,2,1,69000,Yes,5041.0
26163504200,Wayne County,Michigan,2556,19,2537,0,0,0,0,0,1185,807,441,366,54.65,45.35,6,424,2,0,4,1,74900,Yes,5042.0
26163504300,Wayne County,Michigan,3499,91,3376,0,0,0,8,24,1289,979,547,432,55.87,44.13,18,489,0,0,7,1,71000,Yes,5043.0
26163504400,Wayne County,Michigan,1976,0,1976,0,0,0,0,0,1223,648,378,270,58.33,41.67,13,341,0,0,2,0,84500,Yes,5044.0
26163504700,Wayne County,Michigan,3159,0,3140,0,0,0,0,19,1229,952,595,357,62.5,37.5,7,409,1,0,7,1,63100,Yes,5047.0
26163504800,Wayne County,Michigan,1434,0,1423,0,11,0,0,0,585,400,166,234,41.5,58.5,19,168,0,0,4,0,63000,Yes,5048.0
26163504900,Wayne County,Michigan,3687,189,3470,0,0,0,11,17,1446,1384,1019,365,73.63,26.37,50,746,1,0,10,0,75200,Yes,5049.0
26163505000,Wayne County,Michigan,1411,45,1366,0,0,0,0,0,697,435,216,219,49.66,50.34,19,206,0,0,2,0,62200,Yes,5050.0
26163505100,Wayne County,Michigan,3626,389,3178,0,0,0,0,59,1687,1321,779,542,58.97,41.03,81,492,1,0,6,1,80600,Yes,5051.0
26163505200,Wayne County,Michigan,4084,140,3779,0,0,0,0,165,1661,1263,722,541,57.17,42.83,35,610,2,0,10,0,84700,Yes,5052.0
26163505400,Wayne County,Michigan,4294,113,3884,0,0,0,232,65,1568,1082,491,591,45.38,54.62,34,476,3,0,9,0,64300,Yes,5054.0
26163505500,Wayne County,Michigan,1967,397,1527,0,26,0,0,17,647,496,268,228,54.03,45.97,7,275,2,0,3,1,62600,Yes,5055.0
26163506100,Wayne County,Michigan,1679,133,1545,0,0,0,0,1,852,634,496,138,78.23,21.77,48,373,2,0,4,4,79100,Yes,5061.0
26163506200,Wayne County,Michigan,2027,192,1777,0,58,0,0,0,961,705,433,272,61.42,38.58,39,430,2,1,10,0,70600,Yes,5062.0
26163506300,Wayne County,Michigan,2873,116,2711,14,0,0,0,32,1104,796,511,285,64.2,35.8,40,428,3,0,12,2,63200,Yes,5063.0
26163506400,Wayne County,Michigan,4397,807,3395,45,27,9,7,107,710,520,293,227,56.35,43.65,37,182,0,0,5,1,45200,Yes,5064.0
26163506500,Wayne County,Michigan,2632,125,2464,0,0,0,0,43,1162,859,459,400,53.43,46.57,17,516,2,1,10,5,70500,Yes,5065.0
26163506600,Wayne County,Michigan,3353,190,3129,0,0,0,0,34,1521,1097,792,305,72.2,27.8,44,687,1,0,7,2,66400,Yes,5066.0
26163506700,Wayne County,Michigan,1533,50,1468,0,5,0,0,10,570,546,354,192,64.84,35.16,16,271,1,0,3,0,73900,Yes,5067.0
26163506800,Wayne County,Michigan,3920,122,3712,0,0,0,8,78,1768,1493,899,594,60.21,39.79,80,807,1,0,13,1,82700,Yes,5068.0
26163506900,Wayne County,Michigan,4182,139,4014,5,0,0,7,17,1686,1352,819,533,60.58,39.42,61,837,2,0,17,3,71200,Yes,5069.0
26163507000,Wayne County,Michigan,2788,33,2735,0,0,0,0,20,1363,1001,627,374,62.64,37.36,5,572,1,0,3,4,81500,Yes,5070.0
26163507100,Wayne County,Michigan,2502,9,2440,0,15,0,0,38,1353,1027,665,362,64.75,35.25,8,655,1,0,9,2,57800,Yes,5071.0
26163507200,Wayne County,Michigan,1107,17,1055,4,0,0,0,31,922,473,317,156,67.02,32.98,5,313,0,0,3,1,51700,Yes,5072.0
26163507300,Wayne County,Michigan,2774,51,2638,10,0,0,0,75,1461,1046,722,324,69.02,30.98,12,660,1,0,16,0,57700,Yes,5073.0
26163507400,Wayne County,Michigan,2871,73,2773,0,7,0,0,18,1331,1076,637,439,59.2,40.8,14,627,1,0,6,0,70400,Yes,5074.0
26163507500,Wayne County,Michigan,3081,52,2967,0,0,0,0,62,1288,1037,526,511,50.72,49.28,40,491,1,0,3,0,70400,Yes,5075.0
26163507800,Wayne County,Michigan,793,76,684,0,16,0,17,0,516,311,183,128,58.84,41.16,33,109,0,0,0,0,89400,Yes,5078.0
26163507900,Wayne County,Michigan,2967,499,2419,36,13,0,0,0,1594,961,388,573,40.37,59.63,85,252,2,0,8,4,92100,Yes,5079.0
26163508000,Wayne County,Michigan,1239,399,799,0,0,0,0,41,915,520,150,370,28.85,71.15,50,71,0,0,2,0,22200,Yes,5080.0
26163508100,Wayne County,Michigan,3110,401,2696,0,0,0,0,13,1514,1063,357,706,33.58,66.42,57,324,1,0,10,2,42600,Yes,5081.0
26163510400,Wayne County,Michigan,1423,9,1253,0,92,0,10,59,776,400,277,123,69.25,30.75,4,211,0,0,4,1,36800,Yes,5104.0
26163510500,Wayne County,Michigan,4446,326,922,0,2893,0,12,293,1631,1022,641,381,62.72,37.28,143,230,3,2,10,2,37700,Yes,5105.0
26163510600,Wayne County,Michigan,3757,1515,758,147,1122,0,24,191,1560,1165,718,447,61.63,38.37,398,168,3,0,34,3,61600,Yes,5106.0
26163510700,Wayne County,Michigan,1837,951,562,0,0,0,0,324,682,451,219,232,48.56,51.44,143,58,0,0,13,0,42800,Yes,5107.0
26163511000,Wayne County,Michigan,2441,131,2214,60,0,0,19,17,1107,794,411,383,51.76,48.24,21,338,2,0,4,3,33100,Yes,5110.0
26163511200,Wayne County,Michigan,1260,0,1213,0,0,0,0,47,820,479,191,288,39.87,60.13,1,214,0,0,8,0,50200,Yes,5112.0
26163511300,Wayne County,Michigan,3146,788,2273,4,0,0,0,81,1384,809,392,417,48.45,51.55,109,303,2,0,17,2,55000,Yes,5113.0
26163511400,Wayne County,Michigan,3269,47,3155,0,0,0,0,67,1825,1244,602,642,48.39,51.61,8,423,3,0,9,2,62200,Yes,5114.0
26163511900,Wayne County,Michigan,2196,0,2127,0,0,0,0,69,993,644,309,335,47.98,52.02,9,226,2,0,10,1,74300,Yes,5119.0
26163512100,Wayne County,Michigan,3218,59,3159,0,0,0,0,0,1815,1275,597,678,46.82,53.18,15,590,3,0,9,0,77300,Yes,5121.0
26163512200,Wayne County,Michigan,1258,0,1211,0,0,0,0,47,511,468,88,380,18.8,81.2,8,66,0,0,1,0,48600,Yes,5122.0
26163512300,Wayne County,Michigan,1262,46,1168,27,14,0,0,7,921,582,126,456,21.65,78.35,6,172,1,0,3,0,33300,Yes,5123.0
26163512400,Wayne County,Michigan,1934,0,1934,0,0,0,0,0,772,538,348,190,64.68,35.32,9,239,1,0,2,0,48300,Yes,5124.0
26163512600,Wayne County,Michigan,2638,25,2597,0,0,0,0,16,1012,752,453,299,60.24,39.76,9,320,1,0,3,1,60300,Yes,5126.0
26163512900,Wayne County,Michigan,1733,116,1514,0,68,0,35,0,1171,599,222,377,37.06,62.94,18,200,1,0,5,2,48800,Yes,5129.0
26163513200,Wayne County,Michigan,1991,172,1740,0,0,0,0,79,1040,695,304,391,43.74,56.26,81,294,2,0,9,1,77600,Yes,5132.0
26163513300,Wayne County,Michigan,2537,406,2062,0,0,0,11,58,1102,927,508,419,54.8,45.2,100,456,3,0,11,0,106000,Yes,5133.0
26163513600,Wayne County,Michigan,1671,23,1522,0,0,0,56,70,996,518,223,295,43.05,56.95,2,213,0,0,3,0,63300,Yes,5136.0
26163513700,Wayne County,Michigan,3131,0,3094,0,26,0,0,11,1543,1284,577,707,44.94,55.06,7,619,2,0,7,3,85600,Yes,5137.0
26163513900,Wayne County,Michigan,2312,0,2231,0,0,0,0,81,1345,848,373,475,43.99,56.01,7,371,2,0,10,1,54100,Yes,5139.0
26163514100,Wayne County,Michigan,2933,64,2748,0,0,0,121,0,1936,1186,669,517,56.41,43.59,2,600,3,0,3,1,54700,Yes,5141.0
26163514200,Wayne County,Michigan,3239,0,3183,0,0,0,0,56,1637,1165,649,516,55.71,44.29,6,523,0,0,12,2,54500,Yes,5142.0
26163514300,Wayne County,Michigan,3195,47,3148,0,0,0,0,0,1616,1086,741,345,68.23,31.77,7,552,0,0,4,2,44300,Yes,5143.0
26163514500,Wayne County,Michigan,1566,0,1539,0,0,0,27,0,703,559,241,318,43.11,56.89,1,217,1,0,2,0,38700,Yes,5145.0
26163515200,Wayne County,Michigan,2201,83,2104,0,0,0,0,14,1019,699,320,379,45.78,54.22,8,334,3,0,2,0,56500,Yes,5152.0
26163515300,Wayne County,Michigan,2794,169,2439,62,0,0,19,105,1872,1363,248,1115,18.2,81.8,41,184,0,0,3,0,67000,Yes,5153.0
26163515400,Wayne County,Michigan,1130,334,786,0,0,0,0,10,760,552,360,192,65.22,34.78,180,167,1,0,6,2,295700,Yes,5154.0
26163515600,Wayne County,Michigan,1344,14,1330,0,0,0,0,0,946,552,194,358,35.14,64.86,4,193,0,0,2,0,65900,Yes,5156.0
26163515700,Wayne County,Michigan,3382,593,2557,15,128,0,30,59,3124,2245,580,1665,25.84,74.16,187,349,0,0,17,0,89400,Yes,5157.0
26163515900,Wayne County,Michigan,1878,23,1822,0,33,0,0,0,969,667,394,273,59.07,40.93,8,325,0,0,4,2,45900,Yes,5159.0
26163516000,Wayne County,Michigan,4035,44,3951,0,16,0,0,24,1635,1184,796,388,67.23,32.77,7,620,5,0,6,0,56100,Yes,5160.0
26163516100,Wayne County,Michigan,899,40,826,0,0,0,0,33,593,398,251,147,63.07,36.93,0,153,2,0,2,0,30700,Yes,5161.0
26163516200,Wayne County,Michigan,616,32,584,0,0,0,0,0,440,320,132,188,41.25,58.75,3,125,0,0,3,0,48500,Yes,5162.0
26163516300,Wayne County,Michigan,1218,25,1193,0,0,0,0,0,442,288,200,88,69.44,30.56,5,133,0,0,4,2,24100,Yes,5163.0
26163516400,Wayne County,Michigan,1242,185,1021,0,0,14,11,11,687,457,239,218,52.3,47.7,23,163,1,0,3,1,80100,Yes,5164.0
26163516500,Wayne County,Michigan,1160,225,913,0,0,0,0,22,1089,845,148,697,17.51,82.49,61,106,0,0,3,2,228200,Yes,5165.0
26163516600,Wayne County,Michigan,1882,22,1860,0,0,0,0,0,1088,984,232,752,23.58,76.42,2,172,0,0,3,0,84400,Yes,5166.0
26163516700,Wayne County,Michigan,2590,19,2469,20,82,0,0,0,1570,1390,187,1203,13.45,86.55,6,230,0,0,4,0,130800,Yes,5167.0
26163516800,Wayne County,Michigan,927,0,917,0,0,0,10,0,703,399,249,150,62.41,37.59,2,187,2,0,7,1,54300,Yes,5168.0
26163516900,Wayne County,Michigan,1913,92,1652,7,11,0,29,122,1484,1323,336,987,25.4,74.6,52,365,1,0,3,0,66600,Yes,5169.0
26163517000,Wayne County,Michigan,2341,828,1260,0,253,0,0,0,2172,1664,408,1256,24.52,75.48,144,212,1,0,4,3,125200,Yes,5170.0
26163517100,Wayne County,Michigan,1039,139,867,0,0,0,0,33,1013,801,210,591,26.22,73.78,60,183,0,0,1,1,82900,Yes,5171.0
26163517200,Wayne County,Michigan,2194,494,1619,0,12,15,12,42,694,567,0,567,0,100,8,2,0,0,0,0,,Yes,5172.0
26163517300,Wayne County,Michigan,1207,200,1001,0,0,0,0,6,1119,533,199,334,37.34,62.66,95,115,0,0,5,1,241400,Yes,5173.0
26163517500,Wayne County,Michigan,2247,174,1801,0,207,0,9,56,1762,1521,14,1507,0.92,99.08,24,10,0,0,1,0,,Yes,5175.0
26163518000,Wayne County,Michigan,1694,356,1182,0,70,0,24,62,1317,901,73,828,8.1,91.9,63,77,0,0,4,1,155200,Yes,5180.0
26163518400,Wayne County,Michigan,425,39,386,0,0,0,0,0,520,211,67,144,31.75,68.25,31,86,1,0,2,2,17000,Yes,5184.0
26163518500,Wayne County,Michigan,1236,68,1138,0,0,0,0,30,785,398,215,183,54.02,45.98,52,147,1,0,1,1,43900,Yes,5185.0
26163518600,Wayne County,Michigan,887,0,864,0,0,0,6,17,493,341,180,161,52.79,47.21,3,132,0,0,5,1,49700,Yes,5186.0
26163518800,Wayne County,Michigan,1082,55,1027,0,0,0,0,0,563,360,160,200,44.44,55.56,14,148,0,0,4,2,52900,Yes,5188.0
26163518900,Wayne County,Michigan,1769,42,1661,6,0,0,0,60,850,717,10,707,1.39,98.61,2,5,0,0,0,0,,Yes,5189.0
26163520200,Wayne County,Michigan,1707,691,295,0,570,0,56,95,1128,848,49,799,5.78,94.22,20,16,0,0,2,0,121100,Yes,5202.0
26163520300,Wayne County,Michigan,1572,471,492,0,600,0,9,0,1352,816,144,672,17.65,82.35,62,20,0,1,3,0,211300,Yes,5203.0
26163520400,Wayne County,Michigan,1722,432,1190,0,55,0,0,45,1244,948,61,887,6.43,93.57,39,8,0,0,0,0,135900,Yes,5204.0
26163520700,Wayne County,Michigan,1946,509,1349,25,25,0,0,38,2232,1510,11,1499,0.73,99.27,2,7,0,0,0,0,,Yes,5207.0
26163520800,Wayne County,Michigan,1178,334,763,0,81,0,0,0,1063,858,148,710,17.25,82.75,162,150,2,0,4,1,167000,Yes,5208.0
26163521100,Wayne County,Michigan,1765,802,225,0,0,7,674,57,778,555,245,310,44.14,55.86,149,87,7,0,14,72,101400,Yes,5211.0
26163521300,Wayne County,Michigan,963,0,789,0,40,0,134,0,433,348,280,68,80.46,19.54,30,184,1,0,4,6,68100,Yes,5213.0
26163521400,Wayne County,Michigan,1212,504,594,0,0,0,24,90,619,512,218,294,42.58,57.42,134,37,1,0,6,12,168100,Yes,5214.0
26163521500,Wayne County,Michigan,1315,88,1157,7,0,0,0,63,943,574,95,479,16.55,83.45,78,98,1,0,5,15,88800,Yes,5215.0
26163521800,Wayne County,Michigan,622,11,593,0,0,0,0,18,561,448,55,393,12.28,87.72,2,57,0,0,2,0,,Yes,5218.0
26163521900,Wayne County,Michigan,2406,817,1439,38,39,0,51,22,1522,1163,264,899,22.7,77.3,145,143,2,0,6,3,141900,Yes,5219.0
26163522000,Wayne County,Michigan,1753,36,1713,0,0,0,0,4,944,728,115,613,15.8,84.2,6,97,2,0,2,1,54200,Yes,5220.0
26163522100,Wayne County,Michigan,1047,106,779,0,0,0,162,0,628,373,182,191,48.79,51.21,4,168,1,0,2,2,35600,Yes,5221.0
26163522200,Wayne County,Michigan,926,22,886,0,7,0,0,11,484,286,156,130,54.55,45.45,2,96,0,0,3,0,54600,Yes,5222.0
26163522300,Wayne County,Michigan,1872,34,1838,0,0,0,0,0,1472,918,266,652,28.98,71.02,2,217,3,0,2,0,51700,Yes,5223.0
26163522400,Wayne County,Michigan,1248,37,1208,0,0,0,0,3,764,592,40,552,6.76,93.24,18,62,0,0,4,1,34000,Yes,5224.0
26163522500,Wayne County,Michigan,1909,332,1548,9,0,0,0,20,1553,969,42,927,4.33,95.67,11,6,1,0,1,0,49500,Yes,5225.0
26163523100,Wayne County,Michigan,1258,749,156,3,0,0,350,0,497,373,234,139,62.73,37.27,128,31,1,0,10,59,54400,Yes,5231.0
26163523200,Wayne County,Michigan,4396,2152,144,0,0,0,1959,141,1412,988,513,475,51.92,48.08,303,8,4,0,31,162,76100,Yes,5232.0
26163523300,Wayne County,Michigan,3337,2236,77,0,17,0,940,67,1271,931,355,576,38.13,61.87,260,10,3,0,18,147,64200,Yes,5233.0
26163523400,Wayne County,Michigan,2468,1371,367,5,0,0,725,0,1113,874,191,683,21.85,78.15,185,20,4,0,9,69,77600,Yes,5234.0
26163523800,Wayne County,Michigan,5176,3377,327,8,0,0,1345,119,1664,1240,700,540,56.45,43.55,411,28,9,0,26,182,60900,Yes,5238.0
26163524000,Wayne County,Michigan,3590,1809,201,215,0,0,1296,69,1245,958,392,566,40.92,59.08,238,9,6,1,8,106,57200,Yes,5240.0
26163524100,Wayne County,Michigan,4279,1821,258,139,0,0,1840,221,1751,1393,559,834,40.13,59.87,330,12,8,0,22,147,74700,Yes,5241.0
26163524200,Wayne County,Michigan,5426,3071,316,19,0,0,1961,59,1998,1458,739,719,50.69,49.31,489,15,21,0,32,173,71700,Yes,5242.0
26163524300,Wayne County,Michigan,3051,1355,174,0,22,0,1305,195,1138,909,400,509,44,56,296,6,8,0,25,83,57200,Yes,5243.0
26163524500,Wayne County,Michigan,1620,963,255,0,33,12,357,0,518,436,190,246,43.58,56.42,134,13,1,0,9,42,62900,Yes,5245.0
26163524700,Wayne County,Michigan,4543,51,4460,0,0,0,0,32,2234,1821,1277,544,70.13,29.87,10,1101,3,0,6,6,66700,Yes,5247.0
26163524800,Wayne County,Michigan,2962,125,2793,33,0,0,0,11,1438,1177,768,409,65.25,34.75,19,741,0,0,12,7,59900,Yes,5248.0
26163524900,Wayne County,Michigan,2365,1322,276,50,0,0,619,98,819,655,439,216,67.02,32.98,183,62,2,1,13,56,49900,Yes,5249.0
26163525000,Wayne County,Michigan,1230,457,365,0,0,0,305,103,614,443,234,209,52.82,47.18,80,61,0,0,3,21,66900,Yes,5250.0
26163525400,Wayne County,Michigan,1783,454,890,0,59,0,380,0,1137,697,310,387,44.48,55.52,102,183,0,0,8,72,53700,Yes,5254.0
26163525500,Wayne County,Michigan,1227,116,806,0,14,0,218,73,626,397,180,217,45.34,54.66,30,117,0,0,4,35,70000,Yes,5255.0
26163525600,Wayne County,Michigan,1754,814,27,0,0,0,768,145,743,498,203,295,40.76,59.24,150,11,2,0,6,63,80800,Yes,5256.0
26163525700,Wayne County,Michigan,4600,2480,141,164,0,0,1795,20,1985,1503,802,701,53.36,46.64,513,21,4,0,34,139,59800,Yes,5257.0
26163525800,Wayne County,Michigan,2006,558,514,0,0,0,929,5,803,499,312,187,62.53,37.47,171,13,2,0,4,56,50700,Yes,5258.0
26163526000,Wayne County,Michigan,3073,1774,287,0,0,0,1000,12,1205,997,459,538,46.04,53.96,332,49,1,0,27,49,80000,Yes,5260.0
26163526100,Wayne County,Michigan,2658,1659,120,0,283,0,534,62,962,811,424,387,52.28,47.72,286,11,3,1,15,34,76300,Yes,5261.0
26163526200,Wayne County,Michigan,2819,879,553,0,115,0,1172,100,1157,724,465,259,64.23,35.77,296,40,2,0,24,100,60300,Yes,5262.0
26163526300,Wayne County,Michigan,3460,1066,591,0,0,0,1653,150,1548,1063,511,552,48.07,51.93,244,68,4,0,21,163,57300,Yes,5263.0
26163526400,Wayne County,Michigan,2007,478,798,36,0,0,695,0,680,543,250,293,46.04,53.96,80,83,0,1,8,51,34300,Yes,5264.0
26163526500,Wayne County,Michigan,2450,89,2225,0,0,0,50,86,1456,871,507,364,58.21,41.79,15,425,2,0,7,22,56100,Yes,5265.0
26163527200,Wayne County,Michigan,935,0,935,0,0,0,0,0,809,420,305,115,72.62,27.38,3,188,0,0,6,5,35400,Yes,5272.0
26163527300,Wayne County,Michigan,2205,10,2186,9,0,0,0,0,956,622,195,427,31.35,68.65,4,210,3,0,9,8,54400,Yes,5273.0
26163530100,Wayne County,Michigan,3057,66,2839,0,0,0,71,81,1729,1123,695,428,61.89,38.11,10,634,2,0,12,1,48200,Yes,5301.0
26163530200,Wayne County,Michigan,4459,553,3815,17,29,0,9,36,1833,1543,775,768,50.23,49.77,13,695,2,0,15,1,83800,Yes,5302.0
26163530300,Wayne County,Michigan,2953,0,2953,0,0,0,0,0,1072,821,349,472,42.51,57.49,6,350,0,0,9,1,64600,Yes,5303.0
26163530400,Wayne County,Michigan,1547,9,1538,0,0,0,0,0,1079,791,354,437,44.75,55.25,0,254,1,0,6,0,67400,Yes,5304.0
26163530500,Wayne County,Michigan,2386,99,2254,0,0,0,0,33,1248,869,469,400,53.97,46.03,8,530,1,0,13,0,110600,Yes,5305.0
26163530800,Wayne County,Michigan,2127,22,2094,0,0,0,0,11,1455,731,264,467,36.11,63.89,4,292,3,0,3,1,60800,Yes,5308.0
26163530900,Wayne County,Michigan,2956,8,2937,0,0,0,0,11,2134,1329,393,936,29.57,70.43,1,366,3,0,4,2,52200,Yes,5309.0
26163531100,Wayne County,Michigan,1069,99,920,5,0,0,20,25,1002,494,152,342,30.77,69.23,1,136,1,0,3,0,85200,Yes,5311.0
26163531200,Wayne County,Michigan,3030,75,2872,0,14,0,0,69,1231,909,797,112,87.68,12.32,34,631,1,0,13,4,104400,Yes,5312.0
26163531300,Wayne County,Michigan,1490,74,1388,0,0,0,17,11,823,564,224,340,39.72,60.28,2,200,0,0,6,0,67600,Yes,5313.0
26163531400,Wayne County,Michigan,2666,21,2616,0,0,0,11,18,1039,725,360,365,49.66,50.34,0,372,2,0,3,1,65700,Yes,5314.0
26163531500,Wayne County,Michigan,3410,54,3356,0,0,0,0,0,2126,1167,390,777,33.42,66.58,2,447,1,0,4,1,78000,Yes,5315.0
26163531600,Wayne County,Michigan,1941,72,1763,19,0,0,0,87,1127,635,273,362,42.99,57.01,4,285,1,0,7,0,70700,Yes,5316.0
26163531700,Wayne County,Michigan,2563,51,2512,0,0,0,0,0,1228,851,309,542,36.31,63.69,3,266,1,0,6,0,58900,Yes,5317.0
26163531800,Wayne County,Michigan,2385,20,2351,0,0,0,0,14,1584,1093,505,588,46.2,53.8,3,397,0,0,2,0,61300,Yes,5318.0
26163531900,Wayne County,Michigan,1191,15,1176,0,0,0,0,0,827,415,181,234,43.61,56.39,1,156,0,0,1,0,52400,Yes,5319.0
26163532200,Wayne County,Michigan,1751,40,1683,7,0,0,0,21,759,572,357,215,62.41,37.59,7,299,1,0,3,0,73900,Yes,5322.0
26163532300,Wayne County,Michigan,1018,115,662,0,0,0,21,220,533,414,302,112,72.95,27.05,51,209,3,0,9,0,236700,Yes,5323.0
26163532400,Wayne County,Michigan,1473,0,1462,0,0,0,0,11,1047,746,153,593,20.51,79.49,11,186,2,0,4,0,52000,Yes,5324.0
26163532600,Wayne County,Michigan,1951,253,1568,0,107,0,0,23,1384,1050,176,874,16.76,83.24,3,200,1,0,1,0,84000,Yes,5326.0
26163532700,Wayne County,Michigan,1228,69,1127,8,0,0,0,24,774,437,144,293,32.95,67.05,5,141,1,0,0,0,66800,Yes,5327.0
26163533000,Wayne County,Michigan,2004,79,1714,13,0,0,0,198,901,655,213,442,32.52,67.48,7,247,1,0,3,0,88300,Yes,5330.0
26163533100,Wayne County,Michigan,2428,108,2299,0,0,0,21,0,1221,856,214,642,25,75,0,222,0,0,1,0,81900,Yes,5331.0
26163533200,Wayne County,Michigan,1818,41,1748,3,0,0,0,26,1124,714,418,296,58.54,41.46,4,322,1,0,2,0,70300,Yes,5332.0
26163533300,Wayne County,Michigan,2692,22,2658,0,0,0,0,12,1186,729,367,362,50.34,49.66,4,286,3,0,2,0,49400,Yes,5333.0
26163533400,Wayne County,Michigan,3483,69,3338,0,0,0,0,76,2057,1324,622,702,46.98,53.02,6,478,1,0,7,1,76500,Yes,5334.0
26163533500,Wayne County,Michigan,1359,0,1178,0,181,0,0,0,882,519,257,262,49.52,50.48,2,261,3,0,3,1,66300,Yes,5335.0
26163533600,Wayne County,Michigan,2703,7,2696,0,0,0,0,0,1601,921,430,491,46.69,53.31,2,442,0,0,8,1,40000,Yes,5336.0
26163533700,Wayne County,Michigan,1116,0,1116,0,0,0,0,0,745,353,209,144,59.21,40.79,1,266,1,0,8,0,58300,Yes,5337.0
26163533900,Wayne County,Michigan,2640,270,2277,9,0,0,0,84,2223,1605,263,1342,16.39,83.61,51,205,0,0,4,0,157200,Yes,5339.0
26163534100,Wayne County,Michigan,2260,8,2229,0,0,0,0,23,1428,829,223,606,26.9,73.1,5,297,2,0,4,0,89900,Yes,5341.0
26163534200,Wayne County,Michigan,4239,127,4014,0,0,0,26,72,2102,1672,1034,638,61.84,38.16,5,892,4,0,8,3,75600,Yes,5342.0
26163534300,Wayne County,Michigan,1462,0,1462,0,0,0,0,0,809,515,265,250,51.46,48.54,9,268,0,0,4,0,55900,Yes,5343.0
26163534400,Wayne County,Michigan,2411,0,2411,0,0,0,0,0,1182,776,457,319,58.89,41.11,3,350,2,0,5,0,71300,Yes,5344.0
26163534500,Wayne County,Michigan,1510,0,1510,0,0,0,0,0,619,435,211,224,48.51,51.49,4,232,0,0,2,1,56200,Yes,5345.0
26163534600,Wayne County,Michigan,2395,22,2234,0,0,0,106,33,1217,926,499,427,53.89,46.11,6,400,1,0,8,7,54400,Yes,5346.0
26163534700,Wayne County,Michigan,3193,18,3159,0,0,0,8,8,1606,1125,775,350,68.89,31.11,11,731,2,0,9,0,66300,Yes,5347.0
26163535000,Wayne County,Michigan,3382,169,3056,36,0,0,15,106,1593,1043,568,475,54.46,45.54,17,490,2,0,3,3,74100,Yes,5350.0
26163535100,Wayne County,Michigan,2803,56,2741,0,0,0,0,6,982,829,467,362,56.33,43.67,10,357,1,0,5,0,78000,Yes,5351.0
26163535200,Wayne County,Michigan,2712,0,2703,0,9,0,0,0,1351,1001,468,533,46.75,53.25,10,402,1,0,7,0,60300,Yes,5352.0
26163535300,Wayne County,Michigan,4221,87,4034,38,0,0,0,62,1846,1648,1163,485,70.57,29.43,26,899,2,0,7,2,82200,Yes,5353.0
26163535400,Wayne County,Michigan,1751,47,1697,0,0,0,0,7,724,666,302,364,45.35,54.65,8,305,1,0,3,1,77800,Yes,5354.0
26163535500,Wayne County,Michigan,2823,184,2639,0,0,0,0,0,1358,1027,572,455,55.7,44.3,27,491,2,0,9,1,77900,Yes,5355.0
26163535600,Wayne County,Michigan,3730,144,3448,11,0,0,9,118,1657,1464,1080,384,73.77,26.23,50,990,2,0,18,6,110900,Yes,5356.0
26163535700,Wayne County,Michigan,1344,0,1283,0,0,0,22,39,742,486,248,238,51.03,48.97,4,319,0,0,7,1,77300,Yes,5357.0
26163536100,Wayne County,Michigan,4544,66,4414,0,0,0,0,64,2085,1441,767,674,53.23,46.77,10,722,1,0,13,1,73600,Yes,5361.0
26163536200,Wayne County,Michigan,2480,0,2433,33,0,0,0,14,950,815,640,175,78.53,21.47,7,542,1,0,10,2,79200,Yes,5362.0
26163536300,Wayne County,Michigan,3996,44,3929,0,4,0,0,19,1887,1339,771,568,57.58,42.42,4,608,2,0,12,0,62600,Yes,5363.0
26163536400,Wayne County,Michigan,2740,20,2616,0,0,0,0,104,1527,1110,608,502,54.77,45.23,4,549,1,0,7,0,48700,Yes,5364.0
26163536500,Wayne County,Michigan,2176,51,2065,22,0,0,0,38,1408,911,508,403,55.76,44.24,3,473,1,0,7,0,79200,Yes,5365.0
26163536600,Wayne County,Michigan,2918,13,2865,0,0,0,0,40,1542,1184,771,413,65.12,34.88,11,638,1,0,8,1,57600,Yes,5366.0
26163536700,Wayne County,Michigan,1446,0,1393,17,0,0,36,0,673,518,395,123,76.25,23.75,4,258,0,0,3,0,75700,Yes,5367.0
26163536800,Wayne County,Michigan,1484,0,1484,0,0,0,0,0,810,527,373,154,70.78,29.22,0,325,3,0,5,0,85900,Yes,5368.0
26163536900,Wayne County,Michigan,2983,51,2884,0,0,0,27,21,1522,1029,727,302,70.65,29.35,4,660,2,0,9,2,87100,Yes,5369.0
26163537000,Wayne County,Michigan,3724,84,3561,16,0,0,18,45,1702,1297,760,537,58.6,41.4,8,696,1,0,9,3,88100,Yes,5370.0
