...1,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,City of Detroit?,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,Total Pop,Nonwite Pop,% Nonwhite Pop,White Pop,Racial Type,Total Housing Units,# HU reporting value,Total Occupied,# Owner Occupied,# Tenant Occupied,% Owner Occupied,% Owner Type,White OO,White TO,Total White Occupied,% White Ownership (White Pop),Nonwhite OO,Nonwhite TO,Total Nonwhite Occupied,% Nonwhite Ownership (Nonwhite Pop),Housing Quality Nonwhite HHS,Sound w all fac,Sound but lacking some fac,Deteriorating w all fac,Deteriorating but lacking some fac,Dilapodated,OO Units by Reported Value,...36,...37,...38,...39,...40,...41,Occupied by Tenure,OO,TO,Nonwhite Occupied by Tenure,med.val,,Nonwhite Pop Type,Zero,Min,Avg,Above Avg,Majority,Nonwhite Owner Type,Zero,Min,Avg,Above Avg,Majority,Race and Tenure Type,Zero-Owner,Zero-Mixed,Zero-Renter,Min-Owner,Min-Mixed,Min-Renter,Avg-Owner,Avg-Mixed,Avg-Renter,Above Avg-Owner,Above Avg-Mixed,Above Avg-Renter,Majority-Owner,Majority-Mixed,Majority-Renter,,% Nonwhite Lower,% Nonwhite Upper,Type,#,%,# Nonwhite Owner Types,% Nonwhite Owner Types,,% Owner Lower,% Owner Higher,Type,#,%
GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,MSA,PLACE,PRETRACTA,TRACTA,POSTTRCTA,URBAN,AREANAME,,60MCD,PLACEDC,60PLACESC,SF1,SF2,SF3,SF4,SF5,SF6,GC23,CA4001,B9T001,,,,CA5001,CA6001,,B8F001,B8F002,,,,,,,B9P001,B9P002,,,,B9Q001,B9Q002,B9Q003,B9Q004,B9Q005,,B78001,B78002,B78003,B78004,B78005,B78006,,B9O001,B9O002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,5.00%,Zero,514,65.98%,,,,0.00%,40.00%,1,101,12.97%
G26016300301A,1960,Michigan,26,Wayne,163,2160,22000,,301,A,550,TRACT 301-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3303,4,0.12%,3299,Zero,2078,20,2041,163,1878,7.99%,1,163,1878,2041,7.99%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,11,0,0,1,148,,163,1878,,65242.59028,,,65242.59028,,,,,,,,,,,,,,65242.59028,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300301B,1960,Michigan,26,Wayne,163,2160,22000,,301,B,550,TRACT 301-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5164,103,1.99%,5061,Zero,1364,102,1324,1200,124,90.63%,3,1200,124,1324,90.63%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,2,20,52,175,883,,1200,124,,31067.90865,,,31067.90865,,,,,,,,,,,,31067.90865,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300302A,1960,Michigan,26,Wayne,163,2160,22000,,302,A,550,TRACT 302-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6345,19,0.30%,6326,Zero,1976,25,1950,1801,149,92.36%,3,1801,149,1950,92.36%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,4,243,874,464,138,,1801,149,,18380.17265,,,18380.17265,,,,,,,,,,,,18380.17265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300302B,1960,Michigan,26,Wayne,163,2160,22000,,302,B,550,TRACT 302-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,7456,64,0.86%,7392,Zero,2418,43,2364,1756,608,74.28%,3,1752,608,2360,74.24%,4,0,4,100.00%,,2,0,0,0,0,,0,6,78,659,344,60,,1756,608,,19068,,,19068,,,,,,,,,,,,19068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300302C,1960,Michigan,26,Wayne,163,2160,22000,,302,C,550,TRACT 302-C DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4484,4,0.09%,4480,Zero,1510,5,1495,1287,208,86.09%,3,1287,208,1495,86.09%,0,0,0,#DIV/0!,,0,0,0,0,0,,2,19,419,716,102,12,,1287,208,,16202.91776,,,16202.91776,,,,,,,,,,,,16202.91776,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300303A,1960,Michigan,26,Wayne,163,2160,22000,,303,A,550,TRACT 303-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4473,15,0.34%,4458,Zero,1434,14,1417,1288,129,90.90%,3,1288,129,1417,90.90%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,20,215,635,272,126,,1288,129,,18035.5,,,18035.5,,,,,,,,,,,,18035.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300303B,1960,Michigan,26,Wayne,163,2160,22000,,303,B,550,TRACT 303-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4179,22,0.53%,4157,Zero,1242,19,1222,1060,162,86.74%,3,1060,162,1222,86.74%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,8,234,492,173,132,,1060,162,,17511.78774,,,17511.78774,,,,,,,,,,,,17511.78774,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300303C,1960,Michigan,26,Wayne,163,2160,22000,,303,C,550,TRACT 303-C DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4112,4,0.10%,4108,Zero,1287,3,1268,1208,60,95.27%,3,1208,60,1268,95.27%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,3,265,703,171,52,,1208,60,,16904.54965,,,16904.54965,,,,,,,,,,,,16904.54965,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300304A,1960,Michigan,26,Wayne,163,2160,22000,,304,A,550,TRACT 304-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2208,16,0.72%,2192,Zero,718,10,712,679,33,95.37%,3,679,33,712,95.37%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,6,162,231,129,149,,688,24,,17891.40964,,,17891.40964,,,,,,,,,,,,17891.40964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300304B,1960,Michigan,26,Wayne,163,2160,22000,,304,B,550,TRACT 304-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2343,4,0.17%,2339,Zero,755,6,749,718,31,95.86%,3,718,31,749,95.86%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,23,149,420,82,42,,717,32,,17088.78679,,,17088.78679,,,,,,,,,,,,17088.78679,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300304C,1960,Michigan,26,Wayne,163,2160,22000,,304,C,550,TRACT 304-C DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3095,12,0.39%,3083,Zero,825,12,809,754,55,93.20%,3,754,55,809,93.20%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,14,43,373,194,128,,754,55,,17405.13105,,,17405.13105,,,,,,,,,,,,17405.13105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300304D,1960,Michigan,26,Wayne,163,,,,304,D,,TRACT  304-D,No,7,3,15,0,0,0,0,1,1,0,7101,11,0.15%,7090,Zero,2202,23,2176,1686,490,77.48%,3,1686,490,2176,77.48%,0,0,0,#DIV/0!,,2,0,0,0,0,,2,58,512,773,184,141,,1686,490,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300305A,1960,Michigan,26,Wayne,163,2160,22000,,305,A,550,TRACT 305-A DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,3360,3162,94.11%,198,Above Avg,904,3160,837,780,57,93.19%,3,63,10,73,86.30%,717,47,764,93.85%,,693,5,52,1,12,,10,160,576,28,2,1,,780,57,,11139.41189,,,,,,11139.41189,,,,,,,,,,,,,,,,,,11139.41189,,,,,,,,,,,,,,,,,,,
G26016300305B,1960,Michigan,26,Wayne,163,2160,22000,,305,B,550,TRACT 305-B DETROIT CITY,Yes,7,3,15,0,0,0,0,0,1,0,4859,3312,68.16%,1547,Above Avg,1408,3311,1291,1098,193,85.05%,3,395,72,467,84.58%,703,121,824,85.32%,,713,5,57,1,48,,25,312,671,64,9,7,,1098,193,,11216.18,,,,,,11216.18,,,,,,,,,,,,,,,,,,11216.18,,,,,,,,,,,,,,,,,,,
G26016300306A,1960,Michigan,26,Wayne,163,2160,22000,,306,A,550,TRACT 306-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2184,4,0.18%,2180,Zero,679,10,663,513,150,77.38%,3,513,150,663,77.38%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,4,52,286,90,81,,513,150,,17928.15035,,,17928.15035,,,,,,,,,,,,17928.15035,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300306B,1960,Michigan,26,Wayne,163,2160,22000,,306,B,550,TRACT 306-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4316,217,5.03%,4099,Avg,1469,220,1396,1227,169,87.89%,3,1187,169,1356,87.54%,40,0,40,100.00%,,37,0,7,0,0,,5,104,430,386,145,152,,1227,169,,15560.47531,,,,,15560.47531,,,,,,,,,,,,,,,,15560.47531,,,,,,,,,,,,,,,,,,,,,,
G26016300307A,1960,Michigan,26,Wayne,163,2160,22000,,307,A,550,TRACT 307-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2846,15,0.53%,2831,Zero,993,37,972,853,119,87.76%,3,853,119,972,87.76%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,3,67,204,218,244,,853,119,,22330.61486,,,22330.61486,,,,,,,,,,,,22330.61486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300307B,1960,Michigan,26,Wayne,163,2160,22000,,307,B,550,TRACT 307-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2517,111,4.41%,2406,Zero,734,110,712,685,27,96.21%,3,685,27,712,96.21%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,3,3,16,655,,680,32,,62541.94915,,,62541.94915,,,,,,,,,,,,62541.94915,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300351A,1960,Michigan,26,Wayne,163,2160,22000,,351,A,550,TRACT 351-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6140,4,0.07%,6136,Zero,1899,14,1802,1593,209,88.40%,3,1589,209,1798,88.38%,4,0,4,100.00%,,2,0,1,0,1,,19,243,1015,245,11,1,,1593,209,,12114.35,,,12114.35,,,,,,,,,,,,12114.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300351B,1960,Michigan,26,Wayne,163,2160,22000,,351,B,550,TRACT 351-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5770,5,0.09%,5765,Zero,1678,7,1621,1444,177,89.08%,3,1440,177,1617,89.05%,4,0,4,100.00%,,1,0,0,0,0,,18,208,897,250,11,2,,1444,177,,12585.4359,,,12585.4359,,,,,,,,,,,,12585.4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300352A,1960,Michigan,26,Wayne,163,2160,22000,,352,A,550,TRACT 352-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,7473,4,0.05%,7469,Zero,2190,15,2098,1904,194,90.75%,3,1904,194,2098,90.75%,0,0,0,#DIV/0!,,6,0,0,0,0,,39,401,1254,147,10,0,,1904,194,,11770.79332,,,11770.79332,,,,,,,,,,,,11770.79332,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300352B,1960,Michigan,26,Wayne,163,2160,22000,,352,B,550,TRACT 352-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6472,12,0.19%,6460,Zero,1835,11,1725,1583,142,91.77%,3,1579,142,1721,91.75%,4,0,4,100.00%,,3,0,0,0,0,,23,279,1076,155,5,1,,1583,142,,11741.78152,,,11741.78152,,,,,,,,,,,,11741.78152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300353A,1960,Michigan,26,Wayne,163,2160,22000,,353,A,550,TRACT 353-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6518,31,0.48%,6487,Zero,1766,30,1731,1638,93,94.63%,3,1626,93,1719,94.59%,12,0,12,100.00%,,7,2,0,0,0,,5,125,1350,138,4,2,,1638,93,,12321.93182,,,12321.93182,,,,,,,,,,,,12321.93182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300353B,1960,Michigan,26,Wayne,163,2160,22000,,353,B,550,TRACT 353-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4758,12,0.25%,4746,Zero,1208,11,1191,1141,50,95.80%,3,1141,50,1191,95.80%,0,0,0,#DIV/0!,,2,0,0,0,0,,1,67,685,354,27,1,,1141,50,,13658.16228,,,13658.16228,,,,,,,,,,,,13658.16228,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300354A,1960,Michigan,26,Wayne,163,2160,22000,,354,A,550,TRACT 354-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2460,0,0.00%,2460,Zero,694,11,682,656,26,96.19%,3,656,26,682,96.19%,0,0,0,#DIV/0!,,2,0,0,0,0,,0,5,303,320,20,7,,662,20,,15277.66667,,,15277.66667,,,,,,,,,,,,15277.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300354B,1960,Michigan,26,Wayne,163,2160,22000,,354,B,550,TRACT 354-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3557,4,0.11%,3553,Zero,1009,4,991,829,162,83.65%,3,825,162,987,83.59%,4,0,4,100.00%,,2,0,0,0,0,,0,36,677,101,1,1,,829,162,,12822.33478,,,12822.33478,,,,,,,,,,,,12822.33478,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300354C,1960,Michigan,26,Wayne,163,2160,22000,,354,C,550,TRACT 354-C DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2659,0,0.00%,2659,Zero,775,5,761,682,79,89.62%,3,682,79,761,89.62%,0,0,0,#DIV/0!,,2,0,0,0,0,,1,7,254,392,25,3,,682,79,,15524.79,,,15524.79,,,,,,,,,,,,15524.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300354D,1960,Michigan,26,Wayne,163,2160,22000,,354,D,550,TRACT 354-D DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2201,0,0.00%,2201,Zero,626,3,606,558,48,92.08%,3,558,48,606,92.08%,0,0,0,#DIV/0!,,1,0,0,0,0,,1,78,395,83,0,0,,561,45,,11920.52778,,,11920.52778,,,,,,,,,,,,11920.52778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300355A,1960,Michigan,26,Wayne,163,2160,22000,,355,A,550,TRACT 355-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1775,0,0.00%,1775,Zero,450,19,429,355,74,82.75%,3,355,74,429,82.75%,0,0,0,#DIV/0!,,4,0,0,0,0,,0,7,259,88,0,0,,464,31,,13374.08969,,,13374.08969,,,,,,,,,,,,13374.08969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300355B,1960,Michigan,26,Wayne,163,2160,22000,,355,B,550,TRACT 355-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5220,4,0.08%,5216,Zero,1742,0,1683,1268,415,75.34%,3,1268,415,1683,75.34%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,82,907,261,11,1,,1159,458,,12800.03191,,,12800.03191,,,,,,,,,,,,12800.03191,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300356A,1960,Michigan,26,Wayne,163,2160,22000,,356,A,550,TRACT 356-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4811,20,0.42%,4791,Zero,1266,30,1247,1190,57,95.43%,3,1186,57,1243,95.41%,4,0,4,100.00%,,6,0,0,0,0,,2,42,721,362,58,5,,1190,57,,13749.5,,,13749.5,,,,,,,,,,,,13749.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300356B,1960,Michigan,26,Wayne,163,2160,22000,,356,B,550,TRACT 356-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6447,0,0.00%,6447,Zero,1687,4,1669,1607,62,96.29%,3,1607,62,1669,96.29%,0,0,0,#DIV/0!,,1,1,0,0,0,,5,167,1325,87,6,0,,1607,62,,11759.5,,,11759.5,,,,,,,,,,,,11759.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300357A,1960,Michigan,26,Wayne,163,2160,22000,,357,A,550,TRACT 357-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,7389,172,2.33%,7217,Zero,2382,174,2213,221,1992,9.99%,1,221,1956,2177,10.15%,0,36,36,0.00%,,39,0,0,0,0,,5,75,133,1,1,0,,221,1992,,10767.55,,,10767.55,,,,,,,,,,,,,,10767.55,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300357B,1960,Michigan,26,Wayne,163,2160,22000,,357,B,550,TRACT 357-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,718,0,0.00%,718,Zero,192,0,191,185,6,96.86%,3,185,6,191,96.86%,0,0,0,#DIV/0!,,0,0,0,0,0,,5,15,139,12,2,2,,187,4,,12099.67526,,,12099.67526,,,,,,,,,,,,12099.67526,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300357C,1960,Michigan,26,Wayne,163,2160,22000,,357,C,550,TRACT 357-C DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3516,0,0.00%,3516,Zero,1135,4,1035,670,365,64.73%,2,670,365,1035,64.73%,0,0,0,#DIV/0!,,1,0,0,0,0,,9,85,494,62,2,9,,670,365,,11646.77692,,,11646.77692,,,,,,,,,,,,,11646.77692,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300358A,1960,Michigan,26,Wayne,163,2160,22000,,358,A,550,TRACT 358-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5812,20,0.34%,5792,Zero,1789,10,1732,1595,137,92.09%,3,1591,137,1728,92.07%,4,0,4,100.00%,,3,0,0,0,0,,13,254,1095,206,3,0,,1595,137,,12021.98841,,,12021.98841,,,,,,,,,,,,12021.98841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300358B,1960,Michigan,26,Wayne,163,2160,22000,,358,B,550,TRACT 358-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4879,59,1.21%,4820,Zero,1625,18,1518,1343,175,88.47%,3,1335,175,1510,88.41%,8,0,8,100.00%,,3,0,0,0,0,,22,476,760,54,2,0,,1343,175,,10673.48936,,,10673.48936,,,,,,,,,,,,10673.48936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300359,1960,Michigan,26,Wayne,163,2160,22000,,359,,550,TRACT 359  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3922,20,0.51%,3902,Zero,1047,7,1019,975,44,95.68%,3,970,44,1014,95.66%,5,0,5,100.00%,,2,0,0,0,0,,5,187,736,41,1,1,,979,40,,11415.01213,,,11415.01213,,,,,,,,,,,,11415.01213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300401A,1960,Michigan,26,Wayne,163,2160,22000,,401,A,550,TRACT 401-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3609,4,0.11%,3605,Zero,1204,13,1172,1009,163,86.09%,3,1009,163,1172,86.09%,0,0,0,#DIV/0!,,3,0,0,0,0,,2,18,181,444,187,90,,1009,163,,17776.95103,,,17776.95103,,,,,,,,,,,,17776.95103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300401B,1960,Michigan,26,Wayne,163,2160,22000,,401,B,550,TRACT 401-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4169,4,0.10%,4165,Zero,1250,1,1233,1105,128,89.62%,3,1105,128,1233,89.62%,0,0,0,#DIV/0!,,0,0,0,0,0,,2,17,380,499,131,12,,1105,128,,15974.61,,,15974.61,,,,,,,,,,,,15974.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300402A,1960,Michigan,26,Wayne,163,2160,22000,,402,A,550,TRACT 402-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1690,0,0.00%,1690,Zero,621,4,562,474,88,84.34%,3,474,88,562,84.34%,0,0,0,#DIV/0!,,1,0,1,0,0,,0,123,319,27,1,0,,474,88,,11466.5493,,,11466.5493,,,,,,,,,,,,11466.5493,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300402B,1960,Michigan,26,Wayne,163,2160,22000,,402,B,550,TRACT 402-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3230,3,0.09%,3227,Zero,1099,5,1016,946,70,93.11%,3,942,70,1012,93.08%,4,0,4,100.00%,,2,0,0,0,0,,7,148,209,273,215,92,,946,70,,17007.07087,,,17007.07087,,,,,,,,,,,,17007.07087,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300403A,1960,Michigan,26,Wayne,163,2160,22000,,403,A,550,TRACT 403-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3814,22,0.58%,3792,Zero,1132,35,1041,757,284,72.72%,3,753,284,1037,72.61%,4,0,4,100.00%,,6,0,0,0,1,,35,411,296,6,1,0,,757,284,,9279.590909,,,9279.590909,,,,,,,,,,,,9279.590909,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300403B,1960,Michigan,26,Wayne,163,2160,22000,,403,B,550,TRACT 403-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3599,0,0.00%,3599,Zero,1243,1,1090,896,194,82.20%,3,896,194,1090,82.20%,0,0,0,#DIV/0!,,0,0,0,0,0,,37,586,255,8,1,0,,896,194,,8773.3,,,8773.3,,,,,,,,,,,,8773.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300404A,1960,Michigan,26,Wayne,163,2160,22000,,404,A,550,TRACT 404-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3181,0,0.00%,3181,Zero,935,14,907,796,111,87.76%,3,796,111,907,87.76%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,24,507,248,14,1,,796,111,,13851.20349,,,13851.20349,,,,,,,,,,,,13851.20349,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300404B,1960,Michigan,26,Wayne,163,2160,22000,,404,B,550,TRACT 404-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5955,28,0.47%,5927,Zero,2137,17,1807,1326,481,73.38%,3,1322,474,1796,73.61%,4,7,11,36.36%,,6,0,0,0,0,,58,492,444,319,5,0,,1326,481,,11100.75,,,11100.75,,,,,,,,,,,,11100.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300405,1960,Michigan,26,Wayne,163,2160,22000,,405,,550,TRACT 405  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,6654,12,0.18%,6642,Zero,2358,10,2020,1697,323,84.01%,3,1693,323,2016,83.98%,4,0,4,100.00%,,3,0,1,0,0,,58,891,552,160,13,3,,1697,323,,9512.352632,,,9512.352632,,,,,,,,,,,,9512.352632,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300406,1960,Michigan,26,Wayne,163,2160,22000,,406,,550,TRACT 406  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5395,3,0.06%,5392,Zero,1843,1,1794,1709,85,95.26%,3,1709,85,1794,95.26%,0,0,0,#DIV/0!,,0,0,0,0,0,,4,95,209,487,592,317,,1709,85,,20736.31768,,,20736.31768,,,,,,,,,,,,20736.31768,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300407,1960,Michigan,26,Wayne,163,2160,22000,,407,,550,TRACT 407  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3076,4,0.13%,3072,Zero,1025,1,993,803,190,80.87%,3,803,190,993,80.87%,0,0,0,#DIV/0!,,0,0,0,0,0,,1,8,105,242,173,147,,803,190,,19701.9877,,,19701.9877,,,,,,,,,,,,19701.9877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300408,1960,Michigan,26,Wayne,163,2160,22000,,408,,550,TRACT 408  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3143,0,0.00%,3143,Zero,1066,16,1038,703,335,67.73%,3,703,335,1038,67.73%,0,0,0,#DIV/0!,,3,0,0,0,0,,1,26,221,225,55,15,,703,335,,15528.9854,,,15528.9854,,,,,,,,,,,,15528.9854,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300409A,1960,Michigan,26,Wayne,163,2160,22000,,409,A,550,TRACT 409-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,4765,8,0.17%,4757,Zero,1654,6,1606,1389,217,86.49%,3,1385,217,1602,86.45%,4,0,4,100.00%,,1,0,0,0,0,,0,33,337,779,162,29,,1389,217,,16501.5,,,16501.5,,,,,,,,,,,,16501.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300409B,1960,Michigan,26,Wayne,163,2160,22000,,409,B,550,TRACT 409-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5388,8,0.15%,5380,Zero,1914,5,1869,1593,276,85.23%,3,1593,276,1869,85.23%,0,0,0,#DIV/0!,,1,0,0,0,0,,1,18,531,939,83,9,,1593,276,,16009.60981,,,16009.60981,,,,,,,,,,,,16009.60981,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300410A,1960,Michigan,26,Wayne,163,2160,22000,,410,A,550,TRACT 410-A DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,3294,0,0.00%,3294,Zero,985,4,968,940,28,97.11%,3,940,28,968,97.11%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,11,93,183,323,324,,940,28,,22807.00946,,,22807.00946,,,,,,,,,,,,22807.00946,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300410B,1960,Michigan,26,Wayne,163,2160,22000,,410,B,550,TRACT 410-B DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,2339,4,0.17%,2335,Zero,707,2,694,668,26,96.25%,3,668,26,694,96.25%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,1,25,98,166,369,,662,32,,26072.68966,,,26072.68966,,,,,,,,,,,,26072.68966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300411,1960,Michigan,26,Wayne,163,2160,22000,,411,,550,TRACT 411  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1756,0,0.00%,1756,Zero,664,5,638,573,65,89.81%,3,573,65,638,89.81%,0,0,0,#DIV/0!,,1,0,0,0,0,,1,11,143,173,135,107,,573,65,,18535.76974,,,18535.76974,,,,,,,,,,,,18535.76974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300412,1960,Michigan,26,Wayne,163,2160,22000,,412,,550,TRACT 412  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,5022,4,0.08%,5018,Zero,1652,2,1546,1352,194,87.45%,3,1352,194,1546,87.45%,0,0,0,#DIV/0!,,1,0,0,0,0,,14,147,548,567,62,2,,1352,194,,14742.18577,,,14742.18577,,,,,,,,,,,,14742.18577,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G26016300413,1960,Michigan,26,Wayne,163,2160,22000,,413,,550,TRACT 413  DETROIT CITY,Yes,7,3,15,0,0,0,0,1,1,0,1628,0,0.00%,1628,Zero,473,1,468,453,15,96.79%,3,453,15,468,96.79%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,3,57,206,132,49,,456,12,,18749.5,,,18749.5,,,,,,,,,,,,18749.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
