...1,...2,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,City of Detroit?,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,Total Pop,Nonwite Pop,% Nonwhite Pop,White Pop,Racial Type,Total Housing Units,# HU reporting value,Total Occupied,# Owner Occupied,# Tenant Occupied,% Owner Occupied,% Owner Type,White OO,White TO,Total White Occupied,% White Ownership (White Pop),Nonwhite OO,Nonwhite TO,Total Nonwhite Occupied,% Nonwhite Ownership (Nonwhite Pop),Housing Quality Nonwhite HHS,Sound w all fac,Sound but lacking some fac,Deteriorating w all fac,Deteriorating but lacking some fac,Dilapodated,OO Units by Reported Value,...36,...37,...38,...39,...40,...41,Occupied by Tenure,OO,TO,Nonwhite Occupied by Tenure,med.val,,Nonwhite Pop Type,Zero,Min,Avg,Above Avg,Majority,Nonwhite Owner Type,Zero,Min,Avg,Above Avg,Majority,Race and Tenure Type,Zero-Owner,Zero-Mixed,Zero-Renter,Min-Owner,Min-Mixed,Min-Renter,Avg-Owner,Avg-Mixed,Avg-Renter,Above Avg-Owner,Above Avg-Mixed,Above Avg-Renter,Majority-Owner,Majority-Mixed,Majority-Renter,,% Nonwhite Lower,% Nonwhite Upper,Type,#,%,# Nonwhite Owner Types,% Nonwhite Owner Types,,% Owner Lower,% Owner Higher,Type,#,%
GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,MSA,PLACE,PRETRACTA,TRACTA,POSTTRCTA,URBAN,AREANAME,,60MCD,PLACEDC,60PLACESC,SF1,SF2,SF3,SF4,SF5,SF6,GC23,CA4001,B9T001,,,,CA5001,CA6001,,B8F001,B8F002,,,,,,,B9P001,B9P002,,,,B9Q001,B9Q002,B9Q003,B9Q004,B9Q005,,B78001,B78002,B78003,B78004,B78005,B78006,,B9O001,B9O002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00%,5.00%,Zero,514,65.98%,,,,0.00%,40.00%,1,101,12.97%
G2600990MA0045,1960,Michigan,26,Macomb,99,2160,,MA,45,,550,TRACT MA-45 MOUNT CLEMENS CITY,No,13,4,9,0,0,1,1,1,1,0,7969,61,0.77%,7908,Zero,2791,61,2403,1454,949,60.51%,2,1450,949,2399,60.44%,4,0,4,100.00%,,5,0,2,0,0,,0,0,0,0,0,0,,1454,949,,11788.98635,,,11788.98635,,,,,,,,,,,,,11788.98635,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0046,1960,Michigan,26,Macomb,99,2160,,MA,46,,550,TRACT MA-46 MOUNT CLEMENS CITY,No,13,4,9,0,0,1,1,0,1,0,4060,1409,34.70%,2651,Above Avg,1502,1393,1155,579,576,50.13%,2,440,415,855,51.46%,139,161,300,46.33%,,152,3,76,22,47,,0,0,0,0,0,0,,579,576,,10394.13758,,,,,,10394.13758,,,,,,,,,,,,,,,,,,,10394.13758,,,,,,,,,,,,,,,,,,
G2600990MA0047,1960,Michigan,26,Macomb,99,2160,,MA,47,,,TRACT MA-47 HARRISON TWP,No,8,7,0,0,0,1,1,0,1,0,3869,570,14.73%,3299,Avg,772,572,698,72,626,10.32%,1,72,532,604,11.92%,0,94,94,0.00%,,93,0,1,0,0,,0,0,0,0,0,0,,72,626,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
G2600990MA0048,1960,Michigan,26,Macomb,99,2160,,MA,48,,,TRACT MA-48 HARRISON TWP,No,8,5,0,0,0,1,1,1,1,0,5285,8,0.15%,5277,Zero,1765,6,1482,1294,188,87.31%,3,1294,188,1482,87.31%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1294,188,,14480.91463,,,14480.91463,,,,,,,,,,,,14480.91463,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0049,1960,Michigan,26,Macomb,99,2160,,MA,49,,550,TRACT MA-49 HARRISON TWP,No,8,7,0,0,0,1,1,1,1,0,3756,7,0.19%,3749,Zero,1432,2,1145,977,168,85.33%,3,973,165,1138,85.50%,4,3,7,57.14%,,1,0,0,0,0,,0,0,0,0,0,0,,976,169,,12293.11648,,,12293.11648,,,,,,,,,,,,12293.11648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0050,1960,Michigan,26,Macomb,99,2160,,MA,50,,,TRACT MA-50 NEW BALTIMORE CITY,No,14,4,0,0,0,1,1,1,1,0,2375,6,0.25%,2369,Zero,916,3,663,491,172,74.06%,3,491,172,663,74.06%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,491,172,,12138.03333,,,12138.03333,,,,,,,,,,,,12138.03333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0051,1960,Michigan,26,Macomb,99,2160,,MA,51,,,TRACT MA-51 CHESTERFIELD TWP,No,4,7,0,0,0,1,1,1,1,0,4555,20,0.44%,4535,Zero,1775,7,1279,1031,248,80.61%,3,1031,240,1271,81.12%,0,8,8,0.00%,,1,0,0,0,1,,0,0,0,0,0,0,,1031,248,,12831.72566,,,12831.72566,,,,,,,,,,,,12831.72566,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0052,1960,Michigan,26,Macomb,99,2160,,MA,52,,,TRACT MA-52 CHESTERFIELD TWP,No,4,7,0,0,0,1,1,1,1,0,1333,12,0.90%,1321,Zero,415,22,360,303,57,84.17%,3,294,57,351,83.76%,9,0,9,100.00%,,2,2,0,0,0,,0,0,0,0,0,0,,303,57,,10999.6,,,10999.6,,,,,,,,,,,,10999.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0053,1960,Michigan,26,Macomb,99,2160,,MA,53,,,TRACT MA-53 MACOMB TWP,No,11,7,0,0,0,1,1,1,1,0,1459,0,0.00%,1459,Zero,415,0,378,319,59,84.39%,3,319,59,378,84.39%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,319,59,,12124.15,,,12124.15,,,,,,,,,,,,12124.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0054,1960,Michigan,26,Macomb,99,2160,,MA,54,,,TRACT MA-54 MACOMB TWP,No,11,7,0,0,0,1,1,1,1,0,3348,0,0.00%,3348,Zero,1059,2,874,740,134,84.67%,3,740,134,874,84.67%,0,0,0,#DIV/0!,,0,0,1,0,0,,0,0,0,0,0,0,,740,134,,14166,,,14166,,,,,,,,,,,,14166,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0055,1960,Michigan,26,Macomb,99,2160,,MA,55,,550,TRACT MA-55 UTICA CITY,No,21,4,3,0,0,1,1,1,1,0,1454,0,0.00%,1454,Zero,561,0,444,295,149,66.44%,2,295,149,444,66.44%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,295,149,,13695.95,,,13695.95,,,,,,,,,,,,,13695.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0056,1960,Michigan,26,Macomb,99,2160,,MA,56,,550,TRACT MA-56 SHELBY TWP,No,19,7,0,0,0,1,1,1,1,0,4105,0,0.00%,4105,Zero,1234,2,1091,915,176,83.87%,3,915,176,1091,83.87%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,915,176,,13944.73438,,,13944.73438,,,,,,,,,,,,13944.73438,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0057,1960,Michigan,26,Macomb,99,2160,,MA,57,,550,TRACT MA-57 SHELBY TWP,No,19,7,0,0,0,1,1,1,1,0,7773,8,0.10%,7765,Zero,2197,12,1957,1679,278,85.79%,3,1679,278,1957,85.79%,0,0,0,#DIV/0!,,4,0,0,0,0,,0,0,0,0,0,0,,1685,272,,12230.85509,,,12230.85509,,,,,,,,,,,,12230.85509,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0058,1960,Michigan,26,Macomb,99,2160,,MA,58,,,TRACT MA-58 SHELBY TWP,No,19,7,0,0,0,1,1,1,1,0,5236,8,0.15%,5228,Zero,1557,11,1344,1200,144,89.29%,3,1196,144,1340,89.25%,4,0,4,100.00%,,2,1,0,1,0,,0,0,0,0,0,0,,1194,150,,17195.30208,,,17195.30208,,,,,,,,,,,,17195.30208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0059,1960,Michigan,26,Macomb,99,2160,,MA,59,,,TRACT MA-59 WASHINGTON TWP,No,23,7,0,0,0,1,1,1,1,0,3124,0,0.00%,3124,Zero,998,5,847,686,161,80.99%,3,686,161,847,80.99%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,686,161,,13094.02459,,,13094.02459,,,,,,,,,,,,13094.02459,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0060,1960,Michigan,26,Macomb,99,2160,,MA,60,,,TRACT MA-60 RAY TWP,No,15,7,0,0,0,1,1,1,1,0,2086,0,0.00%,2086,Zero,611,2,548,462,86,84.31%,3,462,86,548,84.31%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,462,86,,10743.75,,,10743.75,,,,,,,,,,,,10743.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0061,1960,Michigan,26,Macomb,99,2160,,MA,61,,,TRACT MA-61 LENOX TWP,No,10,4,0,0,0,1,1,1,1,0,1198,335,27.96%,863,Above Avg,375,340,290,194,96,66.90%,3,167,63,230,72.61%,27,33,60,45.00%,,10,3,8,5,39,,0,0,0,0,0,0,,194,96,,10018.375,,,,,,10018.375,,,,,,,,,,,,,,,,,,10018.375,,,,,,,,,,,,,,,,,,,
G2600990MA0062,1960,Michigan,26,Macomb,99,2160,,MA,62,,,TRACT MA-62 LENOX TWP,No,10,7,0,0,0,1,1,1,1,0,2356,122,5.18%,2234,Avg,690,119,585,486,99,83.08%,3,464,92,556,83.45%,22,7,29,75.86%,,5,1,0,2,14,,0,0,0,0,0,0,,486,99,,10263.05263,,,,,10263.05263,,,,,,,,,,,,,,,,10263.05263,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0063,1960,Michigan,26,Macomb,99,2160,,MA,63,,,TRACT MA-63 LENOX TWP,No,10,4,0,0,0,1,1,1,1,0,2667,0,0.00%,2667,Zero,962,0,770,569,201,73.90%,3,569,201,770,73.90%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,569,201,,10299.88,,,10299.88,,,,,,,,,,,,10299.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0064,1960,Michigan,26,Macomb,99,2160,,MA,64,,,TRACT MA-64 RICHMOND TWP,No,12,4,0,0,0,1,1,1,1,0,2033,0,0.00%,2033,Zero,782,1,531,433,98,81.54%,3,433,98,531,81.54%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,433,98,,9075.456522,,,9075.456522,,,,,,,,,,,,9075.456522,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0065,1960,Michigan,26,Macomb,99,2160,,MA,65,,,TRACT MA-65 ARMADA TWP,No,1,7,0,0,0,1,1,1,1,0,2447,0,0.00%,2447,Zero,775,1,681,566,115,83.11%,3,566,115,681,83.11%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,566,115,,9704.174157,,,9704.174157,,,,,,,,,,,,9704.174157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0066,1960,Michigan,26,Macomb,99,2160,,MA,66,,,TRACT MA-66 BRUCE TWP,No,2,7,0,0,0,1,1,1,1,0,1538,8,0.52%,1530,Zero,450,13,390,288,102,73.85%,3,288,98,386,74.61%,0,4,4,0.00%,,1,1,2,0,0,,0,0,0,0,0,0,,288,102,,12976,,,12976,,,,,,,,,,,,12976,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0067,1960,Michigan,26,Macomb,99,2160,,MA,67,,,TRACT MA-67 BRUCE TWP,No,2,4,0,0,0,1,1,1,1,0,3327,225,6.76%,3102,Avg,1208,224,972,677,295,69.65%,3,655,256,911,71.90%,22,39,61,36.07%,,23,17,5,6,9,,0,0,0,0,0,0,,677,295,,11466.1763,,,,,11466.1763,,,,,,,,,,,,,,,,11466.1763,,,,,,,,,,,,,,,,,,,,,,
G2600990MA0068,1960,Michigan,26,Macomb,99,2160,,MA,68,,550,TRACT MA-68 LAKE TWP,No,9,4,5,0,0,1,1,1,1,0,109,0,0.00%,109,Zero,41,0,39,33,6,84.62%,3,33,6,39,84.62%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,31,8,,67499.5,,,67499.5,,,,,,,,,,,,67499.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0001,1960,Michigan,26,Oakland,125,2160,,OA,1,,550,TRACT OA-1 MADISON HEIGHTS CITY,No,22,4,10,0,0,1,1,1,1,0,9640,4,0.04%,9636,Zero,2630,34,2476,2214,262,89.42%,3,2214,262,2476,89.42%,0,0,0,#DIV/0!,,5,0,0,0,0,,0,0,0,0,0,0,,2214,262,,15671.97732,,,15671.97732,,,,,,,,,,,,15671.97732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0002,1960,Michigan,26,Oakland,125,2160,,OA,2,,550,TRACT OA-2 MADISON HEIGHTS CITY,No,22,4,10,0,0,1,1,1,1,0,11622,25,0.22%,11597,Zero,3077,11,2900,2671,229,92.10%,3,2667,225,2892,92.22%,4,4,8,50.00%,,3,0,0,0,0,,0,0,0,0,0,0,,2671,229,,14489.47767,,,14489.47767,,,,,,,,,,,,14489.47767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0003,1960,Michigan,26,Oakland,125,2160,,OA,3,,550,TRACT OA-3 MADISON HEIGHTS CITY,No,22,4,10,0,0,1,1,1,1,0,12081,20,0.17%,12061,Zero,3622,41,3169,2757,412,87.00%,3,2749,412,3161,86.97%,8,0,8,100.00%,,6,0,0,1,0,,0,0,0,0,0,0,,2757,412,,10538.91723,,,10538.91723,,,,,,,,,,,,10538.91723,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0004,1960,Michigan,26,Oakland,125,2160,,OA,4,,550,TRACT OA-4 HAZEL PARK CITY,No,14,4,10,0,0,1,1,1,1,0,4710,20,0.42%,4690,Zero,1468,13,1284,1111,173,86.53%,3,1107,173,1280,86.48%,4,0,4,100.00%,,3,0,0,0,0,,0,0,0,0,0,0,,1111,173,,10758.26512,,,10758.26512,,,,,,,,,,,,10758.26512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0005,1960,Michigan,26,Oakland,125,2160,,OA,5,,550,TRACT OA-5 HAZEL PARK CITY,No,14,4,10,0,0,1,1,1,1,0,7286,9,0.12%,7277,Zero,2275,14,2021,1701,320,84.17%,3,1697,320,2017,84.13%,4,0,4,100.00%,,3,0,0,0,0,,0,0,0,0,0,0,,1701,320,,10011.17621,,,10011.17621,,,,,,,,,,,,10011.17621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0006,1960,Michigan,26,Oakland,125,2160,,OA,6,,550,TRACT OA-6 HAZEL PARK CITY,No,14,4,10,0,0,1,1,1,1,0,6188,16,0.26%,6172,Zero,1885,11,1690,1399,291,82.78%,3,1399,291,1690,82.78%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,0,0,0,0,0,,1399,291,,10061.52841,,,10061.52841,,,,,,,,,,,,10061.52841,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0007,1960,Michigan,26,Oakland,125,2160,,OA,7,,550,TRACT OA-7 HAZEL PARK CITY,No,14,4,10,0,0,1,1,1,1,0,7447,0,0.00%,7447,Zero,2548,11,2223,1723,500,77.51%,3,1723,500,2223,77.51%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1723,500,,10103.28528,,,10103.28528,,,,,,,,,,,,10103.28528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0008,1960,Michigan,26,Oakland,125,2160,,OA,8,,550,TRACT OA-8 FERN DALE CITY,No,12,4,10,0,0,1,1,1,1,0,9634,120,1.25%,9514,Zero,2906,121,2664,2302,362,86.41%,3,2277,358,2635,86.41%,25,4,29,86.21%,,23,0,4,0,0,,0,0,0,0,0,0,,2302,362,,10413.5401,,,10413.5401,,,,,,,,,,,,10413.5401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0009,1960,Michigan,26,Oakland,125,2160,,OA,9,,550,TRACT OA-9 FERN DALE CITY,No,12,4,10,0,0,1,1,1,1,0,7210,4,0.06%,7206,Zero,2677,9,2417,1829,588,75.67%,3,1829,588,2417,75.67%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,0,0,0,0,0,,1829,588,,10809.47674,,,10809.47674,,,,,,,,,,,,10809.47674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0010,1960,Michigan,26,Oakland,125,2160,,OA,10,,550,TRACT OA-10 FERN DALE CITY,No,12,4,10,0,0,1,1,1,1,0,14503,16,0.11%,14487,Zero,4762,11,4531,3709,822,81.86%,3,3709,822,4531,81.86%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,0,0,0,0,0,,3709,822,,12702.72124,,,12702.72124,,,,,,,,,,,,12702.72124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0011,1960,Michigan,26,Oakland,125,2160,,OA,11,,550,TRACT OA-11 ROYAL OAK TWP,No,35,7,0,0,0,1,1,0,1,0,8147,8013,98.36%,134,Above Avg,3294,8010,1873,678,1195,36.20%,2,5,47,52,9.62%,673,1148,1821,36.96%,,369,17,575,59,796,,0,0,0,0,0,0,,678,1195,,8446.403465,,,,,,8446.403465,,,,,,,,,,,,,,,,,,,8446.403465,,,,,,,,,,,,,,,,,,
G2601250OA0012,1960,Michigan,26,Oakland,125,2160,,OA,12,,550,TRACT OA-12 OAK PARK CITY,No,27,4,10,0,0,1,1,1,1,0,10091,32,0.32%,10059,Zero,2846,40,2780,2348,432,84.46%,3,2348,432,2780,84.46%,0,0,0,#DIV/0!,,5,0,0,0,0,,0,0,0,0,0,0,,2348,432,,17770.16216,,,17770.16216,,,,,,,,,,,,17770.16216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0013,1960,Michigan,26,Oakland,125,2160,,OA,13,,550,TRACT OA-13 OAK PARK CITY,No,27,4,10,0,0,1,1,1,1,0,13079,53,0.41%,13026,Zero,3405,51,3325,2937,388,88.33%,3,2937,388,3325,88.33%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,2937,388,,18998.0443,,,18998.0443,,,,,,,,,,,,18998.0443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0014,1960,Michigan,26,Oakland,125,2160,,OA,14,,550,TRACT OA-14 OAK PARK CITY,No,27,4,10,0,0,1,1,1,1,0,13462,76,0.56%,13386,Zero,3690,76,3573,3052,521,85.42%,3,3044,513,3557,85.58%,8,8,16,50.00%,,11,0,0,0,0,,0,0,0,0,0,0,,3052,521,,17305.86885,,,17305.86885,,,,,,,,,,,,17305.86885,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0015,1960,Michigan,26,Oakland,125,2160,,OA,15,,550,TRACT OA-15 PLEASANT RIDGE CITY,No,30,4,6,0,0,1,1,1,1,0,3807,4,0.11%,3803,Zero,1242,7,1185,1114,71,94.01%,3,1114,71,1185,94.01%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1114,71,,18294.07477,,,18294.07477,,,,,,,,,,,,18294.07477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0016,1960,Michigan,26,Oakland,125,2160,,OA,16,,550,TRACT OA-16 HUNTINGTON WOODS CITY,No,17,4,7,0,0,1,1,1,1,0,8746,111,1.27%,8635,Zero,2387,112,2340,2297,43,98.16%,3,2297,39,2336,98.33%,0,4,4,0.00%,,4,0,0,0,0,,0,0,0,0,0,0,,2304,36,,23185.20354,,,23185.20354,,,,,,,,,,,,23185.20354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0017,1960,Michigan,26,Oakland,125,2160,,OA,17,,550,TRACT OA-17 BERKLEY CITY,No,3,4,9,0,0,1,1,1,1,0,8571,4,0.05%,8567,Zero,2378,16,2294,2086,208,90.93%,3,2086,208,2294,90.93%,0,0,0,#DIV/0!,,4,0,0,0,0,,0,0,0,0,0,0,,2086,208,,13554.49133,,,13554.49133,,,,,,,,,,,,13554.49133,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0018,1960,Michigan,26,Oakland,125,2160,,OA,18,,550,TRACT OA-18 BERKLEY CITY,No,3,4,9,0,0,1,1,1,1,0,14704,54,0.37%,14650,Zero,4116,22,3844,3559,285,92.59%,3,3551,285,3836,92.57%,8,0,8,100.00%,,4,0,0,0,0,,0,0,0,0,0,0,,3559,285,,12973.80369,,,12973.80369,,,,,,,,,,,,12973.80369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0019,1960,Michigan,26,Oakland,125,2160,,OA,19,,550,TRACT OA-19 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,12456,41,0.33%,12415,Zero,4363,25,3889,2716,1173,69.84%,3,2708,1173,3881,69.78%,8,0,8,100.00%,,2,1,2,0,0,,15,417,1523,389,78,99,,2716,1173,,12597.83173,,,12597.83173,,,,,,,,,,,,12597.83173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0020,1960,Michigan,26,Oakland,125,2160,,OA,20,,550,TRACT OA-20 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,7743,51,0.66%,7692,Zero,2608,26,2473,1901,572,76.87%,3,1897,564,2461,77.08%,4,8,12,33.33%,,6,0,1,0,0,,3,194,728,449,186,228,,1901,572,,14792.33969,,,14792.33969,,,,,,,,,,,,14792.33969,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0021,1960,Michigan,26,Oakland,125,2160,,OA,21,,550,TRACT OA-21 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,12849,8,0.06%,12841,Zero,3701,19,3528,2901,627,82.23%,3,2901,623,3524,82.32%,0,4,4,0.00%,,5,0,0,0,1,,2,63,473,969,923,443,,2901,627,,19791.43503,,,19791.43503,,,,,,,,,,,,19791.43503,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0022,1960,Michigan,26,Oakland,125,2160,,OA,22,,550,TRACT OA-22 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,5568,0,0.00%,5568,Zero,1888,12,1774,1132,642,63.81%,2,1132,642,1774,63.81%,0,0,0,#DIV/0!,,2,0,0,0,0,,7,47,259,248,292,273,,1132,642,,20408.08163,,,20408.08163,,,,,,,,,,,,,20408.08163,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0023,1960,Michigan,26,Oakland,125,2160,,OA,23,,550,TRACT OA-23 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,10011,16,0.16%,9995,Zero,2769,21,2655,2314,341,87.16%,3,2310,337,2647,87.27%,4,4,8,50.00%,,6,0,0,0,0,,6,156,1067,866,156,50,,2314,341,,14657.71017,,,14657.71017,,,,,,,,,,,,14657.71017,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0024,1960,Michigan,26,Oakland,125,2160,,OA,24,,550,TRACT OA-24 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,13961,24,0.17%,13937,Zero,3695,13,3581,3120,461,87.13%,3,3116,461,3577,87.11%,4,0,4,100.00%,,3,0,0,0,0,,13,219,1699,994,140,37,,3120,461,,14108.07346,,,14108.07346,,,,,,,,,,,,14108.07346,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0025,1960,Michigan,26,Oakland,125,2160,,OA,25,,550,TRACT OA-25 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,9335,56,0.60%,9279,Zero,2877,16,2668,2247,421,84.22%,3,2243,421,2664,84.20%,4,0,4,100.00%,,3,0,0,0,0,,13,326,1457,341,25,6,,2247,421,,12730.62832,,,12730.62832,,,,,,,,,,,,12730.62832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0026,1960,Michigan,26,Oakland,125,2160,,OA,26,,550,TRACT OA-26 ROYAL OAK CITY,No,34,4,11,0,0,0,0,1,1,0,8689,4,0.05%,8685,Zero,2314,10,2235,2034,201,91.01%,3,2034,201,2235,91.01%,0,0,0,#DIV/0!,,3,0,0,0,0,,2,195,1547,242,25,8,,2034,201,,12262.90663,,,12262.90663,,,,,,,,,,,,12262.90663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0027,1960,Michigan,26,Oakland,125,2160,,OA,27,,550,TRACT OA-27 CLAWSON CITY,No,8,4,8,0,0,1,1,1,1,0,14795,51,0.34%,14744,Zero,4110,51,3809,3470,339,91.10%,3,3466,339,3805,91.09%,4,0,4,100.00%,,10,0,1,0,1,,0,0,0,0,0,0,,3470,339,,13458.5,,,13458.5,,,,,,,,,,,,13458.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0028,1960,Michigan,26,Oakland,125,2160,,OA,28,,550,TRACT OA-28 BIRMINGHAM CITY,No,4,4,10,0,0,1,1,1,1,0,4452,4,0.09%,4448,Zero,1407,2,1279,1070,209,83.66%,3,1070,209,1279,83.66%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1070,209,,17151.31304,,,17151.31304,,,,,,,,,,,,17151.31304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0029,1960,Michigan,26,Oakland,125,2160,,OA,29,,550,TRACT OA-29 BIRMINGHAM CITY,No,4,4,10,0,0,1,1,1,1,0,6850,8,0.12%,6842,Zero,2413,18,2176,1652,524,75.92%,3,1652,524,2176,75.92%,0,0,0,#DIV/0!,,3,0,0,0,0,,0,0,0,0,0,0,,1652,524,,16134.08434,,,16134.08434,,,,,,,,,,,,16134.08434,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0030,1960,Michigan,26,Oakland,125,2160,,OA,30,,550,TRACT OA-30 BIRMINGHAM CITY,No,4,4,10,0,0,1,1,1,1,0,7627,51,0.67%,7576,Zero,2341,50,2235,1870,365,83.67%,3,1870,365,2235,83.67%,0,0,0,#DIV/0!,,1,0,0,0,0,,0,0,0,0,0,0,,1870,365,,33892.66807,,,33892.66807,,,,,,,,,,,,33892.66807,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0031,1960,Michigan,26,Oakland,125,2160,,OA,31,,550,TRACT OA-31 BIRMINGHAM CITY,No,4,4,10,0,0,1,1,1,1,0,6596,58,0.88%,6538,Zero,2059,40,1934,1379,555,71.30%,3,1371,555,1926,71.18%,8,0,8,100.00%,,4,0,2,0,0,,0,0,0,0,0,0,,1379,555,,19718.64127,,,19718.64127,,,,,,,,,,,,19718.64127,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2601250OA0032,1960,Michigan,26,Oakland,125,2160,,OA,32,,550,TRACT OA-32 SOUTHFIELD TWP,No,37,4,7,0,0,1,1,1,1,0,5086,0,0.00%,5086,Zero,1432,0,1407,1375,32,97.73%,3,1375,32,1407,97.73%,0,0,0,#DIV/0!,,0,0,0,0,0,,0,0,0,0,0,0,,1341,64,,23795.70911,,,23795.70911,,,,,,,,,,,,23795.70911,,,,,,,,,,,,,,,,,,,,,,,,,,,,
