Tract,State,County_name,GISJOIN,GISJOIN2,GeoRecType,Total_Population,White_Population,Black_Population,Occupied_Housing_Units,Occupied_Housing_Units_Owner,Occupied_Housing_Units_Renter,Count_Owner_Occupied_units,Avg_Value_OO_units,Count_Black_OO_units,Avg_Value_Black_OO_units,Count_Vacant_For_Sale_Only_Housing_Units,Avg_Vacant_For_Sale_Only,Total_Housing_Units,Count_Units_Value_Tabulated,less than 5k,5k_to_7499,7.5k_to_9999,10k_to_12499,12.5k_to_14999,15k_to_17499,17.5k_to_19999,20k_to_24999,25k_to_34999,35k_to_49999,50k_or_more,Tract_str,In city of Detroit?,% White Population,% Black Population,% Owner Occupied (OO) units,% Black OO units,Median_Housing_Value
1052,MI,"Census Tract 1052, Oakland County, Michigan",G26012501052,26012501052,1,2084,2084.0,0,606.0,491.0,115,439.0,24501.708428246,,,,,659,439.0,0.0,6.0,19.0,39.0,32.0,52.0,29.0,89.0,108.0,49.0,16.0,1052,No,100.0,0.0,81.02310231023102,,22415.247191011236
1053,MI,"Census Tract 1053, Oakland County, Michigan",G26012501053,26012501053,1,2675,2670.0,0,753.0,564.0,189,500.0,19960,,,,,777,500.0,5.0,7.0,18.0,51.0,87.0,41.0,78.0,107.0,91.0,10.0,5.0,1053,No,99.81308411214953,0.0,74.9003984063745,,18829.596153846152
1054,MI,"Census Tract 1054, Oakland County, Michigan",G26012501054,26012501054,1,4497,4475.0,0,1346.0,1112.0,234,554.0,26371.8411552347,,,,,1388,554.0,0.0,5.0,11.0,35.0,33.0,55.0,57.0,131.0,120.0,74.0,33.0,1054,No,99.51078496775628,0.0,82.6151560178306,,23110.064885496184
1055,MI,"Census Tract 1055, Oakland County, Michigan",G26012501055,26012501055,1,4664,4657.0,0,1317.0,1057.0,260,1031.0,20972.3569350145,,,,,1360,1031.0,0.0,30.0,23.0,90.0,65.0,121.0,171.0,330.0,166.0,20.0,15.0,1055,No,99.8499142367067,0.0,80.25816249050874,,20242.37575757576
1056,MI,"Census Tract 1056, Oakland County, Michigan",G26012501056,26012501056,1,2592,2539.0,48,653.0,557.0,96,407.0,26160.3194103194,,,,,757,407.0,11.0,0.0,6.0,23.0,23.0,37.0,30.0,88.0,104.0,79.0,6.0,1056,No,97.95524691358025,1.8518518518518516,85.29862174578867,,24203.704545454544
1057,MI,"Census Tract 1057, Oakland County, Michigan",G26012501057,26012501057,1,6151,6123.0,0,1646.0,1464.0,182,1370.0,25488.3211678832,,,,,1780,1370.0,4.0,20.0,69.0,105.0,125.0,122.0,163.0,240.0,238.0,191.0,93.0,1057,No,99.54478946512762,0.0,88.94289185905225,,21614.260416666668
1058.1,MI,"Census Tract 1058.1, Oakland County, Michigan",G2601250105801,2601250105801,1,4101,4090.0,6,1092.0,926.0,166,915.0,26545.0819672131,,,,,1214,915.0,0.0,9.0,31.0,34.0,63.0,63.0,91.0,145.0,305.0,164.0,10.0,1058.1,No,99.7317727383565,0.1463057790782736,84.7985347985348,,25721.239344262296
1058.2,MI,"Census Tract 1058.2, Oakland County, Michigan",G2601250105802,2601250105802,1,4279,4279.0,0,1101.0,961.0,140,923.0,26180.931744312,,,,,1216,923.0,0.0,10.0,23.0,41.0,54.0,94.0,64.0,194.0,283.0,142.0,18.0,1058.2,No,100.0,0.0,87.28428701180745,,24535.175257731957
1059,MI,"Census Tract 1059, Oakland County, Michigan",G26012501059,26012501059,1,4301,4287.0,0,1155.0,976.0,179,954.0,23881.0272536688,,,,,1220,954.0,10.0,10.0,32.0,84.0,66.0,82.0,62.0,217.0,309.0,58.0,24.0,1059,No,99.67449430365032,0.0,84.5021645021645,,23029.34792626728
1060,MI,"Census Tract 1060, Oakland County, Michigan",G26012501060,26012501060,1,3880,3833.0,37,1084.0,817.0,267,772.0,20261.3341968912,,,,,1153,772.0,13.0,10.0,42.0,57.0,127.0,113.0,108.0,149.0,103.0,30.0,20.0,1060,No,98.78865979381443,0.9536082474226805,75.36900369003689,,18066.902777777777
1061.1,MI,"Census Tract 1061.1, Oakland County, Michigan",G2601250106101,2601250106101,1,4293,4293.0,0,1153.0,1054.0,99,1038.0,23728.323699422,,,,,1228,1038.0,0.0,15.0,34.0,46.0,111.0,148.0,120.0,194.0,246.0,94.0,30.0,1061.1,No,100.0,0.0,91.41370338248048,,21172.44587628866
1061.2,MI,"Census Tract 1061.2, Oakland County, Michigan",G2601250106102,2601250106102,1,4485,4459.0,0,1254.0,1132.0,122,1086.0,27999.5395948435,,,,,1375,1086.0,0.0,5.0,50.0,53.0,79.0,115.0,76.0,202.0,248.0,143.0,115.0,1061.2,No,99.42028985507247,0.0,90.27113237639554,,24095.715346534653
1062.1,MI,"Census Tract 1062.1, Oakland County, Michigan",G2601250106201,2601250106201,1,1427,1427.0,0,399.0,342.0,57,321.0,41639.4080996885,,,,,441,321.0,0.0,6.0,5.0,0.0,5.0,11.0,6.0,37.0,47.0,89.0,115.0,1062.1,No,100.0,0.0,85.71428571428571,,42415.23595505618
1062.2,MI,"Census Tract 1062.2, Oakland County, Michigan",G2601250106202,2601250106202,1,4207,4207.0,0,993.0,939.0,54,908.0,46773.127753304,,,59,56483.0508474576,1129,908.0,0.0,5.0,0.0,0.0,10.0,37.0,44.0,31.0,74.0,255.0,452.0,1062.2,No,100.0,0.0,94.5619335347432,,49910.7705882353
1063.1,MI,"Census Tract 1063.1, Oakland County, Michigan",G2601250106301,2601250106301,1,10449,10417.0,11,2608.0,2525.0,83,2515.0,47448.8071570577,,,82,53399.3902439024,2704,2515.0,0.0,0.0,0.0,5.0,5.0,44.0,15.0,49.0,307.0,1000.0,1090.0,1063.1,No,99.69375059814337,0.10527323188821898,96.81748466257669,,47494.167
1063.2,MI,"Census Tract 1063.2, Oakland County, Michigan",G2601250106302,2601250106302,1,5140,5114.0,0,1337.0,1170.0,167,1140.0,44648.0263157895,,,29,60000,1389,1140.0,0.0,5.0,0.0,0.0,10.0,4.0,22.0,148.0,167.0,293.0,491.0,1063.2,No,99.49416342412451,0.0,87.509349289454,,45980.49658703072
1064,MI,"Census Tract 1064, Oakland County, Michigan",G26012501064,26012501064,1,3092,3087.0,0,1001.0,650.0,351,563.0,13761.5452930728,,,,,1087,563.0,14.0,61.0,106.0,117.0,37.0,113.0,35.0,52.0,23.0,5.0,0.0,1064,No,99.83829236739975,0.0,64.93506493506493,,12157.25641025641
1065,MI,"Census Tract 1065, Oakland County, Michigan",G26012501065,26012501065,1,2075,2060.0,15,682.0,585.0,97,571.0,24568.7390542907,,,,,706,571.0,0.0,0.0,0.0,21.0,31.0,83.0,112.0,127.0,119.0,68.0,10.0,1065,No,99.27710843373494,0.7228915662650602,85.77712609970675,,21535.12598425197
1066,MI,"Census Tract 1066, Oakland County, Michigan",G26012501066,26012501066,1,3263,3145.0,118,868.0,735.0,133,656.0,32513.3384146341,,,,,940,656.0,5.0,0.0,4.0,10.0,14.0,53.0,52.0,78.0,198.0,176.0,66.0,1066,No,96.3836959852896,3.6163040147103893,84.67741935483872,,30681.25
1067.1,MI,"Census Tract 1067.1, Oakland County, Michigan",G2601250106701,2601250106701,1,5838,5761.0,8,1520.0,1209.0,311,1186.0,50969.6458684654,,,,,1561,1186.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,14.0,67.0,446.0,651.0,1067.1,No,98.6810551558753,0.1370332305584104,79.53947368421052,,50000.0
1067.2,MI,"Census Tract 1067.2, Oakland County, Michigan",G2601250106702,2601250106702,1,3725,3708.0,0,1001.0,975.0,26,971.0,53259.526261586,,,,,1015,971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,69.0,245.0,652.0,1067.2,No,99.54362416107384,0.0,97.40259740259741,,50000.0
1068.1,MI,"Census Tract 1068.1, Oakland County, Michigan",G2601250106801,2601250106801,1,4337,4337.0,0,1067.0,,,1034.0,52749.0328820116,,,,,1087,1034.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,48.0,326.0,651.0,1068.1,No,100.0,0.0,,,50000.0
1068.2,MI,"Census Tract 1068.2, Oakland County, Michigan",G2601250106802,2601250106802,1,5445,5425.0,6,1556.0,1225.0,331,1219.0,51677.6045939294,,,,,1595,1219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,94.0,395.0,719.0,1068.2,No,99.63269054178146,0.11019283746556473,78.72750642673522,,50000.0
1068.3,MI,"Census Tract 1068.3, Oakland County, Michigan",G2601250106803,2601250106803,1,3241,3241.0,0,964.0,915.0,49,895.0,52301.6759776536,,,,,988,895.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,53.0,272.0,556.0,1068.3,No,100.0,0.0,94.91701244813278,,50000.0
1069,MI,"Census Tract 1069, Oakland County, Michigan",G26012501069,26012501069,1,6909,6866.0,14,1771.0,1744.0,27,1737.0,52120.0345423143,,,,,1793,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,573.0,1042.0,1069,No,99.37762338978145,0.2026342451874367,98.47543760587239,,50000.0
1070.1,MI,"Census Tract 1070.1, Oakland County, Michigan",G2601250107001,2601250107001,1,3767,3704.0,26,991.0,,,974.0,51978.9527720739,,,,,1002,974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,305.0,589.0,1070.1,No,98.32758162994425,0.6902044066896735,,,50000.0
1070.2,MI,"Census Tract 1070.2, Oakland County, Michigan",G2601250107002,2601250107002,1,6259,6147.0,15,1613.0,1175.0,438,1165.0,51053.6480686695,,,,,1657,1165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,109.0,398.0,653.0,1070.2,No,98.21057676945199,0.23965489694839434,72.84562926224426,,50000.0
1071,MI,"Census Tract 1071, Oakland County, Michigan",G26012501071,26012501071,1,3672,3599.0,24,1053.0,749.0,304,734.0,58811.3079019074,,,,,1116,734.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,43.0,687.0,1071,No,98.0119825708061,0.6535947712418301,71.13010446343779,,50000.0
1072,MI,"Census Tract 1072, Oakland County, Michigan",G26012501072,26012501072,1,4202,4192.0,0,1098.0,1009.0,89,983.0,27322.990844354,,,,,1111,983.0,6.0,0.0,20.0,25.0,53.0,101.0,105.0,210.0,235.0,195.0,33.0,1072,No,99.76201808662542,0.0,91.89435336976321,,24332.466666666667
1073,MI,"Census Tract 1073, Oakland County, Michigan",G26012501073,26012501073,1,3873,3873.0,0,958.0,924.0,34,893.0,36973.6842105263,,,,,988,893.0,0.0,0.0,25.0,15.0,30.0,8.0,38.0,70.0,199.0,380.0,128.0,1073,No,100.0,0.0,96.4509394572025,,37447.20526315789
1074.1,MI,"Census Tract 1074.1, Oakland County, Michigan",G2601250107401,2601250107401,1,5118,5118.0,0,1273.0,1203.0,70,1184.0,45822.4239864865,,,27,54166.6666666667,1303,1184.0,0.0,5.0,0.0,0.0,5.0,0.0,5.0,25.0,132.0,639.0,373.0,1074.1,No,100.0,0.0,94.50117831893165,,44870.23395931142
1074.2,MI,"Census Tract 1074.2, Oakland County, Michigan",G2601250107402,2601250107402,1,1657,1657.0,0,436.0,,,415.0,28963.8554216867,,,,,444,415.0,0.0,0.0,0.0,16.0,14.0,41.0,15.0,66.0,178.0,70.0,15.0,1074.2,No,100.0,0.0,,,28145.752808988764
1075,MI,"Census Tract 1075, Oakland County, Michigan",G26012501075,26012501075,1,6152,6133.0,0,1640.0,1445.0,195,1404.0,29489.8504273504,,,47,31223.4042553192,1751,1404.0,5.0,20.0,15.0,45.0,86.0,86.0,143.0,202.0,316.0,447.0,39.0,1075,No,99.69115734720417,0.0,88.10975609756098,,28180.061708860758
1076.1,MI,"Census Tract 1076.1, Oakland County, Michigan",G2601250107601,2601250107601,1,5481,5430.0,0,1639.0,1188.0,451,1157.0,26663.7856525497,,,,,1690,1157.0,0.0,22.0,4.0,52.0,90.0,69.0,37.0,160.0,590.0,128.0,5.0,1076.1,No,99.06951286261632,0.0,72.48322147651007,,27457.381355932204
1076.2,MI,"Census Tract 1076.2, Oakland County, Michigan",G2601250107602,2601250107602,1,5351,5333.0,0,1774.0,1172.0,602,922.0,21308.0260303688,,,,,1841,922.0,21.0,14.0,31.0,58.0,61.0,106.0,120.0,268.0,217.0,20.0,6.0,1076.2,No,99.66361427770511,0.0,66.06538895152198,,20941.975746268658
1077,MI,"Census Tract 1077, Oakland County, Michigan",G26012501077,26012501077,1,7568,7535.0,4,3375.0,483.0,2892,461.0,32578.6334056399,,,,,3542,461.0,0.0,9.0,3.0,16.0,20.0,18.0,7.0,43.0,200.0,92.0,53.0,1077,No,99.56395348837209,0.052854122621564484,14.31111111111111,,30749.425
1078,MI,"Census Tract 1078, Oakland County, Michigan",G26012501078,26012501078,1,7019,7013.0,0,2545.0,1254.0,1291,1182.0,21829.5262267344,,,,,2858,1182.0,15.0,11.0,25.0,57.0,126.0,140.0,167.0,313.0,285.0,28.0,15.0,1078,No,99.91451773756945,0.0,49.27308447937131,,20806.547923322683
1079,MI,"Census Tract 1079, Oakland County, Michigan",G26012501079,26012501079,1,4421,4373.0,48,1192.0,896.0,296,860.0,30466.5697674419,,,,,1316,860.0,10.0,16.0,15.0,20.0,43.0,35.0,90.0,166.0,216.0,131.0,118.0,1079,No,98.91427278896178,1.0857272110382268,75.16778523489933,,26643.354166666668
1080,MI,"Census Tract 1080, Oakland County, Michigan",G26012501080,26012501080,1,5727,5727.0,0,1490.0,1320.0,170,1287.0,20104.1181041181,,,,,1522,1287.0,4.0,40.0,87.0,114.0,141.0,157.0,183.0,283.0,210.0,63.0,5.0,1080,No,100.0,0.0,88.59060402684564,,18879.22950819672
1081,MI,"Census Tract 1081, Oakland County, Michigan",G26012501081,26012501081,1,4669,4664.0,0,1325.0,1162.0,163,1018.0,16143.4184675835,,,,,1350,1018.0,24.0,65.0,88.0,174.0,173.0,142.0,150.0,109.0,62.0,26.0,5.0,1081,No,99.89291068751338,0.0,87.69811320754717,,14789.546242774566
1082.1,MI,"Census Tract 1082.1, Oakland County, Michigan",G2601250108201,2601250108201,1,6445,6382.0,52,1253.0,1134.0,119,1093.0,41989.9359560842,,,,,1265,1093.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,257.0,578.0,209.0,1082.1,No,99.02249806051202,0.8068269976726143,90.5027932960894,,41253.90830449827
1082.2,MI,"Census Tract 1082.2, Oakland County, Michigan",G2601250108202,2601250108202,1,3256,3245.0,0,788.0,737.0,51,721.0,39049.9306518724,,,,,808,721.0,0.0,3.0,0.0,5.0,0.0,16.0,14.0,45.0,187.0,350.0,101.0,1082.2,No,99.66216216216216,0.0,93.52791878172589,,38899.74
1083,MI,"Census Tract 1083, Oakland County, Michigan",G26012501083,26012501083,1,6526,6486.0,29,1933.0,1607.0,326,1410.0,22802.1276595745,,,,,1970,1410.0,6.0,15.0,63.0,84.0,106.0,159.0,199.0,203.0,506.0,64.0,5.0,1083,No,99.38706711615079,0.4443763407906834,83.13502327987584,,21809.98275862069
1084.1,MI,"Census Tract 1084.1, Oakland County, Michigan",G2601250108401,2601250108401,1,1918,1918.0,0,576.0,450.0,126,355.0,17285.2112676056,,,,,595,355.0,0.0,11.0,14.0,20.0,96.0,49.0,65.0,82.0,18.0,0.0,0.0,1084.1,No,100.0,0.0,78.125,,16887.0
1084.2,MI,"Census Tract 1084.2, Oakland County, Michigan",G2601250108402,2601250108402,1,36,36.0,0,,,,,,,,,,11,,,,,,,,,,,,,1084.2,No,100.0,0.0,,,
1084.3,MI,"Census Tract 1084.3, Oakland County, Michigan",G2601250108403,2601250108403,1,4233,4147.0,56,1262.0,949.0,313,620.0,16550.4032258065,,,,,1317,620.0,5.0,10.0,73.0,106.0,94.0,86.0,120.0,86.0,25.0,10.0,5.0,1084.3,No,97.96834396409166,1.3229388140798488,75.19809825673535,,15653.808139534884
1085,MI,"Census Tract 1085, Oakland County, Michigan",G26012501085,26012501085,1,586,586.0,0,163.0,,,146.0,38630.1369863014,,,,,171,146.0,0.0,5.0,5.0,4.0,5.0,5.0,10.0,22.0,15.0,15.0,60.0,1085,No,100.0,0.0,,,37499.833333333336
1086,MI,"Census Tract 1086, Oakland County, Michigan",G26012501086,26012501086,1,9719,9564.0,98,2985.0,2290.0,695,2068.0,15115.6914893617,,,,,3113,2068.0,18.0,71.0,138.0,361.0,385.0,570.0,322.0,170.0,27.0,6.0,0.0,1086,No,98.40518571869535,1.0083341907603662,76.71691792294807,,15269.628947368421
1087,MI,"Census Tract 1087, Oakland County, Michigan",G26012501087,26012501087,1,6459,6401.0,28,1925.0,1681.0,244,1534.0,16732.5619295958,,,,,2005,1534.0,19.0,14.0,63.0,137.0,324.0,319.0,378.0,234.0,42.0,4.0,0.0,1087,No,99.10202817773649,0.43350363833410743,87.32467532467533,,16649.026645768026
1088,MI,"Census Tract 1088, Oakland County, Michigan",G26012501088,26012501088,1,8046,6743.0,1235,2075.0,1440.0,635,1399.0,16130.2716225876,259.0,19025.0965250965,,,2185,1399.0,5.0,44.0,110.0,117.0,245.0,353.0,300.0,198.0,27.0,0.0,0.0,1088,No,83.80561769823515,15.349241859308973,69.39759036144578,18.513223731236597,16267.198300283286
1089,MI,"Census Tract 1089, Oakland County, Michigan",G26012501089,26012501089,1,7611,6081.0,1502,2298.0,1484.0,814,1333.0,15205.9264816204,304.0,20513.9802631579,,,2402,1333.0,22.0,60.0,130.0,184.0,254.0,318.0,188.0,118.0,59.0,0.0,0.0,1089,No,79.89751675206938,19.734594665615557,64.57789382071365,22.80570142535634,15133.594339622641
1090,MI,"Census Tract 1090, Oakland County, Michigan",G26012501090,26012501090,1,5076,5026.0,17,1639.0,929.0,710,807.0,12829.6158612144,,,,,1739,807.0,26.0,39.0,140.0,213.0,132.0,129.0,105.0,23.0,0.0,0.0,0.0,1090,No,99.01497241922775,0.33490937746256894,56.680902989627825,,12334.74647887324
1091,MI,"Census Tract 1091, Oakland County, Michigan",G26012501091,26012501091,1,3718,3699.0,14,1223.0,702.0,521,687.0,12937.4090247453,,,,,1284,687.0,8.0,76.0,62.0,162.0,171.0,142.0,39.0,24.0,3.0,0.0,0.0,1091,No,99.48897256589564,0.37654653039268426,57.39983646770237,,13026.105263157895
1092,MI,"Census Tract 1092, Oakland County, Michigan",G26012501092,26012501092,1,1849,1686.0,143,,,,,,,,,,14,,,,,,,,,,,,,1092,No,91.18442401297999,7.733910221741482,,,
1093,MI,"Census Tract 1093, Oakland County, Michigan",G26012501093,26012501093,1,3299,3254.0,0,1367.0,705.0,662,600.0,19037.5,,,,,1402,600.0,0.0,0.0,28.0,62.0,83.0,84.0,111.0,159.0,63.0,10.0,0.0,1093,No,98.63595028796604,0.0,51.572787125091445,,18479.337837837837
1094,MI,"Census Tract 1094, Oakland County, Michigan",G26012501094,26012501094,1,4006,3190.0,813,1407.0,519.0,888,362.0,14716.8508287293,87.0,15790.2298850575,,,1522,362.0,0.0,11.0,30.0,90.0,52.0,83.0,76.0,14.0,6.0,0.0,0.0,1094,No,79.63055416874688,20.294558162755866,36.88699360341152,24.03314917127072,14926.913461538461
1095,MI,"Census Tract 1095, Oakland County, Michigan",G26012501095,26012501095,1,885,527.0,354,311.0,77.0,234,45.0,10433.3333333333,,,,,320,45.0,7.0,6.0,4.0,12.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1095,No,59.548022598870055,40.0,24.758842443729904,,11249.5
1096,MI,"Census Tract 1096, Oakland County, Michigan",G26012501096,26012501096,1,5122,3753.0,1312,1666.0,913.0,753,744.0,13838.7096774194,210.0,15964.2857142857,,,1765,744.0,11.0,62.0,64.0,115.0,183.0,164.0,114.0,31.0,0.0,0.0,0.0,1096,No,73.27215931276845,25.614994142912924,54.80192076830732,28.225806451612907,14145.516393442624
1097,MI,"Census Tract 1097, Oakland County, Michigan",G26012501097,26012501097,1,3884,3066.0,728,1245.0,714.0,531,452.0,13996.1283185841,108.0,15231.4814814815,,,1276,452.0,10.0,8.0,60.0,94.0,77.0,123.0,53.0,27.0,0.0,0.0,0.0,1097,No,78.93923789907312,18.74356333676622,57.34939759036145,23.893805309734514,14268.772727272728
1098,MI,"Census Tract 1098, Oakland County, Michigan",G26012501098,26012501098,1,9334,2157.0,7163,2555.0,1562.0,993,1338.0,12912.5560538117,1004.0,13519.1733067729,,,2714,1338.0,27.0,134.0,196.0,278.0,276.0,229.0,135.0,58.0,5.0,0.0,0.0,1098,No,23.10906363831155,76.74094707520891,61.13502935420744,75.0373692077728,12812.375
1099,MI,"Census Tract 1099, Oakland County, Michigan",G26012501099,26012501099,1,6681,640.0,6029,1769.0,1296.0,473,1208.0,14016.9701986755,1148.0,14257.8397212544,,,1835,1208.0,35.0,86.0,131.0,273.0,205.0,244.0,145.0,50.0,24.0,11.0,4.0,1099,No,9.579404280796288,90.24098188893879,73.2617297908423,95.03311258278146,13469.124390243902
1100,MI,"Census Tract 1100, Oakland County, Michigan",G26012501100,26012501100,1,3486,213.0,3273,1014.0,308.0,706,226.0,13296.4601769912,207.0,13230.6763285024,,,1066,226.0,5.0,20.0,28.0,62.0,36.0,30.0,30.0,10.0,5.0,0.0,0.0,1100,No,6.110154905335628,93.88984509466437,30.37475345167653,91.5929203539823,12438.540322580646
1101,MI,"Census Tract 1101, Oakland County, Michigan",G26012501101,26012501101,1,6181,6038.0,51,2089.0,1778.0,311,1660.0,21434.3373493976,,,27,23750,2170,1660.0,6.0,0.0,53.0,97.0,106.0,255.0,305.0,464.0,313.0,46.0,15.0,1101,No,97.68645850186054,0.8251092056301569,85.11249401627573,,20091.57650862069
1102,MI,"Census Tract 1102, Oakland County, Michigan",G26012501102,26012501102,1,4711,4694.0,0,1691.0,1286.0,405,1192.0,20470.8473154362,,,,,1726,1192.0,0.0,52.0,61.0,129.0,170.0,183.0,134.0,185.0,176.0,74.0,28.0,1102,No,99.63914243260454,0.0,76.04967474866943,,17527.973880597016
1103,MI,"Census Tract 1103, Oakland County, Michigan",G26012501103,26012501103,1,5599,5583.0,0,1657.0,1463.0,194,1454.0,21731.4305364512,,,,,1785,1454.0,5.0,11.0,40.0,120.0,133.0,252.0,236.0,327.0,204.0,90.0,36.0,1103,No,99.71423468476513,0.0,88.29209414604708,,19263.0656779661
1104,MI,"Census Tract 1104, Oakland County, Michigan",G26012501104,26012501104,1,5310,5310.0,0,1601.0,1373.0,228,1239.0,21835.1493139629,,,,,1624,1239.0,10.0,17.0,67.0,105.0,92.0,134.0,140.0,297.0,307.0,58.0,12.0,1104,No,100.0,0.0,85.75890068707058,,20925.74074074074
1105,MI,"Census Tract 1105, Oakland County, Michigan",G26012501105,26012501105,1,8351,8300.0,29,2323.0,1965.0,358,1911.0,22757.1951857666,,,,,2484,1911.0,24.0,17.0,57.0,95.0,201.0,176.0,254.0,491.0,439.0,131.0,26.0,1105,No,99.38929469524608,0.3472638007424261,84.5888936719759,,21343.9266802444
1106.1,MI,"Census Tract 1106.1, Oakland County, Michigan",G2601250110601,2601250110601,1,3654,3654.0,0,1062.0,892.0,170,862.0,29946.6357308585,,,,,1078,862.0,4.0,0.0,24.0,33.0,43.0,107.0,105.0,107.0,153.0,185.0,101.0,1106.1,No,100.0,0.0,83.9924670433145,,25555.5
1106.2,MI,"Census Tract 1106.2, Oakland County, Michigan",G2601250110602,2601250110602,1,5271,5271.0,0,1369.0,1258.0,111,1232.0,27427.9626623377,,,,,1392,1232.0,0.0,22.0,19.0,27.0,68.0,105.0,106.0,282.0,328.0,236.0,39.0,1106.2,No,100.0,0.0,91.8918918918919,,24777.413120567377
1107,MI,"Census Tract 1107, Oakland County, Michigan",G26012501107,26012501107,1,4211,4207.0,0,1226.0,1044.0,182,998.0,20631.5130260521,,,,,1268,998.0,4.0,9.0,41.0,98.0,129.0,153.0,157.0,195.0,129.0,79.0,4.0,1107,No,99.90501068629779,0.0,85.15497553017944,,18542.57643312102
1108,MI,"Census Tract 1108, Oakland County, Michigan",G26012501108,26012501108,1,3888,3888.0,0,975.0,903.0,72,868.0,20822.5806451613,,,,,1003,868.0,9.0,4.0,28.0,75.0,68.0,139.0,118.0,225.0,170.0,32.0,0.0,1108,No,100.0,0.0,92.61538461538461,,19861.343220338982
1109,MI,"Census Tract 1109, Oakland County, Michigan",G26012501109,26012501109,1,5923,5915.0,0,1603.0,1389.0,214,1359.0,20307.2111846946,,,,,1639,1359.0,0.0,6.0,55.0,103.0,147.0,182.0,233.0,376.0,236.0,13.0,8.0,1109,No,99.86493331082222,0.0,86.65003119151591,,19505.635193133046
1110,MI,"Census Tract 1110, Oakland County, Michigan",G26012501110,26012501110,1,3525,3525.0,0,931.0,790.0,141,758.0,21395.1187335092,,,,,966,758.0,0.0,20.0,12.0,47.0,72.0,114.0,133.0,187.0,115.0,58.0,0.0,1110,No,100.0,0.0,84.85499462943072,,19651.394736842107
1111.1,MI,"Census Tract 1111.1, Oakland County, Michigan",G2601250111101,2601250111101,1,4215,4215.0,0,1219.0,1077.0,142,1055.0,18611.1374407583,,,,,1271,1055.0,6.0,30.0,34.0,138.0,134.0,193.0,170.0,187.0,138.0,25.0,0.0,1111.1,No,100.0,0.0,88.35110746513536,,17408.36269430052
1111.2,MI,"Census Tract 1111.2, Oakland County, Michigan",G2601250111102,2601250111102,1,4447,4432.0,0,1194.0,1081.0,113,1051.0,21925.5470980019,,,,,1258,1051.0,5.0,17.0,40.0,66.0,111.0,101.0,150.0,274.0,225.0,45.0,17.0,1111.2,No,99.66269395097818,0.0,90.53601340033501,,20656.80291970803
1112.1,MI,"Census Tract 1112.1, Oakland County, Michigan",G2601250111201,2601250111201,1,4727,4623.0,58,1433.0,1155.0,278,759.0,18875.1646903821,,,,,1722,759.0,15.0,35.0,28.0,95.0,81.0,103.0,113.0,153.0,111.0,25.0,0.0,1112.1,No,97.79987306960017,1.2269938650306749,80.60013956734124,,18008.646017699117
1112.2,MI,"Census Tract 1112.2, Oakland County, Michigan",G2601250111202,2601250111202,1,7254,7226.0,0,1988.0,1750.0,238,1724.0,25773.7819025522,,,37,35540.5405405405,2214,1724.0,14.0,60.0,68.0,150.0,145.0,152.0,145.0,205.0,385.0,321.0,79.0,1112.2,No,99.61400606561897,0.0,88.02816901408451,,23133.519512195122
1112.3,MI,"Census Tract 1112.3, Oakland County, Michigan",G2601250111203,2601250111203,1,2311,2305.0,0,591.0,497.0,94,487.0,25967.659137577,,,,,738,487.0,0.0,5.0,15.0,35.0,39.0,28.0,31.0,122.0,127.0,65.0,20.0,1112.3,No,99.74037213327563,0.0,84.0947546531303,,23728.762295081968
1113.1,MI,"Census Tract 1113.1, Oakland County, Michigan",G2601250111301,2601250111301,1,2514,2514.0,0,726.0,604.0,122,386.0,19044.0414507772,,,,,804,386.0,16.0,18.0,39.0,38.0,29.0,50.0,42.0,64.0,68.0,22.0,0.0,1113.1,No,100.0,0.0,83.19559228650138,,17708.25
1113.2,MI,"Census Tract 1113.2, Oakland County, Michigan",G2601250111302,2601250111302,1,5858,5842.0,0,1578.0,1322.0,256,1226.0,21287.7243066884,,,41,19121.9512195122,1976,1226.0,15.0,46.0,67.0,160.0,77.0,139.0,144.0,237.0,241.0,69.0,31.0,1113.2,No,99.726869238648,0.0,83.77693282636248,,19400.28125
1114,MI,"Census Tract 1114, Oakland County, Michigan",G26012501114,26012501114,1,2502,2416.0,80,668.0,560.0,108,331.0,22261.329305136,,,,,891,331.0,16.0,5.0,25.0,21.0,23.0,22.0,46.0,89.0,38.0,35.0,11.0,1114,No,96.56274980015988,3.1974420463629096,83.8323353293413,,20449.34831460674
