Tract,State,County_name,GISJOIN,GISJOIN2,GeoRecType,Total_Population,White_Population,Black_Population,Occupied_Housing_Units,Occupied_Housing_Units_Owner,Occupied_Housing_Units_Renter,Count_Owner_Occupied_units,Avg_Value_OO_units,Count_Black_OO_units,Avg_Value_Black_OO_units,Count_Vacant_For_Sale_Only_Housing_Units,Avg_Vacant_For_Sale_Only,Total_Housing_Units,Count_Units_Value_Tabulated,less than 5k,5k_to_7499,7.5k_to_9999,10k_to_12499,12.5k_to_14999,15k_to_17499,17.5k_to_19999,20k_to_24999,25k_to_34999,35k_to_49999,50k_or_more,Tract_str,In city of Detroit?,% White Population,% Black Population,% Owner Occupied (OO) units,% Black OO units,Median_Housing_Value
2032.2,MI,"Census Tract 2032.2, Macomb County, Michigan",G2600990203202,2600990203202,1,6129,6118.0,0,1559.0,1307.0,252,1295.0,33519.305019305,,,,,1577,1295.0,0.0,0.0,4.0,8.0,6.0,15.0,23.0,141.0,592.0,501.0,5.0,2032.2,No,99.82052537118616,0.0,83.83579217447081,,32617.48141891892
2032.3,MI,"Census Tract 2032.3, Macomb County, Michigan",G2600990203203,2600990203203,1,3521,3493.0,0,823.0,,,804.0,28468.5945273632,,,,,825,804.0,5.0,0.0,0.0,5.0,5.0,25.0,60.0,230.0,355.0,100.0,19.0,2032.3,No,99.20477137176938,0.0,,,27042.049295774646
2032.4,MI,"Census Tract 2032.4, Macomb County, Michigan",G2600990203204,2600990203204,1,7808,7797.0,4,1981.0,1733.0,248,1719.0,25400.6689936009,,,,,2187,1719.0,0.0,0.0,6.0,25.0,47.0,64.0,173.0,690.0,627.0,66.0,21.0,2032.4,No,99.85911885245902,0.05122950819672131,87.48107016658253,,23948.485507246376
2033.1,MI,"Census Tract 2033.1, Macomb County, Michigan",G2600990203301,2600990203301,1,7605,7600.0,0,2276.0,1939.0,337,1345.0,21252.7881040892,,,,,2304,1345.0,0.0,15.0,15.0,92.0,91.0,184.0,281.0,371.0,249.0,47.0,0.0,2033.1,No,99.93425378040762,0.0,85.19332161687171,,19954.533807829182
2033.2,MI,"Census Tract 2033.2, Macomb County, Michigan",G2600990203302,2600990203302,1,2787,2781.0,0,817.0,686.0,131,662.0,20821.3746223565,,,,,823,662.0,0.0,5.0,21.0,31.0,62.0,91.0,141.0,168.0,129.0,14.0,0.0,2033.2,No,99.78471474703983,0.0,83.96572827417381,,19653.393617021276
2034.1,MI,"Census Tract 2034.1, Macomb County, Michigan",G2600990203401,2600990203401,1,5062,5046.0,0,1448.0,1034.0,414,1027.0,31175.7546251217,,,,,1585,1027.0,0.0,0.0,0.0,0.0,13.0,5.0,10.0,156.0,634.0,200.0,9.0,2034.1,No,99.68391939944686,0.0,71.40883977900553,,30204.526813880126
2034.2,MI,"Census Tract 2034.2, Macomb County, Michigan",G2600990203402,2600990203402,1,2202,2187.0,10,598.0,492.0,106,492.0,32489.837398374,,,,,658,492.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,39.0,317.0,120.0,6.0,2034.2,No,99.31880108991825,0.4541326067211626,82.2742474916388,,31229.660883280758
2034.3,MI,"Census Tract 2034.3, Macomb County, Michigan",G2600990203403,2600990203403,1,8508,8479.0,18,2293.0,1831.0,462,1831.0,35045.0573457127,,,109,33440.3669724771,2596,1831.0,0.0,0.0,5.0,0.0,5.0,10.0,10.0,107.0,895.0,771.0,28.0,2034.3,No,99.65914433474377,0.21156558533145275,79.8517226341038,,33703.040223463686
2035.1,MI,"Census Tract 2035.1, Macomb County, Michigan",G2600990203501,2600990203501,1,4358,4339.0,0,1262.0,1007.0,255,893.0,33290.8734602464,,,77,30324.6753246753,1500,893.0,0.0,5.0,10.0,35.0,30.0,24.0,39.0,89.0,284.0,312.0,65.0,2035.1,No,99.56402019274897,0.0,79.79397781299524,,32569.665492957745
2035.2,MI,"Census Tract 2035.2, Macomb County, Michigan",G2600990203502,2600990203502,1,5703,5693.0,0,1369.0,1312.0,57,1298.0,28345.7241910632,,,,,1389,1298.0,4.0,8.0,4.0,20.0,17.0,31.0,91.0,292.0,629.0,202.0,0.0,2035.2,No,99.8246536910398,0.0,95.836376917458,,27901.140699523054
2036.1,MI,"Census Tract 2036.1, Macomb County, Michigan",G2600990203601,2600990203601,1,1800,1762.0,33,570.0,347.0,223,311.0,25487.1382636656,,,,,630,311.0,9.0,10.0,0.0,5.0,37.0,31.0,31.0,61.0,61.0,56.0,10.0,2036.1,No,97.88888888888889,1.8333333333333333,60.877192982456144,,22704.37704918033
2036.2,MI,"Census Tract 2036.2, Macomb County, Michigan",G2600990203602,2600990203602,1,3490,3461.0,0,1238.0,1140.0,98,399.0,22011.2781954887,,,,,1238,399.0,15.0,10.0,15.0,24.0,41.0,58.0,40.0,71.0,79.0,41.0,5.0,2036.2,No,99.16905444126074,0.0,92.08400646203555,,19811.575
2037.1,MI,"Census Tract 2037.1, Macomb County, Michigan",G2600990203701,2600990203701,1,8054,8022.0,0,2242.0,1500.0,742,1418.0,27075.1057827927,,,38,19736.8421052632,2576,1418.0,0.0,0.0,0.0,0.0,15.0,24.0,99.0,505.0,694.0,63.0,18.0,2037.1,No,99.60268189719395,0.0,66.90454950936665,,25958.117435158503
2037.2,MI,"Census Tract 2037.2, Macomb County, Michigan",G2600990203702,2600990203702,1,3875,3845.0,8,1006.0,806.0,200,796.0,31870.2889447236,,,,,1045,796.0,0.0,0.0,0.0,0.0,4.0,12.0,41.0,128.0,378.0,220.0,13.0,2037.2,No,99.22580645161291,0.2064516129032258,80.11928429423459,,30647.583333333332
2037.3,MI,"Census Tract 2037.3, Macomb County, Michigan",G2600990203703,2600990203703,1,6224,6187.0,0,1530.0,1491.0,39,1454.0,26881.0178817056,,,,,1549,1454.0,0.0,0.0,0.0,4.0,19.0,34.0,83.0,465.0,797.0,47.0,5.0,2037.3,No,99.40552699228792,0.0,97.45098039215686,,26536.860100376412
2037.4,MI,"Census Tract 2037.4, Macomb County, Michigan",G2600990203704,2600990203704,1,7424,7424.0,0,1755.0,1618.0,137,1607.0,25408.3696328563,,,,,1775,1607.0,0.0,0.0,0.0,37.0,25.0,72.0,117.0,697.0,581.0,62.0,16.0,2037.4,No,100.0,0.0,92.19373219373219,,23966.208034433286
2037.5,MI,"Census Tract 2037.5, Macomb County, Michigan",G2600990203705,2600990203705,1,4830,4824.0,0,1061.0,948.0,113,906.0,24242.5496688742,,,,,1075,906.0,0.0,6.0,24.0,0.0,21.0,31.0,137.0,389.0,245.0,53.0,0.0,2037.5,No,99.87577639751552,0.0,89.34967012252592,,23013.535989717224
2038.1,MI,"Census Tract 2038.1, Macomb County, Michigan",G2600990203801,2600990203801,1,3048,2794.0,254,942.0,708.0,234,432.0,21811.3425925926,,,,,964,432.0,5.0,16.0,0.0,41.0,30.0,70.0,53.0,103.0,76.0,33.0,5.0,2038.1,No,91.66666666666666,8.333333333333332,75.15923566878982,,20072.800970873788
2038.2,MI,"Census Tract 2038.2, Macomb County, Michigan",G2600990203802,2600990203802,1,628,628.0,0,173.0,143.0,30,114.0,28135.9649122807,,,,,200,114.0,0.0,0.0,0.0,10.0,11.0,5.0,6.0,33.0,6.0,43.0,0.0,2038.2,No,100.0,0.0,82.65895953757226,,23862.863636363636
2039.1,MI,"Census Tract 2039.1, Macomb County, Michigan",G2600990203901,2600990203901,1,4089,4079.0,0,1051.0,965.0,86,945.0,38156.0846560847,,,,,1069,945.0,0.0,0.0,6.0,4.0,19.0,20.0,29.0,86.0,294.0,294.0,193.0,2039.1,No,99.75544142822206,0.0,91.81731684110372,,35765.255102040814
2039.2,MI,"Census Tract 2039.2, Macomb County, Michigan",G2600990203902,2600990203902,1,2543,2540.0,0,787.0,748.0,39,258.0,35639.5348837209,,,69,28586.9565217391,864,258.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,15.0,102.0,100.0,21.0,2039.2,No,99.88202909948879,0.0,95.04447268106735,,34263.779411764706
2039.3,MI,"Census Tract 2039.3, Macomb County, Michigan",G2600990203903,2600990203903,1,4808,4808.0,0,1312.0,1131.0,181,816.0,28218.443627451,,,,,1354,816.0,0.0,0.0,0.0,0.0,11.0,20.0,48.0,302.0,320.0,94.0,21.0,2039.3,No,100.0,0.0,86.20426829268293,,25859.2890625
2039.4,MI,"Census Tract 2039.4, Macomb County, Michigan",G2600990203904,2600990203904,1,1477,1468.0,0,396.0,,,381.0,33336.6141732283,,,,,413,381.0,0.0,0.0,5.0,34.0,10.0,15.0,5.0,32.0,88.0,176.0,16.0,2039.4,No,99.3906567366283,0.0,,,35170.443181818184
2040.1,MI,"Census Tract 2040.1, Macomb County, Michigan",G2600990204001,2600990204001,1,8738,8698.0,0,2331.0,1992.0,339,1850.0,20678.3783783784,,,,,2360,1850.0,10.0,20.0,30.0,94.0,105.0,219.0,442.0,668.0,227.0,26.0,9.0,2040.1,No,99.54222934309911,0.0,85.45688545688546,,20041.159431137723
2040.2,MI,"Census Tract 2040.2, Macomb County, Michigan",G2600990204002,2600990204002,1,2147,1146.0,1001,544.0,383.0,161,354.0,18369.3502824859,159.0,17493.7106918239,,,570,354.0,4.0,5.0,65.0,33.0,43.0,41.0,56.0,55.0,33.0,9.0,10.0,2040.2,No,53.37680484396833,46.62319515603167,70.40441176470588,44.91525423728814,16676.158536585364
2041.1,MI,"Census Tract 2041.1, Macomb County, Michigan",G2600990204101,2600990204101,1,6645,6628.0,11,1781.0,1504.0,277,1315.0,26284.2205323194,,,,,1812,1315.0,0.0,9.0,4.0,24.0,43.0,66.0,83.0,458.0,488.0,135.0,5.0,2041.1,No,99.74416854778029,0.16553799849510908,84.44693992139247,,24682.46943231441
2041.2,MI,"Census Tract 2041.2, Macomb County, Michigan",G2600990204102,2600990204102,1,7139,7129.0,0,1719.0,1585.0,134,1482.0,25221.8286099865,,,,,1732,1482.0,0.0,6.0,6.0,15.0,11.0,66.0,119.0,609.0,620.0,25.0,5.0,2041.2,No,99.85992435915394,0.0,92.20477021524141,,24256.12725779967
2042.1,MI,"Census Tract 2042.1, Macomb County, Michigan",G2600990204201,2600990204201,1,3497,3497.0,0,848.0,817.0,31,817.0,23595.4712362301,,,,,854,817.0,0.0,0.0,0.0,4.0,66.0,104.0,156.0,267.0,157.0,45.0,18.0,2042.1,No,100.0,0.0,96.34433962264151,,21479.10486891386
2042.2,MI,"Census Tract 2042.2, Macomb County, Michigan",G2600990204202,2600990204202,1,4151,4096.0,5,1155.0,846.0,309,703.0,29464.7937411095,,,,,1263,703.0,0.0,5.0,4.0,43.0,15.0,30.0,54.0,123.0,223.0,192.0,14.0,2042.2,No,98.67501806793544,0.12045290291496025,73.24675324675324,,28497.40807174888
2043,MI,"Census Tract 2043, Macomb County, Michigan",G26009902043,26009902043,1,2197,756.0,1436,598.0,397.0,201,377.0,22251.3262599469,246.0,23145.325203252,,,622,377.0,0.0,4.0,4.0,32.0,58.0,36.0,41.0,89.0,79.0,34.0,0.0,2043,No,34.410559854346836,65.3618570778334,66.38795986622074,65.25198938992042,20786.3595505618
2044,MI,"Census Tract 2044, Macomb County, Michigan",G26009902044,26009902044,1,6608,6570.0,28,2148.0,1535.0,613,1424.0,24621.6643258427,,,,,2208,1424.0,0.0,9.0,38.0,70.0,103.0,160.0,213.0,368.0,245.0,162.0,56.0,2044,No,99.42493946731234,0.423728813559322,71.46182495344506,,21623.316576086956
2045,MI,"Census Tract 2045, Macomb County, Michigan",G26009902045,26009902045,1,8023,7894.0,124,2694.0,1569.0,1125,1189.0,16986.9638351556,,,,,2801,1189.0,5.0,30.0,80.0,102.0,223.0,276.0,235.0,142.0,87.0,9.0,0.0,2045,No,98.39212264738876,1.5455565249906518,58.240534521158125,,16403.42391304348
2046,MI,"Census Tract 2046, Macomb County, Michigan",G26009902046,26009902046,1,3653,1901.0,1732,1130.0,483.0,647,430.0,16401.1627906977,174.0,16910.9195402299,,,1177,430.0,0.0,22.0,13.0,59.0,71.0,113.0,90.0,38.0,19.0,5.0,0.0,2046,No,52.03941965507802,47.413085135505064,42.743362831858406,40.46511627906977,16116.809734513274
2047,MI,"Census Tract 2047, Macomb County, Michigan",G26009902047,26009902047,1,3250,2771.0,450,675.0,98.0,577,,,,,,,748,,,,,,,,,,,,,2047,No,85.26153846153846,13.846153846153847,14.518518518518519,,
2048.1,MI,"Census Tract 2048.1, Macomb County, Michigan",G2600990204801,2600990204801,1,5298,5246.0,48,1656.0,1502.0,154,871.0,24971.8714121699,,,,,1678,871.0,8.0,22.0,36.0,31.0,90.0,86.0,65.0,160.0,244.0,91.0,38.0,2048.1,No,99.01849754624386,0.9060022650056626,90.70048309178745,,23061.8875
2048.2,MI,"Census Tract 2048.2, Macomb County, Michigan",G2600990204802,2600990204802,1,3726,3704.0,0,1130.0,1012.0,118,966.0,29183.4886128364,,,,,1210,966.0,5.0,5.0,58.0,24.0,48.0,62.0,106.0,139.0,230.0,209.0,80.0,2048.2,No,99.40955448201825,0.0,89.5575221238938,,26586.797826086957
2049.1,MI,"Census Tract 2049.1, Macomb County, Michigan",G2600990204901,2600990204901,1,2241,2241.0,0,651.0,594.0,57,594.0,31364.898989899,,,,,670,594.0,7.0,13.0,19.0,37.0,33.0,48.0,27.0,52.0,121.0,161.0,76.0,2049.1,No,100.0,0.0,91.24423963133641,,30082.136363636364
2049.2,MI,"Census Tract 2049.2, Macomb County, Michigan",G2600990204902,2600990204902,1,4278,4017.0,257,1415.0,926.0,489,690.0,25855.0724637681,,,,,1498,690.0,0.0,4.0,14.0,51.0,71.0,39.0,79.0,149.0,146.0,110.0,27.0,2049.2,No,93.89901823281907,6.007480130902291,65.44169611307422,,22935.654362416106
2050,MI,"Census Tract 2050, Macomb County, Michigan",G26009902050,26009902050,1,3190,3182.0,4,934.0,652.0,282,561.0,22874.3315508021,,,,,1009,561.0,0.0,16.0,26.0,41.0,63.0,54.0,80.0,94.0,136.0,26.0,25.0,2050,No,99.74921630094043,0.12539184952978058,69.80728051391864,,20053.18085106383
2051.1,MI,"Census Tract 2051.1, Macomb County, Michigan",G2600990205101,2600990205101,1,4834,4720.0,102,1227.0,696.0,531,657.0,24619.101978691,,,,,1312,657.0,6.0,18.0,17.0,36.0,60.0,81.0,83.0,91.0,158.0,81.0,26.0,2051.1,No,97.64170459247,2.110053785684733,56.723716381418086,,21538.153846153848
2051.2,MI,"Census Tract 2051.2, Macomb County, Michigan",G2600990205102,2600990205102,1,2737,2732.0,0,887.0,647.0,240,509.0,22595.7760314342,,,,,952,509.0,0.0,5.0,18.0,40.0,58.0,68.0,40.0,124.0,115.0,28.0,13.0,2051.2,No,99.81731823164048,0.0,72.94250281848929,,21048.177419354837
2052,MI,"Census Tract 2052, Macomb County, Michigan",G26009902052,26009902052,1,1795,1795.0,0,517.0,359.0,158,242.0,24168.3884297521,,,,,537,242.0,0.0,0.0,6.0,22.0,22.0,23.0,24.0,57.0,55.0,28.0,5.0,2052,No,100.0,0.0,69.43907156673113,,22148.69298245614
2053,MI,"Census Tract 2053, Macomb County, Michigan",G26009902053,26009902053,1,1722,1717.0,0,497.0,412.0,85,289.0,21717.1280276817,,,,,515,289.0,5.0,0.0,11.0,12.0,25.0,48.0,53.0,42.0,79.0,14.0,0.0,2053,No,99.70963995354239,0.0,82.897384305835,,19574.64150943396
2054.1,MI,"Census Tract 2054.1, Macomb County, Michigan",G2600990205401,2600990205401,1,1061,1061.0,0,268.0,,,161.0,20675.4658385093,,,,,281,161.0,0.0,0.0,0.0,18.0,10.0,21.0,36.0,51.0,19.0,6.0,0.0,2054.1,No,100.0,0.0,,,19721.333333333332
2054.2,MI,"Census Tract 2054.2, Macomb County, Michigan",G2600990205402,2600990205402,1,3093,3093.0,0,786.0,710.0,76,669.0,23044.8430493274,,,,,805,669.0,12.0,5.0,6.0,32.0,45.0,74.0,110.0,172.0,150.0,63.0,0.0,2054.2,No,100.0,0.0,90.33078880407125,,21482.261627906977
2055,MI,"Census Tract 2055, Macomb County, Michigan",G26009902055,26009902055,1,1881,1881.0,0,661.0,302.0,359,246.0,20432.9268292683,,,,,708,246.0,4.0,4.0,15.0,12.0,34.0,24.0,43.0,59.0,35.0,16.0,0.0,2055,No,100.0,0.0,45.688350983358546,,19272.54651162791
2056.1,MI,"Census Tract 2056.1, Macomb County, Michigan",G2600990205601,2600990205601,1,1623,1623.0,0,488.0,418.0,70,290.0,28375,,,,,557,290.0,0.0,0.0,0.0,13.0,0.0,16.0,26.0,84.0,103.0,30.0,18.0,2056.1,No,100.0,0.0,85.65573770491804,,25631.004854368934
2056.2,MI,"Census Tract 2056.2, Macomb County, Michigan",G2600990205602,2600990205602,1,5140,5106.0,0,1294.0,1114.0,180,1053.0,26719.3732193732,,,,,1341,1053.0,3.0,9.0,10.0,22.0,79.0,75.0,143.0,207.0,302.0,180.0,23.0,2056.2,No,99.3385214007782,0.0,86.08964451313756,,24491.855072463768
2057.1,MI,"Census Tract 2057.1, Macomb County, Michigan",G2600990205701,2600990205701,1,4646,4612.0,0,1242.0,1067.0,175,1026.0,24679.5808966862,,,,,1263,1026.0,0.0,5.0,0.0,42.0,41.0,98.0,127.0,338.0,268.0,102.0,5.0,2057.1,No,99.26818768833405,0.0,85.90982286634461,,22965.383136094675
2057.2,MI,"Census Tract 2057.2, Macomb County, Michigan",G2600990205702,2600990205702,1,5404,5399.0,0,1410.0,1206.0,204,1138.0,19871.704745167,,,,,1430,1138.0,4.0,18.0,32.0,88.0,117.0,188.0,233.0,294.0,119.0,40.0,5.0,2057.2,No,99.90747594374537,0.0,85.53191489361703,,18813.85193133047
2058.1,MI,"Census Tract 2058.1, Macomb County, Michigan",G2600990205801,2600990205801,1,8203,8167.0,0,1921.0,1808.0,113,1786.0,34968.5050391937,,,,,1943,1786.0,5.0,5.0,5.0,4.0,12.0,5.0,52.0,175.0,726.0,711.0,86.0,2058.1,No,99.56113616969401,0.0,94.11764705882352,,33683.704545454544
2058.2,MI,"Census Tract 2058.2, Macomb County, Michigan",G2600990205802,2600990205802,1,3270,3221.0,29,782.0,629.0,153,600.0,36491.6666666667,,,,,828,600.0,0.0,12.0,0.0,8.0,8.0,10.0,18.0,31.0,172.0,297.0,44.0,2058.2,No,98.50152905198777,0.8868501529051988,80.43478260869566,,37095.81986531986
2058.3,MI,"Census Tract 2058.3, Macomb County, Michigan",G2600990205803,2600990205803,1,2843,2843.0,0,753.0,689.0,64,625.0,25876,,,,,753,625.0,0.0,23.0,15.0,15.0,35.0,37.0,51.0,159.0,177.0,113.0,0.0,2058.3,No,100.0,0.0,91.50066401062416,,24307.314465408806
2059,MI,"Census Tract 2059, Macomb County, Michigan",G26009902059,26009902059,1,5671,5644.0,14,1493.0,1203.0,290,1000.0,29811.25,,,,,1569,1000.0,0.0,30.0,32.0,41.0,70.0,58.0,48.0,177.0,208.0,246.0,90.0,2059,No,99.52389349321106,0.24687004055722095,80.57602143335566,,27139.209134615383
2060,MI,"Census Tract 2060, Macomb County, Michigan",G26009902060,26009902060,1,2683,2666.0,0,707.0,610.0,97,382.0,21505.890052356,,,,,745,382.0,9.0,13.0,26.0,60.0,16.0,30.0,34.0,110.0,46.0,16.0,22.0,2060,No,99.36638091688408,0.0,86.28005657708628,,20159.05909090909
2061,MI,"Census Tract 2061, Macomb County, Michigan",G26009902061,26009902061,1,1871,1101.0,770,518.0,369.0,149,282.0,14812.9432624113,109.0,14805.0458715596,,,525,282.0,26.0,26.0,23.0,59.0,30.0,40.0,17.0,37.0,14.0,10.0,0.0,2061,No,58.84553714591127,41.15446285408873,71.23552123552123,38.652482269503544,13124.75
2062,MI,"Census Tract 2062, Macomb County, Michigan",G26009902062,26009902062,1,2869,2818.0,51,739.0,584.0,155,321.0,20281.9314641745,,,,,770,321.0,3.0,21.0,22.0,36.0,39.0,22.0,34.0,73.0,49.0,11.0,11.0,2062,No,98.22237713489021,1.7776228651097945,79.02571041948579,,18823.0
2063,MI,"Census Tract 2063, Macomb County, Michigan",G26009902063,26009902063,1,3059,3053.0,0,928.0,683.0,245,602.0,18114.2026578073,,,,,959,602.0,11.0,33.0,35.0,68.0,85.0,88.0,88.0,95.0,86.0,9.0,4.0,2063,No,99.80385746976135,0.0,73.59913793103449,,16973.642045454544
2064,MI,"Census Tract 2064, Macomb County, Michigan",G26009902064,26009902064,1,2553,2547.0,0,645.0,517.0,128,268.0,17108.2089552239,,,,,673,268.0,20.0,11.0,29.0,14.0,47.0,39.0,34.0,32.0,31.0,11.0,0.0,2064,No,99.76498237367802,0.0,80.15503875968992,,15865.038461538461
2065,MI,"Census Tract 2065, Macomb County, Michigan",G26009902065,26009902065,1,3027,3027.0,0,799.0,650.0,149,460.0,22040.7608695652,,,,,825,460.0,10.0,10.0,14.0,33.0,57.0,32.0,71.0,82.0,108.0,43.0,0.0,2065,No,100.0,0.0,81.35168961201502,,20213.371951219513
2066,MI,"Census Tract 2066, Macomb County, Michigan",G26009902066,26009902066,1,2189,2184.0,0,581.0,449.0,132,271.0,30959.4095940959,,,,,595,271.0,0.0,11.0,10.0,11.0,11.0,24.0,21.0,30.0,59.0,52.0,42.0,2066,No,99.77158519872089,0.0,77.28055077452667,,28050.542372881355
2067,MI,"Census Tract 2067, Macomb County, Michigan",G26009902067,26009902067,1,4016,3709.0,302,1157.0,863.0,294,702.0,19969.7293447293,40.0,8343.75,,,1186,702.0,10.0,25.0,30.0,63.0,83.0,112.0,86.0,161.0,104.0,8.0,20.0,2067,No,92.35557768924303,7.5199203187251,74.5894554883319,5.698005698005698,18328.156976744187
2068,MI,"Census Tract 2068, Macomb County, Michigan",G26009902068,26009902068,1,148,148.0,0,54.0,,,54.0,60000,,,,,58,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,2068,No,100.0,0.0,,,50000.0
1001.1,MI,"Census Tract 1001.1, Oakland County, Michigan",G2601250100101,2601250100101,1,3582,3560.0,0,1570.0,216.0,1354,207.0,23840.5797101449,,,,,1719,207.0,0.0,0.0,20.0,20.0,5.0,0.0,33.0,18.0,102.0,9.0,0.0,1001.1,No,99.3858179787828,0.0,13.757961783439491,,25784.235294117647
1001.2,MI,"Census Tract 1001.2, Oakland County, Michigan",G2601250100102,2601250100102,1,4376,4350.0,0,1149.0,1051.0,98,934.0,26200.4817987152,,,,,1149,934.0,0.0,0.0,0.0,0.0,5.0,33.0,79.0,340.0,443.0,34.0,0.0,1001.2,No,99.40585009140767,0.0,91.47084421235857,,25236.996613995485
1001.3,MI,"Census Tract 1001.3, Oakland County, Michigan",G2601250100103,2601250100103,1,7098,7025.0,6,1831.0,1596.0,235,1592.0,23850.5025125628,,,,,1842,1592.0,0.0,4.0,0.0,48.0,52.0,136.0,226.0,587.0,488.0,38.0,13.0,1001.3,No,98.97154127923359,0.08453085376162299,87.16548334243582,,22814.598807495742
1002,MI,"Census Tract 1002, Oakland County, Michigan",G26012501002,26012501002,1,12942,12861.0,0,3330.0,2958.0,372,2917.0,20862.6157010627,,,,,3375,2917.0,0.0,28.0,81.0,119.0,222.0,323.0,526.0,1096.0,517.0,0.0,5.0,1002,No,99.37413073713492,0.0,88.82882882882883,,20729.781021897812
1003,MI,"Census Tract 1003, Oakland County, Michigan",G26012501003,26012501003,1,10631,10573.0,0,3089.0,2643.0,446,2394.0,16563.3876357561,,,,,3138,2394.0,19.0,40.0,92.0,239.0,408.0,655.0,593.0,306.0,16.0,26.0,0.0,1003,No,99.45442573605493,0.0,85.56167044350923,,16524.199236641223
1004,MI,"Census Tract 1004, Oakland County, Michigan",G26012501004,26012501004,1,3915,3894.0,0,1170.0,989.0,181,949.0,15968.124341412,,,,,1184,949.0,10.0,9.0,56.0,117.0,164.0,305.0,160.0,106.0,22.0,0.0,0.0,1004,No,99.46360153256705,0.0,84.52991452991454,,15975.019672131148
1005,MI,"Census Tract 1005, Oakland County, Michigan",G26012501005,26012501005,1,7153,7121.0,0,2157.0,1700.0,457,1656.0,15396.8900966184,,,,,2207,1656.0,21.0,25.0,105.0,288.0,299.0,437.0,313.0,135.0,33.0,0.0,0.0,1005,No,99.55263525793373,0.0,78.81316643486323,,15517.527459954234
1006,MI,"Census Tract 1006, Oakland County, Michigan",G26012501006,26012501006,1,5841,5821.0,0,1675.0,1408.0,267,1358.0,16146.9072164948,,,,,1709,1358.0,5.0,60.0,67.0,204.0,264.0,391.0,198.0,106.0,14.0,45.0,4.0,1006,No,99.65759287793186,0.0,84.05970149253731,,15508.108695652174
1007,MI,"Census Tract 1007, Oakland County, Michigan",G26012501007,26012501007,1,6875,6860.0,0,2199.0,1745.0,454,1644.0,15593.0656934307,,,,,2254,1644.0,25.0,46.0,127.0,241.0,337.0,327.0,284.0,206.0,51.0,0.0,0.0,1007,No,99.78181818181818,0.0,79.35425193269668,,15355.362385321101
1008,MI,"Census Tract 1008, Oakland County, Michigan",G26012501008,26012501008,1,9233,9168.0,34,2769.0,2406.0,363,2338.0,15635.4790419162,,,,,2806,2338.0,7.0,24.0,154.0,289.0,495.0,625.0,560.0,160.0,24.0,0.0,0.0,1008,No,99.29600346582909,0.3682443409509369,86.89057421451788,,15801.6792
1009,MI,"Census Tract 1009, Oakland County, Michigan",G26012501009,26012501009,1,7695,7690.0,0,2728.0,1908.0,820,1763.0,15782.4730572887,,,,,2790,1763.0,22.0,30.0,50.0,305.0,332.0,464.0,331.0,207.0,17.0,5.0,0.0,1009,No,99.93502274204027,0.0,69.94134897360705,,15770.165948275862
1010,MI,"Census Tract 1010, Oakland County, Michigan",G26012501010,26012501010,1,13928,13860.0,0,4703.0,3664.0,1039,3396.0,18746.3191990577,,,,,4798,3396.0,0.0,15.0,102.0,285.0,421.0,710.0,777.0,724.0,328.0,34.0,0.0,1010,No,99.5117748420448,0.0,77.90771847756751,,18032.283783783783
1011.1,MI,"Census Tract 1011.1, Oakland County, Michigan",G2601250101101,2601250101101,1,4310,57.0,4237,1188.0,771.0,417,468.0,16100.9615384615,464.0,16142.7801724138,,,1210,468.0,24.0,35.0,24.0,96.0,33.0,90.0,67.0,63.0,24.0,5.0,7.0,1011.1,No,1.322505800464037,98.30626450116009,64.8989898989899,99.14529914529915,15624.75
1011.2,MI,"Census Tract 1011.2, Oakland County, Michigan",G2601250101102,2601250101102,1,1984,1984.0,0,1173.0,,,,,,,,,1184,,,,,,,,,,,,,1011.2,No,100.0,0.0,,,
1012,MI,"Census Tract 1012, Oakland County, Michigan",G26012501012,26012501012,1,9503,9443.0,18,2943.0,2351.0,592,2309.0,23258.4452143785,,,,,2971,2309.0,0.0,6.0,5.0,46.0,115.0,324.0,331.0,646.0,801.0,35.0,0.0,1012,No,99.3686204356519,0.18941386930443016,79.8844716275909,,22538.191950464396
1013.1,MI,"Census Tract 1013.1, Oakland County, Michigan",G2601250101301,2601250101301,1,8212,8176.0,36,2432.0,2080.0,352,2050.0,27142.6829268293,,,,,2448,2050.0,0.0,0.0,4.0,11.0,25.0,60.0,212.0,605.0,940.0,183.0,10.0,1013.1,No,99.56161714564053,0.438382854359474,85.52631578947368,,26154.139893617023
