TRACTA,GISJOIN_y,Year,State Name,County Name,Geo_name,GISJOIN2,Total_Population,Total_Pop_White,Total_Pop_Black,Total_Pop_American_Indian,Total_Pop_Asian_Pacific_Islander,Total_Pop_Other,Percent_Pop_White,Percent_Pop_Black,Percent_Pop_American_Indian,Percent_Pop_Asian_Pacific_Islander,Percent_Pop_Other,Owner_Occupied_Housing_Units,Renter_Occupied_Housing_Units,Percent_Owner_Occupied_Housing_Units,Percent_Renter_Occupied_Housing_Units,Median_Owner_Costs_With_Mortgage,Median_Owner_Costs_Not_Mortgaged,Tract_numeric,In city of Detroit?,Owner occupied,Renter occupied,"American Indian, Eskimo, and Aleut",Asian and Pacific Islander,Owner occupied >> White,Owner occupied >> Black,"Owner occupied >> American Indian, Eskimo, and Aleut",Owner occupied >> Asian and Pacific Islander,Owner occupied >> Other,Renter occupied >> White,Renter occupied >> Black,"Renter occupied >> American Indian, Eskimo, and Aleut",Renter occupied >> Asian and Pacific Islander,Renter occupied >> Other,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$49,999","$50,000-$79,999","$80,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000 or more",Median value,% Black OO units
5183,G26016305183,1980,Michigan,Wayne,Census Tract 5183,2601630518300,1511,533,955,10,2,11,35.27,63.2,0.66,0.13,0.73,307,318,49.12,50.88,277,128,5183.0,Yes,215,375,1,1,117,95,0,0,0,110,263,0,0,0,77,13,9,3,2,3,0,0,0,0,0,0,0,6948,44.18604651162791
5184,G26016305184,1980,Michigan,Wayne,Census Tract 5184,2601630518400,2571,1497,1002,20,12,40,58.23,38.97,0.78,0.47,1.56,406,562,41.94,58.06,150,109,5184.0,Yes,423,526,9,6,319,96,3,3,2,285,221,6,3,11,126,40,36,15,4,0,0,2,0,0,0,0,0,8849,22.69503546099291
5185,G26016305185,1980,Michigan,Wayne,Census Tract 5185,2601630518500,4393,1977,2277,19,51,69,45,51.83,0.43,1.16,1.57,676,753,47.31,52.69,266,122,5185.0,Yes,659,789,5,18,418,227,2,1,11,340,421,3,17,8,252,94,47,19,10,4,3,3,1,0,0,0,0,8591,34.44613050075873
5186,G26016305186,1980,Michigan,Wayne,Census Tract 5186,2601630518600,3281,117,3159,2,1,2,3.57,96.28,0.06,0.03,0.06,440,636,40.89,59.11,191,148,5186.0,Yes,440,636,1,1,31,406,0,0,0,23,613,0,0,0,112,67,53,26,9,4,4,4,3,0,0,0,0,12164,92.27272727272727
5187,G26016305187,1980,Michigan,Wayne,Census Tract 5187,2601630518700,2621,136,2480,3,1,1,5.19,94.62,0.11,0.04,0.04,346,567,37.9,62.1,300,143,5187.0,Yes,370,542,2,0,49,319,0,0,0,20,521,0,0,0,114,56,48,10,11,5,2,3,0,0,0,1,0,10982,86.21621621621621
5188,G26016305188,1980,Michigan,Wayne,Census Tract 5188,2601630518800,2621,137,2476,2,4,2,5.23,94.47,0.08,0.15,0.08,410,612,40.12,59.88,152,128,5188.0,Yes,386,637,0,3,41,344,0,0,0,30,603,0,0,0,146,41,25,14,4,3,3,3,1,1,0,0,0,8253,89.11917098445595
5201,G26016305201,1980,Michigan,Wayne,Census Tract 5201,2601630520100,237,188,41,0,3,5,79.32,17.3,0,1.27,2.11,7,174,3.87,96.13,0,0,5201.0,Yes,5,177,0,3,4,1,0,0,0,137,32,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22500,20.0
5202,G26016305202,1980,Michigan,Wayne,Census Tract 5202,2601630520200,2130,1406,451,7,166,100,66.01,21.17,0.33,7.79,4.69,13,1182,1.09,98.91,0,0,5202.0,Yes,8,1251,5,68,7,1,0,0,0,901,232,5,68,45,0,1,0,0,0,0,0,0,2,0,0,0,0,57500,12.5
5203,G26016305203,1980,Michigan,Wayne,Census Tract 5203,2601630520300,2398,1416,790,25,110,57,59.05,32.94,1.04,4.59,2.38,39,1611,2.36,97.64,475,0,5203.0,Yes,46,1539,15,68,38,7,0,1,0,946,480,15,67,31,0,0,1,1,0,3,2,1,2,0,0,0,0,35000,15.217391304347828
5204,G26016305204,1980,Michigan,Wayne,Census Tract 5204,2601630520400,2311,1209,810,27,189,76,52.32,35.05,1.17,8.18,3.29,74,1307,5.36,94.64,0,166,5204.0,Yes,65,1309,18,78,46,17,0,2,0,718,452,18,76,45,11,1,7,6,1,2,1,0,1,0,0,0,0,17143,26.153846153846157
5205,G26016305205,1980,Michigan,Wayne,Census Tract 5205,2601630520500,1810,473,1271,36,15,15,26.13,70.22,1.99,0.83,0.83,13,649,1.96,98.04,0,0,5205.0,Yes,22,647,15,4,14,7,0,0,0,285,335,15,0,0,4,4,3,0,1,0,0,0,0,0,0,0,0,12500,31.818181818181817
5206,G26016305206,1980,Michigan,Wayne,Census Tract 5206,2601630520600,3985,2574,867,56,371,117,64.59,21.76,1.41,9.31,2.94,75,2602,2.8,97.2,0,144,5206.0,Yes,60,2671,34,186,39,15,0,3,3,1842,548,34,183,64,0,3,4,5,1,1,0,2,1,0,0,1,0,22000,25.0
5207,G26016305207,1980,Michigan,Wayne,Census Tract 5207,2601630520700,1651,963,607,6,33,42,58.33,36.77,0.36,2,2.54,16,1376,1.15,98.85,0,0,5207.0,Yes,24,1297,4,17,12,12,0,0,0,815,444,0,17,0,3,0,0,0,0,0,0,0,0,1,0,0,0,6667,50.0
5208,G26016305208,1980,Michigan,Wayne,Census Tract 5208,2601630520800,43,22,5,13,0,3,51.16,11.63,30.23,0,6.98,6,12,33.33,66.67,0,0,5208.0,Yes,1,21,4,0,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
5209,G26016305209,1980,Michigan,Wayne,Census Tract 5209,2601630520900,481,278,149,9,2,43,57.8,30.98,1.87,0.42,8.94,21,103,16.94,83.06,325,175,5209.0,Yes,33,101,6,1,27,0,1,0,0,75,8,5,0,0,8,8,1,3,4,0,0,0,0,0,0,0,0,12500,0.0
5210,G26016305210,1980,Michigan,Wayne,Census Tract 5210,2601630521000,26,10,15,0,0,1,38.46,57.69,0,0,3.85,0,0,,,0,0,5210.0,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5211,G26016305211,1980,Michigan,Wayne,Census Tract 5211,2601630521100,1960,846,670,42,3,399,43.16,34.18,2.14,0.15,20.36,256,404,38.79,61.21,267,127,5211.0,Yes,261,396,10,1,124,76,4,0,0,186,142,6,0,0,110,48,31,10,3,2,3,0,0,0,0,0,0,9409,29.118773946360154
5212,G26016305212,1980,Michigan,Wayne,Census Tract 5212,2601630521200,2143,1223,128,50,26,716,57.07,5.97,2.33,1.21,33.41,241,510,32.09,67.91,236,146,5212.0,Yes,236,518,16,10,156,10,4,0,66,327,32,12,10,137,59,56,32,16,4,1,1,1,0,0,0,0,0,12321,4.23728813559322
5213,G26016305213,1980,Michigan,Wayne,Census Tract 5213,2601630521300,2037,428,1481,15,6,107,21.01,72.7,0.74,0.29,5.25,305,360,45.86,54.14,145,152,5213.0,Yes,327,341,5,0,105,203,1,0,18,74,250,4,0,13,137,70,25,12,3,3,0,0,0,0,0,0,0,9124,62.079510703363916
5214,G26016305214,1980,Michigan,Wayne,Census Tract 5214,2601630521400,1229,831,121,13,28,236,67.62,9.85,1.06,2.28,19.2,187,437,29.97,70.03,358,170,5214.0,Yes,165,456,2,6,132,2,0,2,0,341,29,0,4,0,35,56,29,6,3,1,0,0,0,0,0,0,0,12679,1.2121212121212122
5215,G26016305215,1980,Michigan,Wayne,Census Tract 5215,2601630521500,2396,608,1656,7,3,122,25.38,69.12,0.29,0.13,5.09,250,572,30.41,69.59,296,130,5215.0,Yes,253,564,1,1,84,160,0,0,8,110,432,0,0,21,87,29,12,17,6,5,3,5,0,0,0,2,0,9540,63.24110671936759
5216,G26016305216,1980,Michigan,Wayne,Census Tract 5216,2601630521600,3162,1549,1327,54,17,215,48.99,41.97,1.71,0.54,6.8,328,992,24.85,75.15,120,160,5216.0,Yes,325,1000,16,8,214,77,8,3,23,432,511,8,5,44,143,49,21,4,3,1,1,0,1,0,0,0,0,7797,23.692307692307693
5217,G26016305217,1980,Michigan,Wayne,Census Tract 5217,2601630521700,1434,588,811,7,10,18,41,56.56,0.49,0.7,1.26,142,545,20.67,79.33,289,146,5217.0,Yes,145,536,4,4,87,51,0,0,5,210,314,0,0,6,22,12,22,13,9,4,3,3,1,0,0,0,0,17386,35.172413793103445
5218,G26016305218,1980,Michigan,Wayne,Census Tract 5218,2601630521800,2644,40,2587,7,5,5,1.51,97.84,0.26,0.19,0.19,8,1717,0.46,99.54,0,0,5218.0,Yes,5,1726,5,5,0,5,0,0,0,32,1681,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0
5219,G26016305219,1980,Michigan,Wayne,Census Tract 5219,2601630521900,2103,576,1473,7,11,36,27.39,70.04,0.33,0.52,1.71,206,622,24.88,75.12,308,146,5219.0,Yes,235,623,1,5,73,158,0,1,0,191,415,0,4,0,44,37,32,18,13,3,7,2,0,0,0,0,0,14595,67.23404255319149
5220,G26016305220,1980,Michigan,Wayne,Census Tract 5220,2601630522000,2373,118,2223,11,3,18,4.97,93.68,0.46,0.13,0.76,335,509,39.69,60.31,255,146,5220.0,Yes,306,508,4,2,16,286,0,0,0,27,476,0,0,0,86,69,38,12,10,4,2,3,2,0,0,0,0,11957,93.4640522875817
5221,G26016305221,1980,Michigan,Wayne,Census Tract 5221,2601630522100,3758,52,3700,0,3,3,1.38,98.46,0,0.08,0.08,636,662,49,51,263,166,5221.0,Yes,646,692,0,1,15,630,0,0,0,11,679,0,0,0,201,149,80,32,23,7,3,2,6,0,0,0,0,11695,97.52321981424149
5222,G26016305222,1980,Michigan,Wayne,Census Tract 5222,2601630522200,2524,68,2432,12,6,6,2.69,96.35,0.48,0.24,0.24,282,738,27.65,72.35,256,180,5222.0,Yes,272,708,4,1,1,270,0,0,0,8,696,0,0,0,76,62,51,13,7,4,2,7,2,0,0,0,0,12903,99.26470588235294
5223,G26016305223,1980,Michigan,Wayne,Census Tract 5223,2601630522300,5197,126,5015,24,18,14,2.42,96.5,0.46,0.35,0.27,483,1750,21.63,78.37,280,175,5223.0,Yes,483,1750,6,6,13,465,3,0,0,71,1669,3,0,0,119,117,82,27,9,9,5,5,3,0,0,0,0,12949,96.27329192546584
5224,G26016305224,1980,Michigan,Wayne,Census Tract 5224,2601630522400,3063,278,2659,12,73,41,9.08,86.81,0.39,2.38,1.34,304,1017,23.01,76.99,235,177,5224.0,Yes,304,1017,4,28,42,248,0,6,0,137,850,0,22,0,73,61,58,15,13,3,0,1,3,0,0,0,1,13361,81.57894736842105
5231,G26016305231,1980,Michigan,Wayne,Census Tract 5231,2601630523100,2688,1884,490,53,4,257,70.09,18.23,1.97,0.15,9.56,429,457,48.42,51.58,254,122,5231.0,Yes,428,476,16,1,338,48,7,0,0,345,89,9,0,0,129,88,68,28,8,1,0,3,1,0,0,0,1,11960,11.214953271028037
5232,G26016305232,1980,Michigan,Wayne,Census Tract 5232,2601630523200,5413,4042,35,41,94,1201,74.67,0.65,0.76,1.74,22.19,832,930,47.22,52.78,306,143,5232.0,Yes,833,911,14,18,699,3,3,10,118,679,8,11,8,205,118,244,201,76,28,10,2,2,1,0,0,0,0,14570,0.36014405762304924
5233,G26016305233,1980,Michigan,Wayne,Census Tract 5233,2601630523300,4526,3293,75,71,6,1081,72.76,1.66,1.57,0.13,23.88,696,831,45.58,54.42,271,137,5233.0,Yes,696,831,15,2,555,1,1,0,0,620,37,14,0,0,133,160,161,63,18,7,2,6,1,0,0,0,0,14453,0.14367816091954022
5234,G26016305234,1980,Michigan,Wayne,Census Tract 5234,2601630523400,3915,2484,299,49,41,1042,63.45,7.64,1.25,1.05,26.62,408,980,29.39,70.61,255,157,5234.0,Yes,408,980,16,14,297,12,1,1,97,700,63,15,13,189,57,80,115,35,19,9,3,7,1,0,0,0,0,16130,2.941176470588235
5235,G26016305235,1980,Michigan,Wayne,Census Tract 5235,2601630523500,3880,2086,1548,18,9,219,53.76,39.9,0.46,0.23,5.64,507,856,37.2,62.8,251,157,5235.0,Yes,507,856,8,3,296,184,0,0,0,525,296,8,0,0,164,104,61,22,8,5,5,4,3,0,0,0,1,11178,36.29191321499014
5236,G26016305236,1980,Michigan,Wayne,Census Tract 5236,2601630523600,68,34,34,0,0,0,50,50,0,0,0,8,23,25.81,74.19,0,0,5236.0,Yes,9,19,0,0,6,3,0,0,0,8,11,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,6250,33.33333333333333
5237,G26016305237,1980,Michigan,Wayne,Census Tract 5237,2601630523700,3148,2108,737,13,38,252,66.96,23.41,0.41,1.21,8.01,566,567,49.96,50.04,266,118,5237.0,Yes,557,570,4,11,432,81,0,9,0,381,156,0,2,0,197,98,49,20,2,4,0,1,3,0,0,0,0,9492,14.542190305206462
5238,G26016305238,1980,Michigan,Wayne,Census Tract 5238,2601630523800,2090,1897,9,21,13,150,90.77,0.43,1,0.62,7.18,413,297,58.17,41.83,275,125,5238.0,Yes,421,298,5,4,394,0,0,0,23,274,0,5,0,17,94,113,110,34,6,5,0,1,1,0,0,0,0,13894,0.0
5239,G26016305239,1980,Michigan,Wayne,Census Tract 5239,2601630523900,3804,3134,19,67,18,566,82.39,0.5,1.76,0.47,14.88,659,664,49.81,50.19,282,152,5239.0,Yes,659,664,17,5,582,0,6,3,0,568,0,11,2,0,81,183,197,71,26,3,2,2,1,0,1,0,0,15495,0.0
5240,G26016305240,1980,Michigan,Wayne,Census Tract 5240,2601630524000,3407,3054,10,19,22,302,89.64,0.29,0.56,0.65,8.86,628,720,46.59,53.41,283,136,5240.0,Yes,628,720,5,8,575,0,2,4,47,658,6,3,4,49,65,162,209,64,19,11,4,6,0,0,0,0,0,16029,0.0
5241,G26016305241,1980,Michigan,Wayne,Census Tract 5241,2601630524100,4642,4040,31,58,6,507,87.03,0.67,1.25,0.13,10.92,874,947,48,52,273,152,5241.0,Yes,874,947,8,2,793,2,4,0,0,848,14,4,0,0,77,246,283,114,20,8,1,3,1,0,0,0,0,15945,0.2288329519450801
5242,G26016305242,1980,Michigan,Wayne,Census Tract 5242,2601630524200,5972,5238,13,25,34,662,87.71,0.22,0.42,0.57,11.09,1226,1070,53.4,46.6,274,144,5242.0,Yes,1226,1070,13,6,1120,2,1,2,101,967,4,12,4,83,140,353,353,133,35,19,6,6,4,0,1,0,0,15453,0.1631321370309951
5243,G26016305243,1980,Michigan,Wayne,Census Tract 5243,2601630524300,3839,3410,15,43,12,359,88.83,0.39,1.12,0.31,9.35,748,578,56.41,43.59,263,142,5243.0,Yes,748,578,10,2,703,2,4,0,0,507,4,6,0,0,128,218,193,64,14,7,0,5,1,0,0,0,0,14289,0.267379679144385
5244,G26016305244,1980,Michigan,Wayne,Census Tract 5244,2601630524400,1066,937,54,13,0,62,87.9,5.07,1.22,0,5.82,222,155,58.89,41.11,253,131,5244.0,Yes,195,179,3,0,180,5,0,0,0,160,9,0,0,0,69,36,31,14,4,1,0,0,1,0,0,0,0,11250,2.564102564102564
5245,G26016305245,1980,Michigan,Wayne,Census Tract 5245,2601630524500,1640,1515,2,16,2,105,92.38,0.12,0.98,0.12,6.4,363,241,60.1,39.9,248,119,5245.0,Yes,386,212,6,0,361,0,3,0,0,199,0,3,0,0,59,82,97,29,18,2,4,1,1,0,0,0,0,15284,0.0
524599,G2601630524599,1980,Michigan,Wayne,Census Tract 5245.99,,0,0,0,0,0,0,,,,,,0,0,,,0,0,5245.99,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5246,G26016305246,1980,Michigan,Wayne,Census Tract 5246,2601630524600,2676,30,2624,0,5,17,1.12,98.06,0,0.19,0.64,632,132,82.72,17.28,264,187,5246.0,Yes,636,137,0,3,9,620,0,0,0,4,132,0,0,0,25,85,180,145,69,30,18,14,1,0,0,2,0,19847,97.48427672955975
524699,G2601630524699,1980,Michigan,Wayne,Census Tract 5246.99,,0,0,0,0,0,0,,,,,,0,0,,,0,0,5246.99,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5247,G26016305247,1980,Michigan,Wayne,Census Tract 5247,2601630524700,4565,66,4472,3,8,16,1.45,97.96,0.07,0.18,0.35,1207,267,81.89,18.11,272,167,5247.0,Yes,1207,267,0,3,32,1169,0,0,0,7,260,0,0,0,47,120,248,232,183,98,61,47,24,1,0,0,0,22489,96.85169842584921
5248,G26016305248,1980,Michigan,Wayne,Census Tract 5248,2601630524800,4724,76,4633,6,6,3,1.61,98.07,0.13,0.13,0.06,1225,240,83.62,16.38,279,168,5248.0,Yes,1225,240,3,2,33,1187,0,0,0,5,233,0,0,0,56,114,306,293,171,82,36,38,10,1,0,2,0,21340,96.89795918367346
5251,G26016305251,1980,Michigan,Wayne,Census Tract 5251,2601630525100,4529,26,4469,14,7,13,0.57,98.68,0.31,0.15,0.29,800,909,46.81,53.19,311,157,5251.0,Yes,800,909,5,5,3,787,5,3,2,11,893,0,2,3,166,212,185,42,26,4,2,4,0,0,0,0,0,13644,98.375
5252,G26016305252,1980,Michigan,Wayne,Census Tract 5252,2601630525200,2028,29,1993,0,3,3,1.43,98.27,0,0.15,0.15,406,359,53.07,46.93,220,156,5252.0,Yes,386,376,0,3,11,373,0,0,0,2,372,0,0,0,114,88,71,20,7,1,0,3,0,0,0,0,0,12159,96.6321243523316
5253,G26016305253,1980,Michigan,Wayne,Census Tract 5253,2601630525300,1709,38,1667,2,1,1,2.22,97.54,0.12,0.06,0.06,271,378,41.76,58.24,216,166,5253.0,Yes,291,361,1,0,17,273,0,0,0,4,356,0,0,0,62,79,59,14,6,1,1,0,0,0,0,0,0,13101,93.81443298969072
5254,G26016305254,1980,Michigan,Wayne,Census Tract 5254,2601630525400,5249,1617,3420,19,9,184,30.81,65.16,0.36,0.17,3.51,859,1001,46.18,53.82,264,124,5254.0,Yes,859,1001,3,4,399,436,0,0,20,228,747,0,0,23,320,178,93,35,8,5,0,4,2,0,0,0,0,10070,50.756693830034926
5255,G26016305255,1980,Michigan,Wayne,Census Tract 5255,2601630525500,3581,1174,2049,33,31,294,32.78,57.22,0.92,0.87,8.21,560,596,48.44,51.56,236,121,5255.0,Yes,560,596,11,8,255,261,3,5,36,212,340,8,3,33,229,108,72,20,4,0,2,0,0,0,0,0,0,9498,46.60714285714286
5256,G26016305256,1980,Michigan,Wayne,Census Tract 5256,2601630525600,2448,2228,34,15,8,163,91.01,1.39,0.61,0.33,6.66,530,424,55.56,44.44,267,139,5256.0,Yes,516,426,4,4,491,2,0,0,21,391,10,0,0,19,172,104,58,12,5,1,0,2,1,0,0,0,0,10264,0.3875968992248062
5257,G26016305257,1980,Michigan,Wayne,Census Tract 5257,2601630525700,2965,2599,47,17,25,277,87.66,1.59,0.57,0.84,9.34,689,425,61.85,38.15,268,148,5257.0,Yes,703,423,5,7,644,9,2,3,45,366,11,3,4,39,125,139,143,39,16,4,0,1,4,0,0,0,0,13975,1.2802275960170697
5258,G26016305258,1980,Michigan,Wayne,Census Tract 5258,2601630525800,2402,2222,39,14,14,113,92.51,1.62,0.58,0.58,4.7,581,412,58.51,41.49,227,127,5258.0,Yes,565,429,6,4,535,7,2,0,0,391,8,4,0,0,149,129,89,45,8,2,1,4,5,0,0,0,0,12597,1.238938053097345
5259,G26016305259,1980,Michigan,Wayne,Census Tract 5259,2601630525900,2243,2053,15,5,13,157,91.53,0.67,0.22,0.58,7,509,380,57.26,42.74,247,123,5259.0,Yes,525,363,2,3,500,0,0,0,23,337,0,0,0,21,86,110,97,23,12,1,2,2,5,0,0,0,0,13773,0.0
5260,G26016305260,1980,Michigan,Wayne,Census Tract 5260,2601630526000,3673,3034,281,31,10,317,82.6,7.65,0.84,0.27,8.63,827,479,63.32,36.68,222,141,5260.0,Yes,827,479,10,3,723,50,3,0,0,399,38,7,0,0,155,228,187,93,23,13,6,3,3,1,0,0,0,14408,6.045949214026603
5261,G26016305261,1980,Michigan,Wayne,Census Tract 5261,2601630526100,2583,2323,25,18,9,208,89.93,0.97,0.7,0.35,8.05,599,358,62.59,37.41,273,142,5261.0,Yes,608,352,5,3,566,4,1,0,0,314,5,4,0,0,102,139,159,64,15,7,5,2,0,0,0,0,0,15173,0.6578947368421052
5262,G26016305262,1980,Michigan,Wayne,Census Tract 5262,2601630526200,3458,3047,142,15,23,231,88.11,4.11,0.43,0.67,6.68,878,409,68.22,31.78,261,132,5262.0,Yes,869,415,4,7,792,29,0,4,0,377,13,0,3,0,147,270,161,75,23,16,4,4,1,0,0,0,0,13769,3.33716915995397
5263,G26016305263,1980,Michigan,Wayne,Census Tract 5263,2601630526300,4857,3925,450,33,31,418,80.81,9.26,0.68,0.64,8.61,1088,789,57.96,42.04,280,132,5263.0,Yes,1073,750,7,10,940,63,1,3,66,608,77,6,7,52,249,315,190,56,20,7,0,3,1,0,0,0,0,12722,5.871388630009319
5264,G26016305264,1980,Michigan,Wayne,Census Tract 5264,2601630526400,2609,1467,934,9,1,198,56.23,35.8,0.34,0.04,7.59,456,381,54.48,45.52,270,121,5264.0,Yes,471,420,3,1,344,106,0,0,18,229,156,0,0,34,115,132,86,26,9,2,1,2,0,0,0,0,0,12708,22.505307855626327
5265,G26016305265,1980,Michigan,Wayne,Census Tract 5265,2601630526500,2204,115,2077,3,2,7,5.22,94.24,0.14,0.09,0.32,496,236,67.76,32.24,241,156,5265.0,Yes,483,231,1,1,48,432,0,0,0,9,220,0,0,0,75,150,123,38,15,4,0,0,0,0,0,0,0,14250,89.44099378881988
5266,G26016305266,1980,Michigan,Wayne,Census Tract 5266,2601630526600,2539,55,2461,11,4,8,2.17,96.93,0.43,0.16,0.32,493,392,55.71,44.29,262,175,5266.0,Yes,506,397,3,2,18,483,0,0,0,7,387,0,0,0,59,95,153,79,30,16,3,2,2,0,0,0,0,17141,95.45454545454545
5301,G26016305301,1980,Michigan,Wayne,Census Tract 5301,2601630530100,5725,108,5590,10,2,15,1.89,97.64,0.17,0.03,0.26,1251,871,58.95,41.05,276,157,5301.0,Yes,1251,871,3,2,36,1210,0,0,3,24,841,0,0,3,134,213,266,147,87,50,23,39,26,1,1,0,0,17754,96.72262190247801
5302,G26016305302,1980,Michigan,Wayne,Census Tract 5302,2601630530200,6451,535,5782,9,58,67,8.29,89.63,0.14,0.9,1.04,1257,777,61.8,38.2,300,178,5302.0,Yes,1257,777,4,17,71,1173,0,3,0,43,709,0,14,0,102,183,273,171,111,78,56,45,44,4,0,0,0,19551,93.31742243436753
5303,G26016305303,1980,Michigan,Wayne,Census Tract 5303,2601630530300,4166,121,3998,16,10,21,2.9,95.97,0.38,0.24,0.5,669,727,47.92,52.08,265,170,5303.0,Yes,699,693,5,4,26,664,3,0,0,10,679,2,0,0,63,114,208,89,35,23,4,6,6,0,1,0,0,17344,94.9928469241774
5304,G26016305304,1980,Michigan,Wayne,Census Tract 5304,2601630530400,2577,48,2521,0,2,6,1.86,97.83,0,0.08,0.23,437,692,38.71,61.29,338,199,5304.0,Yes,407,726,0,0,0,397,0,0,0,0,704,0,0,0,4,28,66,73,37,19,18,15,21,1,0,0,0,22945,97.54299754299754
5305,G26016305305,1980,Michigan,Wayne,Census Tract 5305,2601630530500,3331,67,3255,0,6,3,2.01,97.72,0,0.18,0.09,815,459,63.97,36.03,365,210,5305.0,Yes,757,474,0,2,24,732,0,0,0,11,461,0,0,0,8,23,80,107,115,90,71,77,52,0,0,0,0,29065,96.69749009247028
5306,G26016305306,1980,Michigan,Wayne,Census Tract 5306,2601630530600,2308,26,2271,4,2,5,1.13,98.4,0.17,0.09,0.22,217,519,29.48,70.52,303,161,5306.0,Yes,275,504,2,1,4,269,0,0,0,3,498,0,0,0,23,32,60,41,13,9,3,6,4,0,0,0,0,18375,97.81818181818181
5307,G26016305307,1980,Michigan,Wayne,Census Tract 5307,2601630530700,3987,116,3859,1,2,9,2.91,96.79,0.03,0.05,0.23,419,1026,29,71,241,159,5307.0,Yes,419,1026,1,2,7,410,0,0,2,3,1017,0,0,3,46,91,98,44,23,4,0,2,0,0,0,0,0,15867,97.85202863961814
5308,G26016305308,1980,Michigan,Wayne,Census Tract 5308,2601630530800,2134,52,2072,1,1,8,2.44,97.09,0.05,0.05,0.37,369,349,51.39,48.61,267,123,5308.0,Yes,379,339,1,1,17,360,0,0,0,6,331,0,0,0,53,89,98,39,13,4,2,4,2,0,0,0,0,15510,94.9868073878628
5309,G26016305309,1980,Michigan,Wayne,Census Tract 5309,2601630530900,3114,102,2993,3,2,14,3.28,96.11,0.1,0.06,0.45,366,781,31.91,68.09,265,149,5309.0,Yes,356,791,1,2,26,329,0,0,0,25,762,0,0,0,52,63,111,38,12,7,0,4,2,0,0,0,0,16329,92.41573033707866
5310,G26016305310,1980,Michigan,Wayne,Census Tract 5310,2601630531000,3121,30,3084,0,1,6,0.96,98.81,0,0.03,0.19,379,748,33.63,66.37,278,174,5310.0,Yes,379,748,0,0,0,369,0,0,0,0,741,0,0,0,36,82,94,38,16,5,3,1,2,0,0,0,0,16090,97.36147757255937
5311,G26016305311,1980,Michigan,Wayne,Census Tract 5311,2601630531100,4101,84,4002,8,2,5,2.05,97.59,0.2,0.05,0.12,297,1661,15.17,84.83,396,193,5311.0,Yes,297,1661,3,1,6,291,0,0,0,16,1638,0,0,0,13,30,72,45,22,8,8,6,2,1,0,0,0,19201,97.97979797979798
5312,G26016305312,1980,Michigan,Wayne,Census Tract 5312,2601630531200,2707,57,2626,0,7,17,2.11,97.01,0,0.26,0.63,698,167,80.69,19.31,385,251,5312.0,Yes,658,174,0,3,21,631,0,0,0,4,168,0,0,0,8,34,81,90,91,62,44,71,96,8,4,0,0,29478,95.8966565349544
5313,G26016305313,1980,Michigan,Wayne,Census Tract 5313,2601630531300,2236,17,2210,1,2,6,0.76,98.84,0.04,0.09,0.27,226,715,24.02,75.98,271,173,5313.0,Yes,266,708,1,2,2,263,0,0,1,5,696,0,0,4,18,24,51,41,27,18,6,3,0,0,0,0,0,20122,98.87218045112782
5314,G26016305314,1980,Michigan,Wayne,Census Tract 5314,2601630531400,3542,21,3491,4,5,21,0.59,98.56,0.11,0.14,0.59,601,657,47.77,52.23,318,199,5314.0,Yes,601,657,1,1,2,598,0,0,0,9,642,0,0,5,22,31,114,138,71,28,14,8,11,0,0,0,0,21866,99.50083194675541
5315,G26016305315,1980,Michigan,Wayne,Census Tract 5315,2601630531500,6736,49,6654,5,1,27,0.73,98.78,0.07,0.01,0.4,818,1877,30.35,69.65,324,217,5315.0,Yes,818,1877,3,1,6,810,0,0,2,16,1850,0,0,7,16,54,134,143,99,54,23,22,8,1,1,0,0,22570,99.02200488997555
5316,G26016305316,1980,Michigan,Wayne,Census Tract 5316,2601630531600,3426,55,3343,6,5,17,1.61,97.58,0.18,0.15,0.5,553,785,41.33,58.67,308,205,5316.0,Yes,553,785,2,2,13,532,0,0,6,10,772,0,0,1,20,45,100,83,56,35,25,33,19,2,0,0,0,22651,96.20253164556962
5317,G26016305317,1980,Michigan,Wayne,Census Tract 5317,2601630531700,4336,62,4243,7,6,18,1.43,97.86,0.16,0.14,0.42,639,1036,38.15,61.85,253,169,5317.0,Yes,639,1036,5,5,5,628,1,0,0,5,1023,4,0,0,53,101,138,90,52,7,8,11,4,1,0,0,0,17844,98.27856025039124
