TRACTA,GISJOIN_y,Year,State Name,County Name,Geo_name,GISJOIN2,Total_Population,Total_Pop_White,Total_Pop_Black,Total_Pop_American_Indian,Total_Pop_Asian_Pacific_Islander,Total_Pop_Other,Percent_Pop_White,Percent_Pop_Black,Percent_Pop_American_Indian,Percent_Pop_Asian_Pacific_Islander,Percent_Pop_Other,Owner_Occupied_Housing_Units,Renter_Occupied_Housing_Units,Percent_Owner_Occupied_Housing_Units,Percent_Renter_Occupied_Housing_Units,Median_Owner_Costs_With_Mortgage,Median_Owner_Costs_Not_Mortgaged,Tract_numeric,In city of Detroit?,Owner occupied,Renter occupied,"American Indian, Eskimo, and Aleut",Asian and Pacific Islander,Owner occupied >> White,Owner occupied >> Black,"Owner occupied >> American Indian, Eskimo, and Aleut",Owner occupied >> Asian and Pacific Islander,Owner occupied >> Other,Renter occupied >> White,Renter occupied >> Black,"Renter occupied >> American Indian, Eskimo, and Aleut",Renter occupied >> Asian and Pacific Islander,Renter occupied >> Other,"Less than $10,000","$10,000-$14,999","$15,000-$19,999","$20,000-$24,999","$25,000-$29,999","$30,000-$34,999","$35,000-$39,999","$40,000-$49,999","$50,000-$79,999","$80,000-$99,999","$100,000-$149,999","$150,000-$199,999","$200,000 or more",Median value,% Black OO units
1057,G26012501057,1980,Michigan,Oakland,Census Tract 1057,2601250105700,10035,9963,6,26,18,22,99.28,0.06,0.26,0.18,0.22,2921,246,92.23,7.77,463,184,1057.0,No,2921,246,9,2,2902,0,8,0,8,243,0,1,0,0,9,24,36,50,74,96,132,296,874,267,397,112,55,66957,0.0
105801,G2601250105801,1980,Michigan,Oakland,Census Tract 1058.1,2601250105801,4433,4334,33,30,13,23,97.77,0.74,0.68,0.29,0.52,1254,145,89.64,10.36,393,169,1058.1,No,1254,145,5,2,1245,0,4,0,0,143,0,1,0,0,3,3,19,37,46,59,51,146,539,164,98,12,2,62551,0.0
105802,G2601250105802,1980,Michigan,Oakland,Census Tract 1058.2,2601250105802,4321,4286,3,15,12,5,99.19,0.07,0.35,0.28,0.12,1239,175,87.62,12.38,387,185,1058.2,No,1239,175,4,3,1230,0,0,0,0,174,0,0,0,0,6,5,14,30,36,58,70,162,522,116,59,9,12,59684,0.0
1059,G26012501059,1980,Michigan,Oakland,Census Tract 1059,2601250105900,4968,4945,1,5,11,6,99.54,0.02,0.1,0.22,0.12,1370,206,86.93,13.07,403,186,1059.0,No,1370,206,2,1,1364,0,0,0,0,206,0,0,0,0,0,2,15,39,34,45,66,202,686,109,100,8,4,61020,0.0
1060,G26012501060,1980,Michigan,Oakland,Census Tract 1060,2601250106000,4748,4643,6,42,36,21,97.79,0.13,0.88,0.76,0.44,1022,784,56.59,43.41,368,222,1060.0,No,1022,784,13,9,1009,0,5,6,0,767,0,8,3,0,2,6,21,43,58,93,96,179,268,24,8,1,0,44497,0.0
106101,G2601250106101,1980,Michigan,Oakland,Census Tract 1061.1,2601250106101,4872,4834,0,16,12,10,99.22,0,0.33,0.25,0.21,1421,99,93.49,6.51,417,203,1061.1,No,1421,99,3,4,1410,0,0,0,0,99,0,0,0,0,1,4,20,24,49,79,90,236,504,143,123,42,28,60030,0.0
106102,G2601250106102,1980,Michigan,Oakland,Census Tract 1061.2,2601250106102,6220,6117,23,12,52,16,98.34,0.37,0.19,0.84,0.26,1861,139,93.05,6.95,490,210,1061.2,No,1861,139,7,9,1840,0,5,8,0,136,0,2,1,0,3,10,10,25,40,63,71,229,474,221,370,83,49,73608,0.0
106201,G2601250106201,1980,Michigan,Oakland,Census Tract 1062.1,2601250106201,1798,1769,5,0,17,7,98.39,0.28,0,0.95,0.39,474,37,92.76,7.24,746,251,1062.1,No,474,37,0,3,469,0,0,0,0,37,0,0,0,0,0,1,0,3,6,5,4,13,58,69,90,55,139,134722,0.0
106203,G2601250106203,1980,Michigan,Oakland,Census Tract 1062.3,2601250106203,1049,1004,11,1,28,5,95.71,1.05,0.1,2.67,0.48,335,16,95.44,4.56,751,194,1062.3,No,330,29,0,9,318,0,0,9,0,28,0,0,0,0,0,4,1,7,4,6,5,22,38,18,93,27,1,104301,0.0
106204,G2601250106204,1980,Michigan,Oakland,Census Tract 1062.4,2601250106204,10208,9873,63,7,238,27,96.72,0.62,0.07,2.33,0.26,2949,69,97.71,2.29,708,251,1062.4,No,2954,56,3,62,2868,16,0,60,0,53,1,0,2,0,0,2,1,3,3,8,2,10,107,259,1341,255,84,123956,0.5416384563303994
106302,G2601250106302,1980,Michigan,Oakland,Census Tract 1063.2,2601250106302,7304,6912,71,4,290,27,94.63,0.97,0.05,3.97,0.37,2058,265,88.59,11.41,751,251,1063.2,No,2058,265,3,67,1973,15,0,60,0,250,6,0,7,0,0,1,0,3,7,7,13,83,239,187,644,236,322,125699,0.7288629737609329
106303,G2601250106303,1980,Michigan,Oakland,Census Tract 1063.3,2601250106303,3937,3765,17,4,139,12,95.63,0.43,0.1,3.53,0.3,1079,94,91.99,8.01,751,239,1063.3,No,1079,94,2,31,1037,6,0,29,0,92,0,0,2,0,0,2,1,3,7,5,9,20,149,91,165,191,267,150785,0.5560704355885079
106304,G2601250106304,1980,Michigan,Oakland,Census Tract 1063.4,2601250106304,8372,8158,41,1,122,50,97.44,0.49,0.01,1.46,0.6,2375,117,95.3,4.7,603,251,1063.4,No,2375,117,0,32,2322,11,0,31,11,116,0,0,1,0,0,0,0,0,0,1,2,8,269,533,1103,218,63,112942,0.46315789473684216
1064,G26012501064,1980,Michigan,Oakland,Census Tract 1064,2601250106400,3083,2975,6,24,38,40,96.5,0.19,0.78,1.23,1.3,686,564,54.88,45.12,328,156,1064.0,No,686,564,8,9,677,0,3,1,0,544,0,5,8,0,14,39,72,79,81,90,50,61,60,13,5,0,0,29815,0.0
1065,G26012501065,1980,Michigan,Oakland,Census Tract 1065,2601250106500,1949,1921,15,3,1,9,98.56,0.77,0.15,0.05,0.46,695,106,86.77,13.23,417,191,1065.0,No,695,106,2,0,686,4,0,0,0,103,3,0,0,0,1,1,4,12,18,36,34,141,326,48,24,3,1,57132,0.5755395683453237
1066,G26012501066,1980,Michigan,Oakland,Census Tract 1066,2601250106600,3275,3008,221,2,20,24,91.85,6.75,0.06,0.61,0.73,915,274,76.96,23.04,464,188,1066.0,No,915,274,1,6,849,54,0,6,0,268,6,0,0,0,0,2,7,17,22,33,24,77,280,164,89,23,10,70571,5.901639344262295
106701,G2601250106701,1980,Michigan,Oakland,Census Tract 1067.1,2601250106701,5334,5115,66,8,121,24,95.89,1.24,0.15,2.27,0.45,1601,129,92.54,7.46,719,251,1067.1,No,1601,129,1,30,1550,18,0,27,0,120,5,0,3,0,3,0,0,0,0,1,0,4,127,230,470,195,240,128723,1.1242973141786383
106703,G2601250106703,1980,Michigan,Oakland,Census Tract 1067.3,2601250106703,2009,1887,26,1,83,12,93.93,1.29,0.05,4.13,0.6,623,26,95.99,4.01,751,251,1067.3,No,646,16,1,17,620,5,0,17,0,16,0,0,0,0,0,0,0,1,0,0,0,5,45,54,137,98,249,176786,0.7739938080495357
106704,G2601250106704,1980,Michigan,Oakland,Census Tract 1067.4,2601250106704,2455,2336,22,0,91,6,95.15,0.9,0,3.71,0.24,795,5,99.38,0.62,751,251,1067.4,No,772,15,0,26,740,6,0,26,0,15,0,0,0,0,0,0,0,0,0,0,0,0,18,51,203,183,129,155464,0.7772020725388601
106801,G2601250106801,1980,Michigan,Oakland,Census Tract 1068.1,2601250106801,4976,4722,26,0,180,48,94.9,0.52,0,3.62,0.96,1436,23,98.42,1.58,739,251,1068.1,No,1436,23,0,49,1372,7,0,49,8,21,0,0,0,2,1,0,0,0,0,1,0,3,72,162,637,341,145,134694,0.48746518105849584
106802,G2601250106802,1980,Michigan,Oakland,Census Tract 1068.2,2601250106802,4633,4456,29,3,131,14,96.18,0.63,0.06,2.83,0.3,1362,187,87.93,12.07,733,251,1068.2,No,1362,187,1,29,1323,8,0,27,0,185,0,0,2,0,0,0,0,2,0,1,4,3,80,204,587,241,124,128024,0.5873715124816447
106803,G2601250106803,1980,Michigan,Oakland,Census Tract 1068.3,2601250106803,3525,3458,9,2,50,6,98.1,0.26,0.06,1.42,0.17,1049,310,77.19,22.81,751,251,1068.3,No,1049,310,1,13,1033,0,0,12,0,308,0,0,1,0,0,0,0,0,0,0,0,3,62,113,403,182,141,133995,0.0
1069,G26012501069,1980,Michigan,Oakland,Census Tract 1069,2601250106900,5891,5777,16,0,87,11,98.06,0.27,0,1.48,0.19,1831,28,98.49,1.51,751,251,1069.0,No,1831,28,0,19,1807,0,0,17,0,25,0,0,2,0,0,0,0,1,0,0,1,7,164,356,448,383,371,137556,0.0
107001,G2601250107001,1980,Michigan,Oakland,Census Tract 1070.1,2601250107001,3511,3415,13,5,56,22,97.27,0.37,0.14,1.59,0.63,1050,11,98.96,1.04,679,251,1070.1,No,0,0,2,18,0,0,0,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
107003,G2601250107003,1980,Michigan,Oakland,Census Tract 1070.3,2601250107003,2516,2363,21,1,116,15,93.92,0.83,0.04,4.61,0.6,719,8,98.9,1.1,686,251,1070.3,No,724,8,1,30,684,6,0,30,0,8,0,0,0,0,0,0,0,0,0,0,1,1,35,107,341,130,66,128812,0.8287292817679558
107004,G2601250107004,1980,Michigan,Oakland,Census Tract 1070.4,2601250107004,4762,4450,120,5,171,16,93.45,2.52,0.1,3.59,0.34,1167,532,68.69,31.31,596,251,1070.4,No,1162,532,1,49,1117,18,0,27,0,490,16,0,22,0,0,0,0,0,0,1,1,0,65,162,493,26,0,114706,1.549053356282272
1071,G26012501071,1980,Michigan,Oakland,Census Tract 1071,2601250107100,3985,3783,27,4,129,42,94.93,0.68,0.1,3.24,1.05,1076,197,84.52,15.48,751,251,1071.0,No,1076,197,1,32,1034,3,0,30,0,190,4,0,2,0,0,0,0,1,0,0,1,1,4,12,86,171,526,211882,0.2788104089219331
107201,G2601250107201,1980,Michigan,Oakland,Census Tract 1072.1,2601250107201,3861,3629,28,0,185,19,93.99,0.73,0,4.79,0.49,1014,18,98.26,1.74,580,251,1072.1,No,1014,18,0,47,953,8,0,47,6,18,0,0,0,0,0,0,0,2,0,5,10,14,162,510,273,0,0,91569,0.7889546351084813
107202,G2601250107202,1980,Michigan,Oakland,Census Tract 1072.2,2601250107202,6513,6091,49,10,276,87,93.52,0.75,0.15,4.24,1.34,1524,309,83.14,16.86,598,228,1072.2,No,1524,309,3,64,1449,6,0,51,0,281,8,0,13,0,1,2,2,12,6,24,26,77,259,416,553,54,5,94880,0.39370078740157477
107203,G2601250107203,1980,Michigan,Oakland,Census Tract 1072.3,2601250107203,3861,3721,11,0,120,9,96.37,0.28,0,3.11,0.23,1096,39,96.56,3.44,559,242,1072.3,No,1096,39,0,28,1064,0,0,27,0,38,0,0,1,0,0,1,5,8,9,16,24,86,349,219,311,8,0,81826,0.0
107301,G2601250107301,1980,Michigan,Oakland,Census Tract 1073.1,2601250107301,2496,2371,15,7,86,17,94.99,0.6,0.28,3.45,0.68,731,34,95.56,4.44,533,251,1073.1,No,731,34,2,21,700,0,0,21,0,34,0,0,0,0,1,1,2,10,6,13,16,50,275,155,150,4,1,76509,0.0
107302,G2601250107302,1980,Michigan,Oakland,Census Tract 1073.2,2601250107302,5152,4800,80,1,223,48,93.17,1.55,0.02,4.33,0.93,1618,98,94.29,5.71,751,251,1073.2,No,1618,98,1,58,1527,23,0,56,0,92,3,0,2,0,0,0,1,3,1,1,1,3,81,266,337,229,72,120846,1.4215080346106306
107403,G2601250107403,1980,Michigan,Oakland,Census Tract 1074.3,2601250107403,1760,1674,12,0,66,8,95.11,0.68,0,3.75,0.45,491,10,98,2,665,251,1074.3,No,494,12,0,19,472,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,0,1,50,101,235,61,14,116702,0.0
107404,G2601250107404,1980,Michigan,Oakland,Census Tract 1074.4,2601250107404,3548,3448,12,2,66,20,97.18,0.34,0.06,1.86,0.56,996,14,98.61,1.39,576,251,1074.4,No,993,12,0,21,965,0,0,21,0,12,0,0,0,0,0,0,0,0,3,0,1,5,81,225,577,49,2,113562,0.0
107405,G2601250107405,1980,Michigan,Oakland,Census Tract 1074.5,2601250107405,1579,1451,32,5,78,13,91.89,2.03,0.32,4.94,0.82,384,32,92.31,7.69,751,233,1074.5,No,411,29,2,19,378,8,0,19,0,29,0,0,0,0,0,0,1,2,2,4,9,34,86,30,170,49,0,107500,1.9464720194647203
107406,G2601250107406,1980,Michigan,Oakland,Census Tract 1074.6,2601250107406,2800,2676,39,8,54,23,95.57,1.39,0.29,1.93,0.82,754,192,79.7,20.3,549,233,1074.6,No,727,195,2,14,704,3,0,13,0,181,13,0,1,0,1,0,2,6,4,7,6,24,201,175,163,3,1,85200,0.41265474552957354
107501,G2601250107501,1980,Michigan,Oakland,Census Tract 1075.1,2601250107501,3394,3134,38,24,160,38,92.34,1.12,0.71,4.71,1.12,992,63,94.03,5.97,515,206,1075.1,No,992,63,3,40,936,7,0,39,0,59,2,0,1,0,0,1,3,14,24,34,41,94,390,226,107,0,1,69731,0.7056451612903225
107502,G2601250107502,1980,Michigan,Oakland,Census Tract 1075.2,2601250107502,6104,5812,19,13,213,47,95.22,0.31,0.21,3.49,0.77,1625,48,97.13,2.87,551,227,1075.2,No,1625,48,3,53,1556,5,0,51,0,46,0,0,2,0,0,4,4,7,5,12,8,49,572,756,122,0,1,82884,0.3076923076923077
107503,G2601250107503,1980,Michigan,Oakland,Census Tract 1075.3,2601250107503,6478,5929,47,16,422,64,91.53,0.73,0.25,6.51,0.99,1812,64,96.59,3.41,553,233,1075.3,No,1812,64,3,110,1671,16,0,110,0,61,0,0,0,0,1,7,11,8,13,19,16,53,622,832,122,2,1,82488,0.8830022075055187
107603,G2601250107603,1980,Michigan,Oakland,Census Tract 1076.3,2601250107603,6662,6345,38,15,236,28,95.24,0.57,0.23,3.54,0.42,1680,759,68.88,31.12,415,171,1076.3,No,1680,759,1,69,1611,5,0,57,0,730,16,0,12,0,2,5,9,23,31,36,32,131,923,116,9,0,1,62676,0.2976190476190476
107604,G2601250107604,1980,Michigan,Oakland,Census Tract 1076.4,2601250107604,2494,2456,2,3,17,16,98.48,0.08,0.12,0.68,0.64,755,372,66.99,33.01,398,172,1076.4,No,755,372,0,5,748,0,0,0,0,371,0,0,0,0,5,3,16,26,21,40,39,134,211,2,0,0,0,47351,0.0
107605,G2601250107605,1980,Michigan,Oakland,Census Tract 1076.5,2601250107605,3313,3146,86,9,49,23,94.96,2.6,0.27,1.48,0.69,475,1030,31.56,68.44,400,157,1076.5,No,475,1030,3,19,469,1,0,3,0,954,49,0,16,0,2,9,19,34,53,59,56,100,115,5,1,1,0,39554,0.21052631578947367
107701,G2601250107701,1980,Michigan,Oakland,Census Tract 1077.1,2601250107701,1748,1658,29,5,42,14,94.85,1.66,0.29,2.4,0.8,314,756,29.35,70.65,290,186,1077.1,No,306,719,4,19,299,3,0,3,0,679,15,0,16,0,1,3,6,11,7,8,9,20,22,1,0,4,0,40500,0.9803921568627451
107702,G2601250107702,1980,Michigan,Oakland,Census Tract 1077.2,2601250107702,5599,5302,105,4,173,15,94.7,1.88,0.07,3.09,0.27,442,2583,14.61,85.39,574,234,1077.2,No,456,2605,4,61,0,3,0,0,0,0,54,0,0,0,0,0,0,0,2,1,0,12,191,78,139,3,2,82051,0.6578947368421052
107801,G2601250107801,1980,Michigan,Oakland,Census Tract 1078.1,2601250107801,4639,4520,39,4,56,20,97.43,0.84,0.09,1.21,0.43,881,1217,41.99,58.01,456,177,1078.1,No,881,1217,3,20,878,1,0,2,0,1168,22,0,18,0,0,10,2,18,29,41,57,150,340,38,85,14,3,57632,0.11350737797956867
107802,G2601250107802,1980,Michigan,Oakland,Census Tract 1078.2,2601250107802,2564,2509,12,3,31,9,97.85,0.47,0.12,1.21,0.35,535,593,47.43,52.57,398,198,1078.2,No,535,593,1,10,532,0,0,3,0,576,0,0,7,5,1,1,4,4,5,10,22,77,341,32,10,0,0,61393,0.0
107901,G2601250107901,1980,Michigan,Oakland,Census Tract 1079.1,2601250107901,5226,5049,95,13,45,24,96.61,1.82,0.25,0.86,0.46,1419,441,76.29,23.71,518,154,1079.1,No,1419,441,7,18,1384,16,6,10,3,422,7,1,8,3,23,30,4,11,23,32,21,63,175,170,97,6,0,70657,1.127554615926709
107902,G2601250107902,1980,Michigan,Oakland,Census Tract 1079.2,2601250107902,5011,4968,12,3,15,13,99.14,0.24,0.06,0.3,0.26,1412,713,66.45,33.55,528,231,1079.2,No,1412,713,2,9,1400,0,0,9,0,708,0,0,0,0,0,1,5,6,8,13,14,51,281,83,150,61,43,77758,0.0
108001,G2601250108001,1980,Michigan,Oakland,Census Tract 1080.1,2601250108001,3680,3540,58,9,60,13,96.2,1.58,0.24,1.63,0.35,563,926,37.81,62.19,610,199,1080.1,No,563,926,3,19,547,4,0,10,0,891,23,0,9,0,0,0,4,9,1,5,7,30,165,140,171,1,2,86643,0.7104795737122558
108002,G2601250108002,1980,Michigan,Oakland,Census Tract 1080.2,2601250108002,5003,4923,4,23,8,45,98.4,0.08,0.46,0.16,0.9,1380,159,89.67,10.33,390,157,1080.2,No,1380,159,4,1,1366,0,0,0,8,158,0,0,0,1,6,17,30,65,80,115,142,383,406,32,9,2,1,44935,0.0
1081,G26012501081,1980,Michigan,Oakland,Census Tract 1081,2601250108100,4621,4583,3,9,11,15,99.18,0.06,0.19,0.24,0.32,1508,148,91.06,8.94,348,157,1081.0,No,1508,148,2,3,1499,0,0,0,5,146,0,0,0,0,8,18,47,101,115,166,128,270,263,22,12,0,0,39688,0.0
108202,G2601250108202,1980,Michigan,Oakland,Census Tract 1082.2,2601250108202,8844,8596,67,17,135,29,97.2,0.76,0.19,1.53,0.33,2301,37,98.42,1.58,697,250,1082.2,No,2301,37,2,36,2245,14,0,36,0,37,0,0,0,0,0,1,0,3,2,2,2,29,285,493,1048,270,40,112906,0.6084311169056932
108203,G2601250108203,1980,Michigan,Oakland,Census Tract 1082.3,2601250108203,2201,2143,11,2,39,6,97.36,0.5,0.09,1.77,0.27,737,48,93.89,6.11,606,240,1082.3,No,763,30,1,10,748,0,0,9,0,29,0,0,1,0,0,0,0,3,0,0,1,15,91,132,155,34,8,96591,0.0
108204,G2601250108204,1980,Michigan,Oakland,Census Tract 1082.4,2601250108204,6191,6015,42,1,124,9,97.16,0.68,0.02,2,0.15,1650,319,83.8,16.2,621,251,1082.4,No,1624,336,1,32,1585,8,0,29,0,320,12,0,3,0,0,0,0,1,2,1,1,7,231,444,609,51,1,99414,0.49261083743842365
108205,G2601250108205,1980,Michigan,Oakland,Census Tract 1082.5,2601250108205,1593,1200,347,6,25,15,75.33,21.78,0.38,1.57,0.94,0,15,0,100,0,0,1082.5,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1083,G26012501083,1980,Michigan,Oakland,Census Tract 1083,2601250108300,6826,6337,356,14,75,44,92.84,5.22,0.21,1.1,0.64,1819,736,71.19,28.81,411,163,1083.0,No,1818,738,7,27,1726,62,5,13,12,648,69,2,14,5,15,17,52,101,104,109,110,236,687,24,2,0,0,49343,3.4103410341034106
108401,G2601250108401,1980,Michigan,Oakland,Census Tract 1084.1,2601250108401,1644,1570,32,6,11,25,95.5,1.95,0.36,0.67,1.52,428,124,77.54,22.46,422,180,1084.1,No,428,137,1,3,412,9,0,0,4,132,0,0,0,4,2,5,11,36,44,45,46,73,124,7,0,0,1,41096,2.102803738317757
108403,G2601250108403,1980,Michigan,Oakland,Census Tract 1084.3,2601250108403,5327,4777,387,16,99,48,89.68,7.26,0.3,1.86,0.9,830,1195,40.99,59.01,339,160,1084.3,No,836,1183,4,35,821,5,0,4,0,994,142,0,31,0,10,25,31,86,106,104,89,137,127,13,7,0,0,35309,0.5980861244019139
1085,G26012501085,1980,Michigan,Oakland,Census Tract 1085,2601250108500,397,392,0,5,0,0,98.74,0,1.26,0,0,122,16,88.41,11.59,733,251,1085.0,No,116,15,0,0,116,0,0,0,0,15,0,0,0,0,1,0,0,0,0,1,3,3,7,12,19,15,36,158333,0.0
108601,G2601250108601,1980,Michigan,Oakland,Census Tract 1086.1,2601250108601,1551,1484,5,12,2,48,95.68,0.32,0.77,0.13,3.09,481,65,88.1,11.9,302,149,1086.1,No,478,75,5,1,461,0,4,0,10,73,0,1,0,1,5,11,57,99,87,80,43,49,11,0,1,0,1,27874,0.0
108602,G2601250108602,1980,Michigan,Oakland,Census Tract 1086.2,2601250108602,8276,7215,577,80,61,343,87.18,6.97,0.97,0.74,4.14,1655,1495,52.54,47.46,281,137,1086.2,No,1658,1485,22,17,1559,26,13,6,54,1238,186,9,11,41,31,66,207,397,411,222,118,49,12,1,0,0,0,25681,1.5681544028950543
1087,G26012501087,1980,Michigan,Oakland,Census Tract 1087,2601250108700,8687,7213,1070,25,98,281,83.03,12.32,0.29,1.13,3.23,1815,1497,54.8,45.2,321,142,1087.0,No,1815,1497,9,25,1688,64,6,13,44,1072,370,3,12,40,20,37,108,302,376,287,177,137,54,2,0,0,0,28763,3.5261707988980713
1088,G26012501088,1980,Michigan,Oakland,Census Tract 1088,2601250108800,7762,3482,3930,13,51,286,44.86,50.63,0.17,0.66,3.68,1376,897,60.54,39.46,305,141,1088.0,No,1376,897,4,12,837,495,0,7,0,271,602,0,5,0,30,56,184,317,302,209,84,49,19,2,0,1,0,25654,35.973837209302324
1089,G26012501089,1980,Michigan,Oakland,Census Tract 1089,2601250108900,6859,4464,1869,45,40,441,65.08,27.25,0.66,0.58,6.43,1366,869,61.12,38.88,313,145,1089.0,No,1366,869,16,8,894,403,3,2,64,715,86,13,6,49,40,95,260,334,206,112,73,81,34,1,1,0,0,23346,29.502196193265007
1090,G26012501090,1980,Michigan,Oakland,Census Tract 1090,2601250109000,4162,3606,144,34,4,374,86.64,3.46,0.82,0.1,8.99,795,710,52.82,47.18,306,124,1090.0,No,795,710,12,0,738,15,2,0,40,592,43,10,0,65,40,78,183,179,118,58,24,16,8,0,0,0,0,21425,1.8867924528301887
1091,G26012501091,1980,Michigan,Oakland,Census Tract 1091,2601250109100,2988,2711,51,36,2,188,90.73,1.71,1.2,0.07,6.29,679,298,69.5,30.5,276,122,1091.0,No,679,298,12,1,630,6,6,0,0,265,15,6,0,0,29,59,119,176,136,56,35,15,3,0,1,0,0,23054,0.8836524300441826
1092,G26012501092,1980,Michigan,Oakland,Census Tract 1092,2601250109200,1661,1334,295,7,7,18,80.31,17.76,0.42,0.42,1.08,0,0,,,0,0,1092.0,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1093,G26012501093,1980,Michigan,Oakland,Census Tract 1093,2601250109300,3140,2677,300,30,18,115,85.25,9.55,0.96,0.57,3.66,690,666,50.88,49.12,359,164,1093.0,No,690,663,9,5,603,63,4,2,18,619,27,5,3,9,3,13,56,92,126,107,94,110,25,0,0,0,0,31075,9.130434782608695
1094,G26012501094,1980,Michigan,Oakland,Census Tract 1094,2601250109400,3222,1989,1060,14,10,149,61.73,32.9,0.43,0.31,4.62,451,634,41.57,58.43,294,187,1094.0,No,458,643,5,3,278,162,3,0,0,446,164,2,0,0,7,26,83,106,67,32,22,20,12,0,0,0,2,23420,35.37117903930131
1095,G26012501095,1980,Michigan,Oakland,Census Tract 1095,2601250109500,492,374,41,3,0,74,76.02,8.33,0.61,0,15.04,40,161,19.9,80.1,125,154,1095.0,No,33,152,2,0,23,4,0,0,0,120,13,0,0,0,2,4,8,2,4,0,4,1,0,0,0,0,0,19062,12.121212121212121
1096,G26012501096,1980,Michigan,Oakland,Census Tract 1096,2601250109600,4769,1030,3591,22,2,124,21.6,75.3,0.46,0.04,2.6,654,947,40.85,59.15,297,119,1096.0,No,654,947,8,2,165,470,3,0,0,299,628,5,0,0,40,51,141,131,93,50,22,20,8,0,0,0,0,21756,71.86544342507645
1097,G26012501097,1980,Michigan,Oakland,Census Tract 1097,2601250109700,2859,1334,1365,61,9,90,46.66,47.74,2.13,0.31,3.15,435,615,41.43,58.57,296,134,1097.0,No,435,615,14,4,176,239,7,0,0,427,162,7,0,0,29,44,78,91,67,39,18,20,12,1,0,0,0,22665,54.94252873563218
109801,G2601250109801,1980,Michigan,Oakland,Census Tract 1098.1,2601250109801,3619,469,3016,5,17,112,12.96,83.34,0.14,0.47,3.09,699,373,65.21,34.79,272,139,1098.1,No,658,406,1,3,96,549,0,0,12,84,304,0,0,15,44,54,149,137,90,34,29,26,7,0,0,0,0,21387,83.43465045592706
109802,G2601250109802,1980,Michigan,Oakland,Census Tract 1098.2,2601250109802,2160,76,2045,6,5,28,3.52,94.68,0.28,0.23,1.3,325,266,54.99,45.01,230,186,1098.2,No,366,233,1,2,16,342,0,0,6,6,224,0,0,2,44,88,73,49,23,17,11,3,8,0,0,0,0,16781,93.44262295081968
1099,G26012501099,1980,Michigan,Oakland,Census Tract 1099,2601250109900,5963,424,5399,6,85,49,7.11,90.54,0.1,1.43,0.82,1235,735,62.69,37.31,261,166,1099.0,No,1218,724,1,26,30,1178,0,4,0,147,550,0,22,0,61,95,206,282,175,114,52,58,48,2,0,0,0,23271,96.71592775041051
1100,G26012501100,1980,Michigan,Oakland,Census Tract 1100,2601250110000,2408,150,2190,3,0,65,6.23,90.95,0.12,0,2.7,179,536,25.03,74.97,312,133,1100.0,No,196,547,0,0,6,190,0,0,0,37,499,0,0,11,25,29,50,27,13,4,8,2,6,0,0,0,1,17850,96.93877551020408
1101,G26012501101,1980,Michigan,Oakland,Census Tract 1101,2601250110100,6137,4342,1584,28,87,96,70.75,25.81,0.46,1.42,1.56,1559,504,75.57,24.43,398,169,1101.0,No,1559,504,7,27,1201,334,2,9,13,346,128,5,18,7,7,9,48,130,165,256,241,326,205,23,8,2,0,36971,21.423989737010903
1102,G26012501102,1980,Michigan,Oakland,Census Tract 1102,2601250110200,4436,4305,21,12,27,71,97.05,0.47,0.27,0.61,1.6,1309,406,76.33,23.67,379,176,1102.0,No,1309,406,3,8,1282,7,0,6,0,396,0,0,2,0,6,32,68,125,133,125,112,162,302,75,49,4,3,39866,0.53475935828877
1103,G26012501103,1980,Michigan,Oakland,Census Tract 1103,2601250110300,7391,7242,22,27,46,54,97.98,0.3,0.37,0.62,0.73,1848,946,66.14,33.86,393,179,1103.0,No,1848,946,10,12,1821,2,8,5,12,918,12,2,7,7,7,8,27,60,86,155,174,408,656,67,56,15,6,48468,0.10822510822510822
1104,G26012501104,1980,Michigan,Oakland,Census Tract 1104,2601250110400,7514,7116,231,20,69,78,94.7,3.07,0.27,0.92,1.04,1534,1515,50.31,49.69,380,183,1104.0,No,1534,1515,11,21,1506,5,5,10,8,1383,99,6,11,16,11,6,23,37,57,102,165,326,498,43,17,3,0,47454,0.3259452411994785
1105,G26012501105,1980,Michigan,Oakland,Census Tract 1105,2601250110500,8219,8059,61,25,25,49,98.05,0.74,0.3,0.3,0.6,2361,371,86.42,13.58,408,190,1105.0,No,2361,371,6,4,2337,0,6,0,12,366,0,0,0,3,6,10,27,53,84,134,207,466,931,117,67,15,4,52368,0.0
110601,G2601250110601,1980,Michigan,Oakland,Census Tract 1106.1,2601250110601,3212,3109,37,15,26,25,96.79,1.15,0.47,0.81,0.78,943,129,87.97,12.03,438,189,1106.1,No,943,129,7,5,918,11,3,3,8,123,0,4,2,0,3,7,15,26,35,56,85,139,266,114,105,25,8,58571,1.166489925768823
